IBGE;q74_3;q74_5;q74_6;q74_7;q74_8;q74_9;Região;UF;Q_incompleto;DataCenso;DataCenso_2024;Faixas_etarias;q74_8_rec;q74_9_rec;Tempo_Mandato;d74_5;d74_5bin1;d74_5bin2;d74_5bin3;d74_6bin1;d74_6bin2;d74_6bin3;d74_6bin4;d74_6bin5;d74_6bin1_TIT;d74_6bin1_SUPL;d74_6bin2_TIT;d74_6bin2_SUPL;d74_6bin3_TIT;d74_6bin3_SUPL;d74_6bin4_TIT;d74_6bin4_SUPL;d74_6bin5_TIT;d74_6bin5_SUPL;d74_6bin1_sum;d74_6bin2_sum;d74_6bin3_sum;d74_6bin4_sum;d74_6bin5_sum;d74_6bin1_TIT_sum;d74_6bin1_SUPL_sum;d74_6bin2_TIT_sum;d74_6bin2_SUPL_sum;d74_6bin3_TIT_sum;d74_6bin3_SUPL_sum;d74_6bin4_TIT_sum;d74_6bin4_SUPL_sum;d74_6bin5_TIT_sum;d74_6bin5_SUPL_sum;nu_conselheiros
28; Feminino; Superior Incompleto; Sociedade Civil - organizações dos trabalhadores; Conselheiro Suplente;26.04.2024;26.04.2026;Região Nordeste;Sergipe;completo;31.08.2024;31.08.2024;30 a 40 anos;4/26/2024;4/26/2026;2;Nível Médio; ;Nível Médio; ; ; ;Representante de organização dos trabalhadores; ;Representante da Sociedade Civil; ; ; ; ; ;1; ; ; ;1;6;5;6;23;17;3;3;2;3;4;2;9;9;9;8;40
28; Masculino; Especialização; Governamental – Outras áreas; Conselheiro Suplente;28.10.2024;28.10.2026;Região Nordeste;Sergipe;completo;31.08.2024;31.08.2024;41 a 50 anos;10/28/2024;10/28/2026;2;Nível Superior; ; ;Nível Superior; ; ; ;Representante do Governo; ; ; ; ; ; ; ; ;1; ; ;6;5;6;23;17;3;3;2;3;4;2;9;9;9;8;40
28; Feminino; Superior Completo; Governamental - Assistência Social; Conselheiro Titular;25.07.2023;25.07.2025;Região Nordeste;Sergipe;completo;31.08.2024;31.08.2024;41 a 50 anos;7/25/2023;7/25/2025;2;Nível Superior; ; ;Nível Superior; ; ; ;Representante do Governo; ; ; ; ; ; ; ;1; ; ; ;6;5;6;23;17;3;3;2;3;4;2;9;9;9;8;40
28; Feminino; Superior Completo; Governamental – Saúde; Conselheiro Suplente;21.06.2024;21.06.2026;Região Nordeste;Sergipe;completo;31.08.2024;31.08.2024;41 a 50 anos;6/21/2024;6/21/2026;2;Nível Superior; ; ;Nível Superior; ; ; ;Representante do Governo; ; ; ; ; ; ; ; ;1; ; ;6;5;6;23;17;3;3;2;3;4;2;9;9;9;8;40
28; Feminino; Superior Completo; Sociedade Civil - organizações dos trabalhadores; Conselheiro Suplente;26.04.2024;26.04.2026;Região Nordeste;Sergipe;completo;31.08.2024;31.08.2024;41 a 50 anos;4/26/2024;4/26/2026;2;Nível Superior; ; ;Nível Superior; ; ;Representante de organização dos trabalhadores; ;Representante da Sociedade Civil; ; ; ; ; ;1; ; ; ;1;6;5;6;23;17;3;3;2;3;4;2;9;9;9;8;40
28; Masculino; Superior Completo; Sociedade Civil - organizações dos trabalhadores; Conselheiro Titular;26.04.2024;26.04.2026;Região Nordeste;Sergipe;completo;31.08.2024;31.08.2024;41 a 50 anos;4/26/2024;4/26/2026;2;Nível Superior; ; ;Nível Superior; ; ;Representante de organização dos trabalhadores; ;Representante da Sociedade Civil; ; ; ; ;1; ; ; ;1; ;6;5;6;23;17;3;3;2;3;4;2;9;9;9;8;40
29; Feminino; Médio Completo; Governamental - Assistência Social; Apoio Administrativo;01.01.2016; ;Região Nordeste;Bahia;completo;31.08.2024;31.08.2024;Mais de 60 anos;1/1/2016; ; ;Nível Médio; ;Nível Médio; ; ; ; ;Representante do Governo; ; ; ; ; ; ; ; ; ; ; ;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
31; Masculino; Médio Completo; Sociedade Civil - das entidade e Organizações de Ass. Social; Conselheiro Titular;20.12.2023;20.12.2025;Região Sudeste;Minas gerais;completo;31.08.2024;31.08.2024;41 a 50 anos;12/20/2023;12/20/2025;2;Nível Médio; ;Nível Médio; ; ;Representante de Entidades de Assistência Social; ; ;Representante da Sociedade Civil; ; ;1; ; ; ; ; ;1; ;6;9;5;27;20;4;2;4;5;2;3;9;11;10;10;47
31; Feminino; Superior Completo; Governamental - Assistência Social; Técnico(a) Nível Superior;17.10.2023;31.12.2025;Região Sudeste;Minas gerais;completo;31.08.2024;31.08.2024;41 a 50 anos;10/17/2023;12/31/2025;2;Nível Superior; ; ;Nível Superior; ; ; ;Representante do Governo; ; ; ; ; ; ; ; ; ; ; ;6;9;5;27;20;4;2;4;5;2;3;9;11;10;10;47
31; Feminino; Superior Completo; Governamental - Assistência Social; Técnico(a) Nível Superior;22.01.2024;15.12.2025;Região Sudeste;Minas gerais;completo;31.08.2024;31.08.2024;18 a 29 anos;1/22/2024;12/15/2025;2;Nível Superior; ; ;Nível Superior; ; ; ;Representante do Governo; ; ; ; ; ; ; ; ; ; ; ;6;9;5;27;20;4;2;4;5;2;3;9;11;10;10;47
31; Masculino; Especialização; Governamental – Outras áreas; Conselheiro Titular;24.05.2024;15.12.2025;Região Sudeste;Minas gerais;completo;31.08.2024;31.08.2024;41 a 50 anos;5/24/2024;12/15/2025;2;Nível Superior; ; ;Nível Superior; ; ; ;Representante do Governo; ; ; ; ; ; ; ;1; ; ; ;6;9;5;27;20;4;2;4;5;2;3;9;11;10;10;47
31; Masculino; Superior Completo; Governamental – Outras áreas; Conselheiro Titular;22.03.2024;15.12.2025;Região Sudeste;Minas gerais;completo;31.08.2024;31.08.2024;41 a 50 anos;3/22/2024;12/15/2025;2;Nível Superior; ; ;Nível Superior; ; ; ;Representante do Governo; ; ; ; ; ; ; ;1; ; ; ;6;9;5;27;20;4;2;4;5;2;3;9;11;10;10;47
31; Masculino; Especialização; Sociedade Civil - das entidade e Organizações de Ass. Social; Conselheiro Suplente;15.12.2023;15.12.2025;Região Sudeste;Minas gerais;completo;31.08.2024;31.08.2024;41 a 50 anos;12/15/2023;12/15/2025;2;Nível Superior; ; ;Nível Superior; ;Representante de Entidades de Assistência Social; ; ;Representante da Sociedade Civil; ; ; ;1; ; ; ; ; ;1;6;9;5;27;20;4;2;4;5;2;3;9;11;10;10;47
31; Masculino; Superior Completo; Governamental – Outras áreas; Conselheiro Titular;20.12.2023;20.12.2025;Região Sudeste;Minas gerais;completo;31.08.2024;31.08.2024;41 a 50 anos;12/20/2023;12/20/2025;2;Nível Superior; ; ;Nível Superior; ; ; ;Representante do Governo; ; ; ; ; ; ; ;1; ; ; ;6;9;5;27;20;4;2;4;5;2;3;9;11;10;10;47
31; Feminino; Especialização; Governamental – Saúde; Conselheiro Suplente;20.12.2023;20.12.2025;Região Sudeste;Minas gerais;completo;31.08.2024;31.08.2024;41 a 50 anos;12/20/2023;12/20/2025;2;Nível Superior; ; ;Nível Superior; ; ; ;Representante do Governo; ; ; ; ; ; ; ; ;1; ; ;6;9;5;27;20;4;2;4;5;2;3;9;11;10;10;47
31; Feminino; Especialização; Sociedade Civil - das entidade e Organizações de Ass. Social; Conselheiro Suplente;20.08.2024;15.12.2025;Região Sudeste;Minas gerais;completo;31.08.2024;31.08.2024;41 a 50 anos;8/20/2024;12/15/2025;1;Nível Superior; ; ;Nível Superior; ;Representante de Entidades de Assistência Social; ; ;Representante da Sociedade Civil; ; ; ;1; ; ; ; ; ;1;6;9;5;27;20;4;2;4;5;2;3;9;11;10;10;47
31; Feminino; Especialização; Governamental - Assistência Social; Conselheiro Suplente;20.12.2023;20.12.2025;Região Sudeste;Minas gerais;completo;31.08.2024;31.08.2024;41 a 50 anos;12/20/2023;12/20/2025;2;Nível Superior; ; ;Nível Superior; ; ; ;Representante do Governo; ; ; ; ; ; ; ; ;1; ; ;6;9;5;27;20;4;2;4;5;2;3;9;11;10;10;47
31; Feminino; Médio Completo; Sociedade Civil - dos usuários; Conselheiro Titular;20.12.2023;20.12.2025;Região Sudeste;Minas gerais;completo;31.08.2024;31.08.2024;41 a 50 anos;12/20/2023;12/20/2025;2;Nível Médio; ;Nível Médio; ;Representante de usuários e organização de usuários; ; ; ;Representante da Sociedade Civil;1; ; ; ; ; ; ; ;1; ;6;9;5;27;20;4;2;4;5;2;3;9;11;10;10;47
31; Feminino; Especialização; Sociedade Civil - das entidade e Organizações de Ass. Social; Conselheiro Titular;20.12.2023;20.12.2025;Região Sudeste;Minas gerais;completo;31.08.2024;31.08.2024;41 a 50 anos;12/20/2023;12/20/2025;2;Nível Superior; ; ;Nível Superior; ;Representante de Entidades de Assistência Social; ; ;Representante da Sociedade Civil; ; ;1; ; ; ; ; ;1; ;6;9;5;27;20;4;2;4;5;2;3;9;11;10;10;47
31; Masculino; Superior Completo; Governamental - Assistência Social; Vice-Presidente;16.12.2024;15.12.2025;Região Sudeste;Minas gerais;completo;31.08.2024;31.08.2024;30 a 40 anos;12/16/2024;12/15/2025;1;Nível Superior; ; ;Nível Superior; ; ; ;Representante do Governo; ; ; ; ; ; ; ;1; ; ; ;6;9;5;27;20;4;2;4;5;2;3;9;11;10;10;47
31; Feminino; Superior Completo; Sociedade Civil - organizações dos trabalhadores; Conselheiro Suplente;28.08.2024;15.12.2025;Região Sudeste;Minas gerais;completo;31.08.2024;31.08.2024;30 a 40 anos;8/28/2024;12/15/2025;1;Nível Superior; ; ;Nível Superior; ; ;Representante de organização dos trabalhadores; ;Representante da Sociedade Civil; ; ; ; ; ;1; ; ; ;1;6;9;5;27;20;4;2;4;5;2;3;9;11;10;10;47
31; Feminino; Superior Completo; Sociedade Civil - organizações dos usuários; Conselheiro Titular;20.12.2023;20.12.2025;Região Sudeste;Minas gerais;completo;31.08.2024;31.08.2024;41 a 50 anos;12/20/2023;12/20/2025;2;Nível Superior; ; ;Nível Superior;Representante de usuários e organização de usuários; ; ; ;Representante da Sociedade Civil;1; ; ; ; ; ; ; ;1; ;6;9;5;27;20;4;2;4;5;2;3;9;11;10;10;47
31; Feminino; Médio Completo; Sociedade Civil - organizações dos usuários; Conselheiro Titular;20.12.2023;20.12.2025;Região Sudeste;Minas gerais;completo;31.08.2024;31.08.2024;30 a 40 anos;12/20/2023;12/20/2025;2;Nível Médio; ;Nível Médio; ;Representante de usuários e organização de usuários; ; ; ;Representante da Sociedade Civil;1; ; ; ; ; ; ; ;1; ;6;9;5;27;20;4;2;4;5;2;3;9;11;10;10;47
31; Feminino; Superior Completo; Governamental – Outras áreas; Conselheiro Titular;20.12.2023;20.12.2025;Região Sudeste;Minas gerais;completo;31.08.2024;31.08.2024;30 a 40 anos;12/20/2023;12/20/2025;2;Nível Superior; ; ;Nível Superior; ; ; ;Representante do Governo; ; ; ; ; ; ; ;1; ; ; ;6;9;5;27;20;4;2;4;5;2;3;9;11;10;10;47
31; Feminino; Superior Completo; Governamental - Assistência Social; Técnico(a) Nível Superior;10.01.2024;15.12.2025;Região Sudeste;Minas gerais;completo;31.08.2024;31.08.2024;30 a 40 anos;1/10/2024;12/15/2025;2;Nível Superior; ; ;Nível Superior; ; ; ;Representante do Governo; ; ; ; ; ; ; ; ; ; ; ;6;9;5;27;20;4;2;4;5;2;3;9;11;10;10;47
31; Masculino; Superior Completo; Governamental – Outras áreas; Conselheiro Suplente;20.12.2023;20.12.2025;Região Sudeste;Minas gerais;completo;31.08.2024;31.08.2024;30 a 40 anos;12/20/2023;12/20/2025;2;Nível Superior; ; ;Nível Superior; ; ; ;Representante do Governo; ; ; ; ; ; ; ; ;1; ; ;6;9;5;27;20;4;2;4;5;2;3;9;11;10;10;47
31; Feminino; Superior Completo; Governamental – Outras áreas; Conselheiro Suplente;20.12.2023;15.12.2025;Região Sudeste;Minas gerais;completo;31.08.2024;31.08.2024;30 a 40 anos;12/20/2023;12/15/2025;2;Nível Superior; ; ;Nível Superior; ; ; ;Representante do Governo; ; ; ; ; ; ; ; ;1; ; ;6;9;5;27;20;4;2;4;5;2;3;9;11;10;10;47
31; Feminino; Superior Completo; Sociedade Civil - das entidade e Organizações de Ass. Social; Conselheiro Suplente;19.07.2024;15.12.2025;Região Sudeste;Minas gerais;completo;31.08.2024;31.08.2024;30 a 40 anos;7/19/2024;12/15/2025;1;Nível Superior; ; ;Nível Superior; ;Representante de Entidades de Assistência Social; ; ;Representante da Sociedade Civil; ; ; ;1; ; ; ; ; ;1;6;9;5;27;20;4;2;4;5;2;3;9;11;10;10;47
31; Feminino; Especialização; Sociedade Civil - organizações dos trabalhadores; Conselheiro Suplente;24.05.2024;15.12.2025;Região Sudeste;Minas gerais;completo;31.08.2024;31.08.2024;30 a 40 anos;5/24/2024;12/15/2025;2;Nível Superior; ; ;Nível Superior; ; ;Representante de organização dos trabalhadores; ;Representante da Sociedade Civil; ; ; ; ; ;1; ; ; ;1;6;9;5;27;20;4;2;4;5;2;3;9;11;10;10;47
31; Masculino; Superior Completo; Governamental - Assistência Social; Conselheiro Titular;20.12.2023;20.12.2025;Região Sudeste;Minas gerais;completo;31.08.2024;31.08.2024;30 a 40 anos;12/20/2023;12/20/2025;2;Nível Superior; ; ;Nível Superior; ; ; ;Representante do Governo; ; ; ; ; ; ; ;1; ; ; ;6;9;5;27;20;4;2;4;5;2;3;9;11;10;10;47
31; Feminino; Superior Completo; Governamental - Assistência Social; Secretário Executivo;10.09.2023;18.01.2025;Região Sudeste;Minas gerais;completo;31.08.2024;31.08.2024;30 a 40 anos;9/10/2023;1/18/2025;1;Nível Superior; ; ;Nível Superior; ; ; ;Representante do Governo; ; ; ; ; ; ; ; ; ; ; ;6;9;5;27;20;4;2;4;5;2;3;9;11;10;10;47
31; Feminino; Médio Completo; Sociedade Civil - das entidade e Organizações de Ass. Social; Conselheiro Titular;19.04.2024;15.12.2025;Região Sudeste;Minas gerais;completo;31.08.2024;31.08.2024;30 a 40 anos;4/19/2024;12/15/2025;2;Nível Médio; ;Nível Médio; ; ;Representante de Entidades de Assistência Social; ; ;Representante da Sociedade Civil; ; ;1; ; ; ; ; ;1; ;6;9;5;27;20;4;2;4;5;2;3;9;11;10;10;47
31; Masculino; Superior Completo; Sociedade Civil - dos usuários; Conselheiro Titular;20.12.2023;20.12.2025;Região Sudeste;Minas gerais;completo;31.08.2024;31.08.2024;30 a 40 anos;12/20/2023;12/20/2025;2;Nível Superior; ; ;Nível Superior;Representante de usuários e organização de usuários; ; ; ;Representante da Sociedade Civil;1; ; ; ; ; ; ; ;1; ;6;9;5;27;20;4;2;4;5;2;3;9;11;10;10;47
31; Masculino; Superior Completo; Sociedade Civil - organizações dos usuários; Conselheiro Suplente;15.12.2023;15.12.2025;Região Sudeste;Minas gerais;completo;31.08.2024;31.08.2024;18 a 29 anos;12/15/2023;12/15/2025;2;Nível Superior; ; ;Nível Superior;Representante de usuários e organização de usuários; ; ; ;Representante da Sociedade Civil; ;1; ; ; ; ; ; ; ;1;6;9;5;27;20;4;2;4;5;2;3;9;11;10;10;47
31; Feminino; Superior Completo; Sociedade Civil - organizações dos trabalhadores; Conselheiro Titular;19.04.2024;15.12.2025;Região Sudeste;Minas gerais;completo;31.08.2024;31.08.2024;30 a 40 anos;4/19/2024;12/15/2025;2;Nível Superior; ; ;Nível Superior; ; ;Representante de organização dos trabalhadores; ;Representante da Sociedade Civil; ; ; ; ;1; ; ; ;1; ;6;9;5;27;20;4;2;4;5;2;3;9;11;10;10;47
31; Masculino; Médio Completo; Governamental - Assistência Social; Apoio Administrativo;24.10.2023;15.12.2025;Região Sudeste;Minas gerais;completo;31.08.2024;31.08.2024;18 a 29 anos;10/24/2023;12/15/2025;2;Nível Médio; ;Nível Médio; ; ; ; ;Representante do Governo; ; ; ; ; ; ; ; ; ; ; ;6;9;5;27;20;4;2;4;5;2;3;9;11;10;10;47
31; Feminino; Mestrado; Governamental – Saúde; Conselheiro Suplente;19.04.2024;15.12.2025;Região Sudeste;Minas gerais;completo;31.08.2024;31.08.2024;18 a 29 anos;4/19/2024;12/15/2025;2;Nível Superior; ; ;Nível Superior; ; ; ;Representante do Governo; ; ; ; ; ; ; ; ;1; ; ;6;9;5;27;20;4;2;4;5;2;3;9;11;10;10;47
31; Feminino; Superior Completo; Governamental - Assistência Social; Técnico(a) Nível Médio;01.01.2022;15.12.2025;Região Sudeste;Minas gerais;completo;31.08.2024;31.08.2024;Mais de 60 anos;1/1/2022;12/15/2025;4;Nível Superior; ; ;Nível Superior; ; ; ;Representante do Governo; ; ; ; ; ; ; ; ; ; ; ;6;9;5;27;20;4;2;4;5;2;3;9;11;10;10;47
31; Masculino; Superior Completo; Sociedade Civil - organizações dos usuários; Conselheiro Suplente; ;20.12.2025;Região Sudeste;Minas gerais;completo;31.08.2024;31.08.2024;30 a 40 anos; ;12/20/2025; ;Nível Superior; ; ;Nível Superior;Representante de usuários e organização de usuários; ; ; ;Representante da Sociedade Civil; ;1; ; ; ; ; ; ; ;1;6;9;5;27;20;4;2;4;5;2;3;9;11;10;10;47
31; Feminino; Superior Completo; Governamental – Educação; Conselheiro Titular;20.12.2023;20.12.2025;Região Sudeste;Minas gerais;completo;31.08.2024;31.08.2024;Mais de 60 anos;12/20/2023;12/20/2025;2;Nível Superior; ; ;Nível Superior; ; ; ;Representante do Governo; ; ; ; ; ; ; ;1; ; ; ;6;9;5;27;20;4;2;4;5;2;3;9;11;10;10;47
31; Masculino; Médio Completo; Sociedade Civil - das entidade e Organizações de Ass. Social; Conselheiro Suplente;19.07.2024;15.12.2025;Região Sudeste;Minas gerais;completo;31.08.2024;31.08.2024;51 a 60 anos;7/19/2024;12/15/2025;1;Nível Médio; ;Nível Médio; ; ;Representante de Entidades de Assistência Social; ; ;Representante da Sociedade Civil; ; ; ;1; ; ; ; ; ;1;6;9;5;27;20;4;2;4;5;2;3;9;11;10;10;47
31; Feminino; Especialização; Sociedade Civil - organizações dos trabalhadores; Conselheiro Suplente;20.12.2023;20.12.2025;Região Sudeste;Minas gerais;completo;31.08.2024;31.08.2024;Mais de 60 anos;12/20/2023;12/20/2025;2;Nível Superior; ; ;Nível Superior; ; ;Representante de organização dos trabalhadores; ;Representante da Sociedade Civil; ; ; ; ; ;1; ; ; ;1;6;9;5;27;20;4;2;4;5;2;3;9;11;10;10;47
31; Masculino; Superior Completo; Sociedade Civil - organizações dos trabalhadores; Conselheiro(a) Presidente;16.12.2024;15.12.2025;Região Sudeste;Minas gerais;completo;31.08.2024;31.08.2024;Mais de 60 anos;12/16/2024;12/15/2025;1;Nível Superior; ; ;Nível Superior; ; ;Representante de organização dos trabalhadores; ;Representante da Sociedade Civil; ; ; ; ;1; ; ; ;1; ;6;9;5;27;20;4;2;4;5;2;3;9;11;10;10;47
31; Feminino; Mestrado; Governamental - Assistência Social; Conselheiro Suplente;20.12.2023;20.12.2025;Região Sudeste;Minas gerais;completo;31.08.2024;31.08.2024;Mais de 60 anos;12/20/2023;12/20/2025;2;Nível Superior; ; ;Nível Superior; ; ; ;Representante do Governo; ; ; ; ; ; ; ; ;1; ; ;6;9;5;27;20;4;2;4;5;2;3;9;11;10;10;47
31; Feminino; Especialização; Governamental – Outras áreas; Conselheiro Titular;20.12.2023;20.12.2025;Região Sudeste;Minas gerais;completo;31.08.2024;31.08.2024;51 a 60 anos;12/20/2023;12/20/2025;2;Nível Superior; ; ;Nível Superior; ; ; ;Representante do Governo; ; ; ; ; ; ; ;1; ; ; ;6;9;5;27;20;4;2;4;5;2;3;9;11;10;10;47
31; Feminino; Superior Completo; Governamental - Assistência Social; Técnico(a) Nível Superior;01.01.2022;15.12.2025;Região Sudeste;Minas gerais;completo;31.08.2024;31.08.2024;51 a 60 anos;1/1/2022;12/15/2025;4;Nível Superior; ; ;Nível Superior; ; ; ;Representante do Governo; ; ; ; ; ; ; ; ; ; ; ;6;9;5;27;20;4;2;4;5;2;3;9;11;10;10;47
31; Feminino; Superior Completo; Sociedade Civil - das entidade e Organizações de Ass. Social; Conselheiro Suplente;20.12.2023;20.12.2025;Região Sudeste;Minas gerais;completo;31.08.2024;31.08.2024;Mais de 60 anos;12/20/2023;12/20/2025;2;Nível Superior; ; ;Nível Superior; ;Representante de Entidades de Assistência Social; ; ;Representante da Sociedade Civil; ; ; ;1; ; ; ; ; ;1;6;9;5;27;20;4;2;4;5;2;3;9;11;10;10;47
31; Feminino; Superior Completo; Governamental – Outras áreas; Conselheiro Suplente;10.05.2024;15.12.2025;Região Sudeste;Minas gerais;completo;31.08.2024;31.08.2024;Mais de 60 anos;5/10/2024;12/15/2025;2;Nível Superior; ; ;Nível Superior; ; ; ;Representante do Governo; ; ; ; ; ; ; ; ;1; ; ;6;9;5;27;20;4;2;4;5;2;3;9;11;10;10;47
31; Feminino; Superior Completo; Governamental – Outras áreas; Conselheiro Titular;24.05.2024;15.12.2025;Região Sudeste;Minas gerais;completo;31.08.2024;31.08.2024;51 a 60 anos;5/24/2024;12/15/2025;2;Nível Superior; ; ;Nível Superior; ; ; ;Representante do Governo; ; ; ; ; ; ; ;1; ; ; ;6;9;5;27;20;4;2;4;5;2;3;9;11;10;10;47
31; Feminino; Superior Completo; Sociedade Civil - das entidade e Organizações de Ass. Social; Conselheiro Titular;20.12.2023;20.12.2025;Região Sudeste;Minas gerais;completo;31.08.2024;31.08.2024;51 a 60 anos;12/20/2023;12/20/2025;2;Nível Superior; ; ;Nível Superior; ;Representante de Entidades de Assistência Social; ; ;Representante da Sociedade Civil; ; ;1; ; ; ; ; ;1; ;6;9;5;27;20;4;2;4;5;2;3;9;11;10;10;47
31; Masculino; Especialização; Governamental – Outras áreas; Conselheiro Suplente;20.12.2023;20.12.2025;Região Sudeste;Minas gerais;completo;31.08.2024;31.08.2024;41 a 50 anos;12/20/2023;12/20/2025;2;Nível Superior; ; ;Nível Superior; ; ; ;Representante do Governo; ; ; ; ; ; ; ; ;1; ; ;6;9;5;27;20;4;2;4;5;2;3;9;11;10;10;47
31; Masculino; Superior Completo; Governamental – Educação; Conselheiro Suplente;19.07.2024;15.12.2025;Região Sudeste;Minas gerais;completo;31.08.2024;31.08.2024;41 a 50 anos;7/19/2024;12/15/2025;1;Nível Superior; ; ;Nível Superior; ; ; ;Representante do Governo; ; ; ; ; ; ; ; ;1; ; ;6;9;5;27;20;4;2;4;5;2;3;9;11;10;10;47
31; Masculino; Superior Completo; Governamental – Outras áreas; Conselheiro Suplente;20.08.2024;15.12.2025;Região Sudeste;Minas gerais;completo;31.08.2024;31.08.2024;51 a 60 anos;8/20/2024;12/15/2025;1;Nível Superior; ; ;Nível Superior; ; ; ;Representante do Governo; ; ; ; ; ; ; ; ;1; ; ;6;9;5;27;20;4;2;4;5;2;3;9;11;10;10;47
31; Feminino; Superior Completo; Governamental – Outras áreas; Conselheiro Suplente;20.12.2023;20.12.2025;Região Sudeste;Minas gerais;completo;31.08.2024;31.08.2024;41 a 50 anos;12/20/2023;12/20/2025;2;Nível Superior; ; ;Nível Superior; ; ; ;Representante do Governo; ; ; ; ; ; ; ; ;1; ; ;6;9;5;27;20;4;2;4;5;2;3;9;11;10;10;47
32; Feminino; Superior Completo; Governamental – Saúde; Conselheiro Titular;16.12.2024;16.12.2026;Região Sudeste;Espirito Santo;completo;31.08.2024;31.08.2024;51 a 60 anos;12/16/2024;12/16/2026;2;Nível Superior; ; ;Nível Superior; ; ; ;Representante do Governo; ; ; ; ; ; ; ;1; ; ; ;6;6;6;20;18;4;2;3;3;3;3;10;9;10;8;38
32; Feminino; Superior Completo; Governamental - Assistência Social; Conselheiro Suplente;16.12.2024;16.12.2026;Região Sudeste;Espirito Santo;completo;31.08.2024;31.08.2024;41 a 50 anos;12/16/2024;12/16/2026;2;Nível Superior; ; ;Nível Superior; ; ; ;Representante do Governo; ; ; ; ; ; ; ; ;1; ; ;6;6;6;20;18;4;2;3;3;3;3;10;9;10;8;38
32; Masculino; Superior Completo; Governamental - Assistência Social; Conselheiro Titular;16.12.2024;16.12.2026;Região Sudeste;Espirito Santo;completo;31.08.2024;31.08.2024;41 a 50 anos;12/16/2024;12/16/2026;2;Nível Superior; ; ;Nível Superior; ; ; ;Representante do Governo; ; ; ; ; ; ; ;1; ; ; ;6;6;6;20;18;4;2;3;3;3;3;10;9;10;8;38
32; Feminino; Superior Completo; Governamental – Outras áreas; Conselheiro Titular;16.12.2024;16.12.2026;Região Sudeste;Espirito Santo;completo;31.08.2024;31.08.2024;41 a 50 anos;12/16/2024;12/16/2026;2;Nível Superior; ; ;Nível Superior; ; ; ;Representante do Governo; ; ; ; ; ; ; ;1; ; ; ;6;6;6;20;18;4;2;3;3;3;3;10;9;10;8;38
32; Masculino; Superior Completo; Governamental – Outras áreas; Conselheiro Titular;16.12.2024;16.12.2026;Região Sudeste;Espirito Santo;completo;31.08.2024;31.08.2024;18 a 29 anos;12/16/2024;12/16/2026;2;Nível Superior; ; ;Nível Superior; ; ; ;Representante do Governo; ; ; ; ; ; ; ;1; ; ; ;6;6;6;20;18;4;2;3;3;3;3;10;9;10;8;38
32; Feminino; Superior Completo; Governamental – Educação; Conselheiro Titular;16.12.2024;16.12.2026;Região Sudeste;Espirito Santo;completo;31.08.2024;31.08.2024;41 a 50 anos;12/16/2024;12/16/2026;2;Nível Superior; ; ;Nível Superior; ; ; ;Representante do Governo; ; ; ; ; ; ; ;1; ; ; ;6;6;6;20;18;4;2;3;3;3;3;10;9;10;8;38
32; Feminino; Superior Completo; Governamental - Assistência Social; Conselheiro Titular;16.12.2024;16.12.2026;Região Sudeste;Espirito Santo;completo;31.08.2024;31.08.2024;41 a 50 anos;12/16/2024;12/16/2026;2;Nível Superior; ; ;Nível Superior; ; ; ;Representante do Governo; ; ; ; ; ; ; ;1; ; ; ;6;6;6;20;18;4;2;3;3;3;3;10;9;10;8;38
32; Feminino; Mestrado; Sociedade Civil - das entidade e Organizações de Ass. Social; Conselheiro Suplente;16.12.2024;16.12.2026;Região Sudeste;Espirito Santo;completo;31.08.2024;31.08.2024;41 a 50 anos;12/16/2024;12/16/2026;2;Nível Superior; ; ;Nível Superior; ;Representante de Entidades de Assistência Social; ; ;Representante da Sociedade Civil; ; ; ;1; ; ; ; ; ;1;6;6;6;20;18;4;2;3;3;3;3;10;9;10;8;38
32; Feminino; Superior Completo; Sociedade Civil - organizações dos trabalhadores; Conselheiro Suplente;16.12.2024;16.12.2026;Região Sudeste;Espirito Santo;completo;31.08.2024;31.08.2024;41 a 50 anos;12/16/2024;12/16/2026;2;Nível Superior; ; ;Nível Superior; ; ;Representante de organização dos trabalhadores; ;Representante da Sociedade Civil; ; ; ; ; ;1; ; ; ;1;6;6;6;20;18;4;2;3;3;3;3;10;9;10;8;38
32; Masculino; Superior Incompleto; Sociedade Civil - das entidade e Organizações de Ass. Social; Conselheiro Suplente;16.12.2024;16.12.2026;Região Sudeste;Espirito Santo;completo;31.08.2024;31.08.2024;41 a 50 anos;12/16/2024;12/16/2026;2;Nível Médio; ;Nível Médio; ; ;Representante de Entidades de Assistência Social; ; ;Representante da Sociedade Civil; ; ; ;1; ; ; ; ; ;1;6;6;6;20;18;4;2;3;3;3;3;10;9;10;8;38
32; Feminino; Superior Completo; Governamental – Outras áreas; Conselheiro Titular;16.12.2024;16.12.2026;Região Sudeste;Espirito Santo;completo;31.08.2024;31.08.2024;41 a 50 anos;12/16/2024;12/16/2026;2;Nível Superior; ; ;Nível Superior; ; ; ;Representante do Governo; ; ; ; ; ; ; ;1; ; ; ;6;6;6;20;18;4;2;3;3;3;3;10;9;10;8;38
32; Feminino; Superior Completo; Governamental – Saúde; Conselheiro Suplente;16.12.2024;16.12.2026;Região Sudeste;Espirito Santo;completo;31.08.2024;31.08.2024;41 a 50 anos;12/16/2024;12/16/2026;2;Nível Superior; ; ;Nível Superior; ; ; ;Representante do Governo; ; ; ; ; ; ; ; ;1; ; ;6;6;6;20;18;4;2;3;3;3;3;10;9;10;8;38
