IBGE7,IBGE_2,NU_IDENTIFICADOR,Região,UF,codigo_ibge,q0_1,q1_1,q1_2,q3,q7,q8,incompletos,IBGE,uf_s,Região_2,UF_2,Municipio_2013,area,Pop_Total2010,Pop_Urbana2010,Pop_Rural2010,Porte_pop2010
2929057,292905,2910803310472,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE FEIRA DE SANTANA, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,292905,BA,Região Nordeste,BA,São Félix do Coribe,846.12,13048,10587,2461,Pequeno I
2929206,292920,2910803310472,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE FEIRA DE SANTANA, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,292920,BA,Região Nordeste,BA,São Francisco do Conde,266.63,33183,27391,5792,Pequeno II
2929255,292925,2910803310472,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE FEIRA DE SANTANA, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,292925,BA,Região Nordeste,BA,São Gabriel,1156.8,18427,10494,7933,Pequeno I
2929305,292930,2910803310472,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE FEIRA DE SANTANA, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,292930,BA,Região Nordeste,BA,São Gonçalo dos Campos,293.99,33283,16505,16778,Pequeno II
2929354,292935,2910803310472,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE FEIRA DE SANTANA, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,292935,BA,Região Nordeste,BA,São José da Vitória,53.4,5715,5162,553,Pequeno I
2929370,292937,2910803310472,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE FEIRA DE SANTANA, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,292937,BA,Região Nordeste,BA,São José do Jacuípe,369.23,10180,6991,3189,Pequeno I
2929404,292940,2910803310472,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE FEIRA DE SANTANA, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,292940,BA,Região Nordeste,BA,São Miguel das Matas,207.45,10414,3360,7054,Pequeno I
2929503,292950,2910803310472,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE FEIRA DE SANTANA, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,292950,BA,Região Nordeste,BA,São Sebastião do Passé,549.43,42153,33112,9041,Pequeno II
2929602,292960,2910803310472,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE FEIRA DE SANTANA, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,292960,BA,Região Nordeste,BA,Sapeaçu,125.58,16585,8084,8501,Pequeno I
2929750,292975,2910803310472,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE FEIRA DE SANTANA, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,292975,BA,Região Nordeste,BA,Saubara,158.93,11201,10948,253,Pequeno I
2929800,292980,2910803310472,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE FEIRA DE SANTANA, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,292980,BA,Região Nordeste,BA,Saúde,499.72,11845,6646,5199,Pequeno I
2929909,292990,2910803310472,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE FEIRA DE SANTANA, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,292990,BA,Região Nordeste,BA,Seabra,2825.02,41798,20277,21521,Pequeno II
2930006,293000,2910803310472,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE FEIRA DE SANTANA, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,293000,BA,Região Nordeste,BA,Sebastião Laranjeiras,2004.19,10371,4084,6287,Pequeno I
2930105,293010,2910803310472,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE FEIRA DE SANTANA, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,293010,BA,Região Nordeste,BA,Senhor do Bonfim,816.7,74419,57566,16853,Médio
2930154,293015,2910803310472,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE FEIRA DE SANTANA, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,293015,BA,Região Nordeste,BA,Serra do Ramalho,2677.37,31638,6274,25364,Pequeno II
2930204,293020,2910803310472,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE FEIRA DE SANTANA, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,293020,BA,Região Nordeste,BA,Sento Sé,12871.04,37425,21676,15749,Pequeno II
2930303,293030,2910803310472,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE FEIRA DE SANTANA, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,293030,BA,Região Nordeste,BA,Serra Dourada,1441.55,18112,6002,12110,Pequeno I
2930402,293040,2910803310472,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE FEIRA DE SANTANA, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,293040,BA,Região Nordeste,BA,Serra Preta,536.89,15401,6920,8481,Pequeno I
2930501,293050,2910803310472,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE FEIRA DE SANTANA, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,293050,BA,Região Nordeste,BA,Serrinha,568.41,76762,47188,29574,Médio
2930600,293060,2910803310472,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE FEIRA DE SANTANA, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,293060,BA,Região Nordeste,BA,Serrolândia,373.76,12344,7279,5065,Pequeno I
2930709,293070,2910803310472,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE FEIRA DE SANTANA, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,293070,BA,Região Nordeste,BA,Simões Filho,192.16,118047,105811,12236,Grande
2930766,293076,2910803310472,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE FEIRA DE SANTANA, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,293076,BA,Região Nordeste,BA,Sítio do Quinto,651.96,12592,5172,7420,Pequeno I
2930774,293077,2910803310472,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE FEIRA DE SANTANA, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,293077,BA,Região Nordeste,BA,Sobradinho,1322.66,22000,20002,1998,Pequeno II
2930808,293080,2910803310472,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE FEIRA DE SANTANA, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,293080,BA,Região Nordeste,BA,Souto Soares,1095.85,15899,6039,9860,Pequeno I
2931004,293100,2910803310472,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE FEIRA DE SANTANA, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,293100,BA,Região Nordeste,BA,Tanhaçu,1341.79,20013,8290,11723,Pequeno II
2931103,293110,2910803310472,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE FEIRA DE SANTANA, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,293110,BA,Região Nordeste,BA,Tanquinho,209.03,8008,5711,2297,Pequeno I
2931202,293120,2910803310472,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE FEIRA DE SANTANA, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,293120,BA,Região Nordeste,BA,Taperoá,408.58,18748,8725,10023,Pequeno I
2931350,293135,2910803310472,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE FEIRA DE SANTANA, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,293135,BA,Região Nordeste,BA,Teixeira de Freitas,1153.79,138341,129263,9078,Grande
2931400,293140,2910803310472,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE FEIRA DE SANTANA, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,293140,BA,Região Nordeste,BA,Teodoro Sampaio,277.77,7895,6341,1554,Pequeno I
2931509,293150,2910803310472,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE FEIRA DE SANTANA, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,293150,BA,Região Nordeste,BA,Teofilândia,317.98,21482,6692,14790,Pequeno II
2931608,293160,2910803310472,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE FEIRA DE SANTANA, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,293160,BA,Região Nordeste,BA,Teolândia,288.27,14836,5068,9768,Pequeno I
2931707,293170,2910803310472,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE FEIRA DE SANTANA, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,293170,BA,Região Nordeste,BA,Terra Nova,198.63,12803,11488,1315,Pequeno I
2931806,293180,2910803310472,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE FEIRA DE SANTANA, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,293180,BA,Região Nordeste,BA,Tremedal,1779.42,17029,3939,13090,Pequeno I
2932002,293200,2910803310472,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE FEIRA DE SANTANA, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,293200,BA,Região Nordeste,BA,Uauá,2950.27,24294,10761,13533,Pequeno II
2932101,293210,2910803310472,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE FEIRA DE SANTANA, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,293210,BA,Região Nordeste,BA,Ubaíra,762.4,19750,8822,10928,Pequeno I
2932200,293220,2910803310472,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE FEIRA DE SANTANA, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,293220,BA,Região Nordeste,BA,Ubaitaba,221.75,20691,17598,3093,Pequeno II
2932309,293230,2910803310472,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE FEIRA DE SANTANA, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,293230,BA,Região Nordeste,BA,Ubatã,332.99,25004,17951,7053,Pequeno II
2932408,293240,2910803310472,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE FEIRA DE SANTANA, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,293240,BA,Região Nordeste,BA,Uibaí,515.66,13625,8311,5314,Pequeno I
2932507,293250,2910803310472,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE FEIRA DE SANTANA, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,293250,BA,Região Nordeste,BA,Una,1159.53,24110,15030,9080,Pequeno II
2932606,293260,2910803310472,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE FEIRA DE SANTANA, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,293260,BA,Região Nordeste,BA,Urandi,895.93,16466,5939,10527,Pequeno I
2932705,293270,2910803310472,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE FEIRA DE SANTANA, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,293270,BA,Região Nordeste,BA,Uruçuca,337.71,19837,15779,4058,Pequeno I
2932903,293290,2910803310472,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE FEIRA DE SANTANA, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,293290,BA,Região Nordeste,BA,Valença,1190.38,88673,64368,24305,Médio
2933000,293300,2910803310472,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE FEIRA DE SANTANA, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,293300,BA,Região Nordeste,BA,Valente,356.9,24560,13487,11073,Pequeno II
2933109,293310,2910803310472,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE FEIRA DE SANTANA, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,293310,BA,Região Nordeste,BA,Várzea do Poço,220.41,8661,5789,2872,Pequeno I
2933158,293315,2910803310472,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE FEIRA DE SANTANA, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,293315,BA,Região Nordeste,BA,Várzea Nova,1165.17,13073,8553,4520,Pequeno I
2933174,293317,2910803310472,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE FEIRA DE SANTANA, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,293317,BA,Região Nordeste,BA,Varzedo,167,9109,3364,5745,Pequeno I
2933208,293320,2910803310472,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE FEIRA DE SANTANA, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,293320,BA,Região Nordeste,BA,Vera Cruz,252.76,37567,35244,2323,Pequeno II
2933257,293325,2910803310472,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE FEIRA DE SANTANA, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,293325,BA,Região Nordeste,BA,Vereda,828.7,6800,1379,5421,Pequeno I
2933307,293330,2910803310472,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE FEIRA DE SANTANA, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,293330,BA,Região Nordeste,BA,Vitória da Conquista,3204.26,306866,274739,32127,Grande
2933406,293340,2910803310472,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE FEIRA DE SANTANA, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,293340,BA,Região Nordeste,BA,Wagner,415.82,8983,6482,2501,Pequeno I
2933455,293345,2910803310472,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE FEIRA DE SANTANA, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,293345,BA,Região Nordeste,BA,Wanderley,3043.41,12485,5878,6607,Pequeno I
2933505,293350,2910803310472,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE FEIRA DE SANTANA, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,293350,BA,Região Nordeste,BA,Wenceslau Guimarães,661.79,22189,7511,14678,Pequeno II
2933604,293360,2910803310472,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE FEIRA DE SANTANA, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,293360,BA,Região Nordeste,BA,Xique-Xique,5671.44,45536,32541,12995,Pequeno II
2929206,292920,2914803310475,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE ITABUNA, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,292920,BA,Região Nordeste,BA,São Francisco do Conde,266.63,33183,27391,5792,Pequeno II
2900108,290010,2914803310475,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE ITABUNA, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,290010,BA,Região Nordeste,BA,Abaíra,578.36,8316,3736,4580,Pequeno I
2900207,290020,2914803310475,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE ITABUNA, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,290020,BA,Região Nordeste,BA,Abaré,1693.69,17064,9029,8035,Pequeno I
2900306,290030,2914803310475,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE ITABUNA, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,290030,BA,Região Nordeste,BA,Acajutiba,267.66,14653,12774,1879,Pequeno I
2900355,290035,2914803310475,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE ITABUNA, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,290035,BA,Região Nordeste,BA,Adustina,619.66,15702,5572,10130,Pequeno I
2900405,290040,2914803310475,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE ITABUNA, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,290040,BA,Região Nordeste,BA,Água Fria,643.18,15731,5777,9954,Pequeno I
2900504,290050,2914803310475,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE ITABUNA, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,290050,BA,Região Nordeste,BA,Érico Cardoso,701.46,10859,2016,8843,Pequeno I
2900603,290060,2914803310475,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE ITABUNA, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,290060,BA,Região Nordeste,BA,Aiquara,195.17,4602,2680,1922,Pequeno I
2900702,290070,2914803310475,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE ITABUNA, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,290070,BA,Região Nordeste,BA,Alagoinhas,733.97,141949,124042,17907,Grande
2900900,290090,2914803310475,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE ITABUNA, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,290090,BA,Região Nordeste,BA,Almadina,246.89,6357,5080,1277,Pequeno I
2901007,290100,2914803310475,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE ITABUNA, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,290100,BA,Região Nordeste,BA,Amargosa,435.93,34351,24891,9460,Pequeno II
2901106,290110,2914803310475,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE ITABUNA, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,290110,BA,Região Nordeste,BA,Amélia Rodrigues,124.08,25190,19957,5233,Pequeno II
2901155,290115,2914803310475,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE ITABUNA, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,290115,BA,Região Nordeste,BA,América Dourada,743.89,15961,10832,5129,Pequeno I
2901304,290130,2914803310475,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE ITABUNA, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,290130,BA,Região Nordeste,BA,Andaraí,1895.16,13960,7773,6187,Pequeno I
2901353,290135,2914803310475,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE ITABUNA, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,290135,BA,Região Nordeste,BA,Andorinha,1207.68,14414,6208,8206,Pequeno I
2901403,290140,2914803310475,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE ITABUNA, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,290140,BA,Região Nordeste,BA,Angical,1638.72,14073,6531,7542,Pequeno I
2901502,290150,2914803310475,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE ITABUNA, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,290150,BA,Região Nordeste,BA,Anguera,158.73,10242,4326,5916,Pequeno I
2901601,290160,2914803310475,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE ITABUNA, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,290160,BA,Região Nordeste,BA,Antas,383.99,17072,6360,10712,Pequeno I
2901700,290170,2914803310475,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE ITABUNA, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,290170,BA,Região Nordeste,BA,Antônio Cardoso,293.22,11554,3225,8329,Pequeno I
2901908,290190,2914803310475,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE ITABUNA, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,290190,BA,Região Nordeste,BA,Aporá,572.23,17731,8505,9226,Pequeno I
2901957,290195,2914803310475,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE ITABUNA, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,290195,BA,Região Nordeste,BA,Apuarema,150.69,7459,5117,2342,Pequeno I
2902054,290205,2914803310475,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE ITABUNA, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,290205,BA,Região Nordeste,BA,Araças,419.93,11561,5807,5754,Pequeno I
2902104,290210,2914803310475,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE ITABUNA, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,290210,BA,Região Nordeste,BA,Araci,1524.07,51651,19638,32013,Médio
2902302,290230,2914803310475,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE ITABUNA, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,290230,BA,Região Nordeste,BA,Aratuípe,177.15,8599,5513,3086,Pequeno I
2902401,290240,2914803310475,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE ITABUNA, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,290240,BA,Região Nordeste,BA,Aurelino Leal,446.45,13595,11426,2169,Pequeno I
2902500,290250,2914803310475,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE ITABUNA, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,290250,BA,Região Nordeste,BA,Baianópolis,3360.09,13850,3482,10368,Pequeno I
2902609,290260,2914803310475,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE ITABUNA, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,290260,BA,Região Nordeste,BA,Baixa Grande,982.66,20060,8338,11722,Pequeno II
2902658,290265,2914803310475,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE ITABUNA, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,290265,BA,Região Nordeste,BA,Banzaê,212.32,11814,4042,7772,Pequeno I
2902708,290270,2914803310475,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE ITABUNA, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,290270,BA,Região Nordeste,BA,Barra,11332.95,49325,22446,26879,Pequeno II
2902807,290280,2914803310475,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE ITABUNA, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,290280,BA,Região Nordeste,BA,Barra da Estiva,1401.98,21187,10404,10783,Pequeno II
2903003,290300,2914803310475,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE ITABUNA, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,290300,BA,Região Nordeste,BA,Barra do Mendes,1252.09,13987,6256,7731,Pequeno I
2903102,290310,2914803310475,Região Nordeste,BA,29,UNIDADE DE ACOLHIMENTO CASA ABRIGO REGIONAL DE ITABUNA, Mulheres em situação de violência doméstica ou familiar,Abrigo institucional, Governamental,Estadual, Sim, ,290310,BA,Região Nordeste,BA,Barra do Rocha,192.56,6313,3806,2507,Pequeno I
