NU_IDENTIFICADOR;IBGE;q33_3;q33_9;q33_10;q33_11;q33_12;q33_13;q33_14;q33_15_1;q33_15_2;IBGE7;UF;Regiao;Município;areaKm2;Nome_UF;Pop_total_2022;Porte_pop2022;Q_incompleto;DataCenso;DataCenso_2023;Faixas_etarias;d33_9;d33_11;d33_9bin1;d33_9bin2;d33_9bin3;d33_10bin1;d33_10bin2;d33_10bin3;d33_10bin4;d33_10bin5;d33_11bin1;d33_11bin2;d33_11bin3;d33_11bin4;d33_9bin1_sum;d33_9bin2_sum;d33_9bin3_sum;d33_10bin1_sum;d33_10bin2_sum;d33_10bin3_sum;d33_10bin4_sum;d33_10bin5_sum;d33_11bin1_sum;d33_11bin2_sum;d33_11bin3_sum;d33_11bin4_sum;nu_trabalhadores;d33_15_1_1bin_Gestão;d33_15_1_1bin_PopRua;d33_15_1_1bin_Abordagem;d33_15_1_1bin_Cadastramento;d33_15_1_1bin_Outros;d33_15_2_1bin_Gestão;d33_15_2_1bin_PopRua;d33_15_2_1bin_Abordagem;d33_15_2_1bin_Cadastramento;d33_15_2_1bin_Outros;Gestao;PopRua;Abordagem;Cadastramento;Outros;d33_15_1_1bin_Gestão_sum;d33_15_1_1bin_PopRua_sum;d33_15_1_1bin_Abordagem_sum;d33_15_1_1bin_Cadastramento_sum;d33_15_1_1bin_Outros_sum;d33_15_2_1bin_Gestão_sum;d33_15_2_1bin_PopRua_sum;d33_15_2_1bin_Abordagem_sum;d33_15_2_1bin_Cadastramento_sum;d33_15_2_1bin_Outros_sum
33042096770;330420; Feminino; Superior Incompleto; Profissional de nível médio; Servidor Estatutário; Outros; De 31 a 40 horas semanais;01/12/2020; Serviço Especializado para Pessoas em Situação de Rua; Serviço Especializado para Pessoas em Situação de Rua;3304201;Rio de Janeiro;Região Sudeste;Resende;1099,336;RJ;129612;Grande;completo;31.08.2023;8/31/2023;16 a 29 anos;Nível Médio;Servidor Estatutário; ;Nível Médio; ; ; ; ; ; ;Servidor Estatutário; ; ; ;2;7;11;0;6;0;0;3;15;0;5;0;20; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ; ;1; ; ; ;3;8;3; ;4; ;9;4;1;4
33042096770;330420; Feminino; Especialização; Assistente Social; Comissionado; Técnico(a) de Nível Superior; De 31 a 40 horas semanais;14/02/2017; Atividades de gestão (administrativo); Serviço de Abordagem Social;3304201;Rio de Janeiro;Região Sudeste;Resende;1099,336;RJ;129612;Grande;completo;31.08.2023;8/31/2023;30 a 40 anos;Nível Superior;Comissionado; ; ;Nível Superior; ;Assistente Social; ; ; ; ; ;Comissionado; ;2;7;11;0;6;0;0;3;15;0;5;0;20;Atividades de gestão (administrativo); ; ; ; ; ; ;Serviço de Abordagem Social; ; ;1; ;1; ; ;3;8;3; ;4; ;9;4;1;4
33042096770;330420; Feminino; Superior Completo; Assistente Social; Servidor Estatutário; Técnico(a) de Nível Superior; De 11 a 20 horas semanais;02/10/2017; Serviço Especializado para Pessoas em Situação de Rua; Serviço Especializado para Pessoas em Situação de Rua;3304201;Rio de Janeiro;Região Sudeste;Resende;1099,336;RJ;129612;Grande;completo;31.08.2023;8/31/2023;30 a 40 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ;Assistente Social; ; ; ;Servidor Estatutário; ; ; ;2;7;11;0;6;0;0;3;15;0;5;0;20; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ; ;1; ; ; ;3;8;3; ;4; ;9;4;1;4
33042096770;330420; Masculino; Especialização; Psicóloga(o); Comissionado; Técnico(a) de Nível Superior; De 31 a 40 horas semanais;06/03/2020; Serviço de Abordagem Social; Serviço Especializado para Pessoas em Situação de Rua;3304201;Rio de Janeiro;Região Sudeste;Resende;1099,336;RJ;129612;Grande;completo;31.08.2023;8/31/2023;51 a 60 anos;Nível Superior;Comissionado; ; ;Nível Superior; ; ; ; ;Psicólogo; ; ;Comissionado; ;2;7;11;0;6;0;0;3;15;0;5;0;20; ; ;Serviço de Abordagem Social; ; ; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ; ;1;1; ; ;3;8;3; ;4; ;9;4;1;4
33042096770;330420; Masculino; Especialização; Psicóloga(o); Servidor Estatutário; Técnico(a) de Nível Superior; De 31 a 40 horas semanais;07/01/2019; Serviço de Abordagem Social; Serviço de Abordagem Social;3304201;Rio de Janeiro;Região Sudeste;Resende;1099,336;RJ;129612;Grande;completo;31.08.2023;8/31/2023;30 a 40 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ;Psicólogo;Servidor Estatutário; ; ; ;2;7;11;0;6;0;0;3;15;0;5;0;20; ; ;Serviço de Abordagem Social; ; ; ; ;Serviço de Abordagem Social; ; ; ; ;1; ; ;3;8;3; ;4; ;9;4;1;4
33042096770;330420; Feminino; Superior Incompleto; Profissional de nível médio; Servidor Estatutário; Educador(a) Social; De 31 a 40 horas semanais;01/08/2019; Serviço de Abordagem Social; Serviço de Abordagem Social;3304201;Rio de Janeiro;Região Sudeste;Resende;1099,336;RJ;129612;Grande;completo;31.08.2023;8/31/2023;30 a 40 anos;Nível Médio;Servidor Estatutário; ;Nível Médio; ; ; ; ; ; ;Servidor Estatutário; ; ; ;2;7;11;0;6;0;0;3;15;0;5;0;20; ; ;Serviço de Abordagem Social; ; ; ; ;Serviço de Abordagem Social; ; ; ; ;1; ; ;3;8;3; ;4; ;9;4;1;4
33042096770;330420; Masculino; Fundamental Completo; Sem formação profissional; Servidor Estatutário; Serviços Gerais; De 31 a 40 horas semanais;17/03/2020; ; ;3304201;Rio de Janeiro;Região Sudeste;Resende;1099,336;RJ;129612;Grande;completo;31.08.2023;8/31/2023;51 a 60 anos;Nível fundamental;Servidor Estatutário;Nível fundamental; ; ; ; ; ; ; ;Servidor Estatutário; ; ; ;2;7;11;0;6;0;0;3;15;0;5;0;20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;8;3; ;4; ;9;4;1;4
33045595866;330455; Masculino; Superior Completo; Advogada(o); Terceirizado; Técnico(a) de Nível Superior; De 41 a 44 horas semanais;07/10/2021; Serviço Especializado para Pessoas em Situação de Rua; Serviço de Abordagem Social;3304557;Rio de Janeiro;Região Sudeste;Rio de Jane;1200,177;RJ;6211223;Metrópole;completo;31.08.2023;8/31/2023;51 a 60 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ;Advogado; ; ; ; ;Outros vínculos não permanentes;2;5;8;1;3;0;1;3;3;0;0;12;15; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ; ; ;Serviço de Abordagem Social; ; ; ;1;1; ; ;3;8;2; ; ; ;2;8;2;1
33045595866;330455; Feminino; Superior Completo; Assistente Social; Servidor Estatutário; Coordenador(a); De 31 a 40 horas semanais;04/04/2023; Serviço Especializado para Pessoas em Situação de Rua; Serviço de Abordagem Social;3304557;Rio de Janeiro;Região Sudeste;Rio de Jane;1200,177;RJ;6211223;Metrópole;completo;31.08.2023;8/31/2023;51 a 60 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ;Assistente Social; ; ; ;Servidor Estatutário; ; ; ;2;5;8;1;3;0;1;3;3;0;0;12;15; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ; ; ;Serviço de Abordagem Social; ; ; ;1;1; ; ;3;8;2; ; ; ;2;8;2;1
33045595866;330455; Masculino; Médio Completo; Profissional de nível médio; Terceirizado; Educador(a) Social; De 41 a 44 horas semanais;04/05/2023; Serviço de Abordagem Social; Serviço Especializado para Pessoas em Situação de Rua;3304557;Rio de Janeiro;Região Sudeste;Rio de Jane;1200,177;RJ;6211223;Metrópole;completo;31.08.2023;8/31/2023;51 a 60 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;2;5;8;1;3;0;1;3;3;0;0;12;15; ; ;Serviço de Abordagem Social; ; ; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ; ;1;1; ; ;3;8;2; ; ; ;2;8;2;1
33045595866;330455; Feminino; Fundamental Completo; Sem formação profissional; Terceirizado; Serviços Gerais; De 41 a 44 horas semanais;03/12/2021; ; ;3304557;Rio de Janeiro;Região Sudeste;Rio de Jane;1200,177;RJ;6211223;Metrópole;completo;31.08.2023;8/31/2023;61 a 80 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental; ; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;2;5;8;1;3;0;1;3;3;0;0;12;15; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;8;2; ; ; ;2;8;2;1
33045595866;330455; Feminino; Superior Completo; Psicóloga(o); Terceirizado; Técnico(a) de Nível Superior; De 31 a 40 horas semanais;01/03/2015; Serviço Especializado para Pessoas em Situação de Rua; Serviço de Abordagem Social;3304557;Rio de Janeiro;Região Sudeste;Rio de Jane;1200,177;RJ;6211223;Metrópole;completo;31.08.2023;8/31/2023;41 a 50 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ;Psicólogo; ; ; ;Outros vínculos não permanentes;2;5;8;1;3;0;1;3;3;0;0;12;15; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ; ; ;Serviço de Abordagem Social; ; ; ;1;1; ; ;3;8;2; ; ; ;2;8;2;1
33045595866;330455; Feminino; Médio Completo; Profissional de nível médio; Terceirizado; Educador(a) Social; De 31 a 40 horas semanais;13/07/2018; Serviço Especializado para Pessoas em Situação de Rua; Serviço de Abordagem Social;3304557;Rio de Janeiro;Região Sudeste;Rio de Jane;1200,177;RJ;6211223;Metrópole;completo;31.08.2023;8/31/2023;41 a 50 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;2;5;8;1;3;0;1;3;3;0;0;12;15; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ; ; ;Serviço de Abordagem Social; ; ; ;1;1; ; ;3;8;2; ; ; ;2;8;2;1
33045595866;330455; Feminino; Superior Completo; Psicóloga(o); Terceirizado; Técnico(a) de Nível Superior; De 41 a 44 horas semanais;03/07/2023; Atividades de gestão (administrativo); Outros;3304557;Rio de Janeiro;Região Sudeste;Rio de Jane;1200,177;RJ;6211223;Metrópole;completo;31.08.2023;8/31/2023;16 a 29 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ;Psicólogo; ; ; ;Outros vínculos não permanentes;2;5;8;1;3;0;1;3;3;0;0;12;15;Atividades de gestão (administrativo); ; ; ; ; ; ; ; ;Outros;1; ; ; ;1;3;8;2; ; ; ;2;8;2;1
33045595866;330455; Feminino; Superior Completo; Assistente Social; Servidor Estatutário; Técnico(a) de Nível Superior; De 21 a 30 horas semanais;15/07/2019; Serviço Especializado para Pessoas em Situação de Rua; Serviço de Abordagem Social;3304557;Rio de Janeiro;Região Sudeste;Rio de Jane;1200,177;RJ;6211223;Metrópole;completo;31.08.2023;8/31/2023;41 a 50 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ;Assistente Social; ; ; ;Servidor Estatutário; ; ; ;2;5;8;1;3;0;1;3;3;0;0;12;15; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ; ; ;Serviço de Abordagem Social; ; ; ;1;1; ; ;3;8;2; ; ; ;2;8;2;1
33045595866;330455; Masculino; Médio Completo; Profissional de nível médio; Terceirizado; Educador(a) Social; De 41 a 44 horas semanais;01/08/2022; Serviço Especializado para Pessoas em Situação de Rua; Serviço de Abordagem Social;3304557;Rio de Janeiro;Região Sudeste;Rio de Jane;1200,177;RJ;6211223;Metrópole;completo;31.08.2023;8/31/2023;41 a 50 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;2;5;8;1;3;0;1;3;3;0;0;12;15; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ; ; ;Serviço de Abordagem Social; ; ; ;1;1; ; ;3;8;2; ; ; ;2;8;2;1
33045595866;330455; Feminino; Superior Completo; Psicóloga(o); Terceirizado; Técnico(a) de Nível Superior; De 41 a 44 horas semanais;10/11/2021; Serviço Especializado para Pessoas em Situação de Rua; Serviço de Abordagem Social;3304557;Rio de Janeiro;Região Sudeste;Rio de Jane;1200,177;RJ;6211223;Metrópole;completo;31.08.2023;8/31/2023;41 a 50 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ;Psicólogo; ; ; ;Outros vínculos não permanentes;2;5;8;1;3;0;1;3;3;0;0;12;15; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ; ; ;Serviço de Abordagem Social; ; ; ;1;1; ; ;3;8;2; ; ; ;2;8;2;1
33045595866;330455; Feminino; Superior Completo; Assistente Social; Servidor Estatutário; Técnico(a) de Nível Superior; De 21 a 30 horas semanais;05/09/2023; Serviço Especializado para Pessoas em Situação de Rua; Serviço de Abordagem Social;3304557;Rio de Janeiro;Região Sudeste;Rio de Jane;1200,177;RJ;6211223;Metrópole;completo;31.08.2023;8/31/2023;41 a 50 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ;Assistente Social; ; ; ;Servidor Estatutário; ; ; ;2;5;8;1;3;0;1;3;3;0;0;12;15; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ; ; ;Serviço de Abordagem Social; ; ; ;1;1; ; ;3;8;2; ; ; ;2;8;2;1
33045595866;330455; Feminino; Fundamental Completo; Sem formação profissional; Terceirizado; Serviços Gerais; De 41 a 44 horas semanais;07/06/2016; ; ;3304557;Rio de Janeiro;Região Sudeste;Rio de Jane;1200,177;RJ;6211223;Metrópole;completo;31.08.2023;8/31/2023;41 a 50 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental; ; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;2;5;8;1;3;0;1;3;3;0;0;12;15; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;8;2; ; ; ;2;8;2;1
33045595866;330455; Masculino; Superior Incompleto; Profissional de nível médio; Terceirizado; Educador(a) Social; De 31 a 40 horas semanais;29/04/2014; Atividades de gestão (administrativo); Cadastramento e/ou Revisão/Atualização Cadastral (CadÚnico);3304557;Rio de Janeiro;Região Sudeste;Rio de Jane;1200,177;RJ;6211223;Metrópole;completo;31.08.2023;8/31/2023;41 a 50 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;2;5;8;1;3;0;1;3;3;0;0;12;15;Atividades de gestão (administrativo); ; ; ; ; ; ; ;Cadastramento e/ou Revisão/Atualização Cadastral (CadÚnico); ;1; ; ;1; ;3;8;2; ; ; ;2;8;2;1
33045595866;330455; Feminino; Médio Completo; Profissional de nível médio; Terceirizado; Educador(a) Social; De 41 a 44 horas semanais;05/10/2021; Serviço de Abordagem Social; Serviço Especializado para Pessoas em Situação de Rua;3304557;Rio de Janeiro;Região Sudeste;Rio de Jane;1200,177;RJ;6211223;Metrópole;completo;31.08.2023;8/31/2023;51 a 60 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;2;5;8;1;3;0;1;3;3;0;0;12;15; ; ;Serviço de Abordagem Social; ; ; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ; ;1;1; ; ;3;8;2; ; ; ;2;8;2;1
33045595866;330455; Feminino; Superior Completo; Pedagoga(o); Terceirizado;Técnico(a) de Nível Médio; De 41 a 44 horas semanais;09/05/2023; Atividades de gestão (administrativo); Cadastramento e/ou Revisão/Atualização Cadastral (CadÚnico);3304557;Rio de Janeiro;Região Sudeste;Rio de Jane;1200,177;RJ;6211223;Metrópole;completo;31.08.2023;8/31/2023;16 a 29 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior;Pedagogo; ; ; ; ; ; ; ;Outros vínculos não permanentes;2;5;8;1;3;0;1;3;3;0;0;12;15;Atividades de gestão (administrativo); ; ; ; ; ; ; ;Cadastramento e/ou Revisão/Atualização Cadastral (CadÚnico); ;1; ; ;1; ;3;8;2; ; ; ;2;8;2;1
33045595880;330455; Masculino; Médio Completo; Profissional de nível médio; Terceirizado; Educador(a) Social; De 31 a 40 horas semanais;10/05/2021; Serviço de Abordagem Social; ;3304557;Rio de Janeiro;Região Sudeste;Rio de Jane;1200,177;RJ;6211223;Metrópole;completo;31.08.2023;8/31/2023;51 a 60 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;1;6;6;0;2;0;1;2;2;0;0;11;13; ; ;Serviço de Abordagem Social; ; ; ; ; ; ; ; ; ;1; ; ;1;2;8; ;1; ; ; ;4;2
33045595880;330455; Feminino; Superior Completo; Assistente Social; Servidor Estatutário; Técnico(a) de Nível Superior; De 21 a 30 horas semanais;11/03/2004; Serviço Especializado para Pessoas em Situação de Rua; Cadastramento e/ou Revisão/Atualização Cadastral (CadÚnico);3304557;Rio de Janeiro;Região Sudeste;Rio de Jane;1200,177;RJ;6211223;Metrópole;completo;31.08.2023;8/31/2023;41 a 50 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ;Assistente Social; ; ; ;Servidor Estatutário; ; ; ;1;6;6;0;2;0;1;2;2;0;0;11;13; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ; ; ; ;Cadastramento e/ou Revisão/Atualização Cadastral (CadÚnico); ; ;1; ;1; ;1;2;8; ;1; ; ; ;4;2
33045595880;330455; Feminino; Superior Completo; Assistente Social; Servidor Estatutário; Coordenador(a); De 31 a 40 horas semanais;12/07/2019; Atividades de gestão (administrativo); ;3304557;Rio de Janeiro;Região Sudeste;Rio de Jane;1200,177;RJ;6211223;Metrópole;completo;31.08.2023;8/31/2023;51 a 60 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ;Assistente Social; ; ; ;Servidor Estatutário; ; ; ;1;6;6;0;2;0;1;2;2;0;0;11;13;Atividades de gestão (administrativo); ; ; ; ; ; ; ; ; ;1; ; ; ; ;1;2;8; ;1; ; ; ;4;2
33045595880;330455; Feminino; Superior Completo; Advogada(o); Terceirizado; Técnico(a) de Nível Superior; De 31 a 40 horas semanais;02/10/2013; Serviço Especializado para Pessoas em Situação de Rua; Cadastramento e/ou Revisão/Atualização Cadastral (CadÚnico);3304557;Rio de Janeiro;Região Sudeste;Rio de Jane;1200,177;RJ;6211223;Metrópole;completo;31.08.2023;8/31/2023;41 a 50 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ;Advogado; ; ; ; ;Outros vínculos não permanentes;1;6;6;0;2;0;1;2;2;0;0;11;13; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ; ; ; ;Cadastramento e/ou Revisão/Atualização Cadastral (CadÚnico); ; ;1; ;1; ;1;2;8; ;1; ; ; ;4;2
33045595880;330455; Feminino; Médio Completo; Profissional de nível médio; Terceirizado; Educador(a) Social; De 31 a 40 horas semanais;09/12/2016; Serviço de Abordagem Social; ;3304557;Rio de Janeiro;Região Sudeste;Rio de Jane;1200,177;RJ;6211223;Metrópole;completo;31.08.2023;8/31/2023;41 a 50 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;1;6;6;0;2;0;1;2;2;0;0;11;13; ; ;Serviço de Abordagem Social; ; ; ; ; ; ; ; ; ;1; ; ;1;2;8; ;1; ; ; ;4;2
33045595880;330455; Masculino; Médio Completo; Profissional de nível médio; Terceirizado; Educador(a) Social; De 31 a 40 horas semanais;22/09/2022; Serviço de Abordagem Social; ;3304557;Rio de Janeiro;Região Sudeste;Rio de Jane;1200,177;RJ;6211223;Metrópole;completo;31.08.2023;8/31/2023;41 a 50 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;1;6;6;0;2;0;1;2;2;0;0;11;13; ; ;Serviço de Abordagem Social; ; ; ; ; ; ; ; ; ;1; ; ;1;2;8; ;1; ; ; ;4;2
33045595880;330455; Feminino; Médio Completo; Profissional de nível médio; Terceirizado; Apoio Administrativo; De 31 a 40 horas semanais;01/08/2018; Outros; Outros;3304557;Rio de Janeiro;Região Sudeste;Rio de Jane;1200,177;RJ;6211223;Metrópole;completo;31.08.2023;8/31/2023;30 a 40 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;1;6;6;0;2;0;1;2;2;0;0;11;13; ; ; ; ;Outros; ; ; ; ;Outros; ; ; ; ;1;1;2;8; ;1; ; ; ;4;2
33045595880;330455; Feminino; Superior Completo; Psicóloga(o); Terceirizado; Técnico(a) de Nível Superior; De 31 a 40 horas semanais;08/07/2013; Serviço de Abordagem Social; ;3304557;Rio de Janeiro;Região Sudeste;Rio de Jane;1200,177;RJ;6211223;Metrópole;completo;31.08.2023;8/31/2023;30 a 40 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ;Psicólogo; ; ; ;Outros vínculos não permanentes;1;6;6;0;2;0;1;2;2;0;0;11;13; ; ;Serviço de Abordagem Social; ; ; ; ; ; ; ; ; ;1; ; ;1;2;8; ;1; ; ; ;4;2
33045595880;330455; Feminino; Superior Completo; Psicóloga(o); Terceirizado; Técnico(a) de Nível Superior; De 31 a 40 horas semanais;29/04/2022; Serviço de Abordagem Social; Cadastramento e/ou Revisão/Atualização Cadastral (CadÚnico);3304557;Rio de Janeiro;Região Sudeste;Rio de Jane;1200,177;RJ;6211223;Metrópole;completo;31.08.2023;8/31/2023;30 a 40 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ;Psicólogo; ; ; ;Outros vínculos não permanentes;1;6;6;0;2;0;1;2;2;0;0;11;13; ; ;Serviço de Abordagem Social; ; ; ; ; ;Cadastramento e/ou Revisão/Atualização Cadastral (CadÚnico); ; ; ;1;1; ;1;2;8; ;1; ; ; ;4;2
33045595880;330455; Feminino; Médio Completo; Profissional de nível médio; Terceirizado; Apoio Administrativo; De 31 a 40 horas semanais;10/05/2021; Serviço de Abordagem Social; Outros;3304557;Rio de Janeiro;Região Sudeste;Rio de Jane;1200,177;RJ;6211223;Metrópole;completo;31.08.2023;8/31/2023;61 a 80 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;1;6;6;0;2;0;1;2;2;0;0;11;13; ; ;Serviço de Abordagem Social; ; ; ; ; ; ;Outros; ; ;1; ;1;1;2;8; ;1; ; ; ;4;2
33045595880;330455; Feminino; Superior Completo; Administrador(a); Terceirizado; Educador(a) Social; De 31 a 40 horas semanais;01/04/2015; Serviço de Abordagem Social; ;3304557;Rio de Janeiro;Região Sudeste;Rio de Jane;1200,177;RJ;6211223;Metrópole;completo;31.08.2023;8/31/2023;51 a 60 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;1;6;6;0;2;0;1;2;2;0;0;11;13; ; ;Serviço de Abordagem Social; ; ; ; ; ; ; ; ; ;1; ; ;1;2;8; ;1; ; ; ;4;2
33045595880;330455; Masculino; Fundamental Incompleto; Sem formação profissional; Terceirizado; Serviços Gerais; De 31 a 40 horas semanais;10/05/2021; ; ;3304557;Rio de Janeiro;Região Sudeste;Rio de Jane;1200,177;RJ;6211223;Metrópole;completo;31.08.2023;8/31/2023;51 a 60 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental; ; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;1;6;6;0;2;0;1;2;2;0;0;11;13; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;8; ;1; ; ; ;4;2
33045595880;330455; Feminino; Médio Completo; Sem formação profissional; Terceirizado; Educador(a) Social; De 31 a 40 horas semanais;17/10/2022; Serviço de Abordagem Social; Cadastramento e/ou Revisão/Atualização Cadastral (CadÚnico);3304557;Rio de Janeiro;Região Sudeste;Rio de Jane;1200,177;RJ;6211223;Metrópole;completo;31.08.2023;8/31/2023;51 a 60 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;1;6;6;0;2;0;1;2;2;0;0;11;13; ; ;Serviço de Abordagem Social; ; ; ; ; ;Cadastramento e/ou Revisão/Atualização Cadastral (CadÚnico); ; ; ;1;1; ;1;2;8; ;1; ; ; ;4;2
33049094754;330490; Masculino; Fundamental Completo; Sem formação profissional; Outro vínculo não permanente; Serviços Gerais; De 31 a 40 horas semanais;17/10/2022; ; ;3304904;Rio de Janeiro;Região Sudeste;São Gonçalo;248,319;RJ;896744;Grande;completo;31.08.2023;8/31/2023;51 a 60 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental; ; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;4;14;6;1;1;0;0;2;0;0;0;24;24; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;17;1; ; ; ; ;16; ; 
33049094754;330490; Feminino; Superior Completo; Psicóloga(o); Sem Vínculo; Técnico(a) de Nível Superior; De 21 a 30 horas semanais;01/03/2021; Serviço Especializado para Pessoas em Situação de Rua; Serviço de Abordagem Social;3304904;Rio de Janeiro;Região Sudeste;São Gonçalo;248,319;RJ;896744;Grande;completo;31.08.2023;8/31/2023;51 a 60 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ;Psicólogo; ; ; ;Outros vínculos não permanentes;4;14;6;1;1;0;0;2;0;0;0;24;24; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ; ; ;Serviço de Abordagem Social; ; ; ;1;1; ; ;2;17;1; ; ; ; ;16; ; 
33049094754;330490; Masculino; Fundamental Incompleto; Sem formação profissional; Sem Vínculo; Educador(a) Social; De 31 a 40 horas semanais;11/01/2021; ; ;3304904;Rio de Janeiro;Região Sudeste;São Gonçalo;248,319;RJ;896744;Grande;completo;31.08.2023;8/31/2023;51 a 60 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental; ; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;4;14;6;1;1;0;0;2;0;0;0;24;24; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;17;1; ; ; ; ;16; ; 
33049094754;330490; Feminino; Médio Completo; Sem formação profissional; Outro vínculo não permanente; Educador(a) Social; De 31 a 40 horas semanais;10/10/2022; Serviço Especializado para Pessoas em Situação de Rua; Serviço de Abordagem Social;3304904;Rio de Janeiro;Região Sudeste;São Gonçalo;248,319;RJ;896744;Grande;completo;31.08.2023;8/31/2023;51 a 60 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;4;14;6;1;1;0;0;2;0;0;0;24;24; ;Serviço Especializado para Pessoas em Situação de Rua; ; ; ; ; ;Serviço de Abordagem Social; ; ; ;1;1; ; ;2;17;1; ; ; ; ;16; ; 
