codigo_ibge;NU_IDENTIFICADOR;q01;q02;q03;q04;q05;q06;q07;q08;q09;q010;q011;q012;q013;q014;q015;Latitude;Longitude;q1;q2;q3;q4_1;q4_2;q4_3;q4_0;q4_98;q5_1;q5_2;q5_99;q5_0;q5_99_1;q6;q7;q8;q9;q10;q11;q12;q12_98;q13;q14;q15;q16;q16_98;q17_1_1;q17_1_2;q17_1_3;q17_1_4;q17_1_5;q17_1_6;q17_1_7;q17_1_8;q17_1_9;q17_2_1;q17_2_2;q17_2_3;q17_2_4;q17_2_5;q17_2_6;q17_2_7;q17_2_8;q17_2_9;q18_1;q18_1_98;q18_2;q18_2_98;q18_3;q18_3_98;q19_1;q19_2;q19_3;q19_4;q19_5;q19_6;q19_7;q19_8;q19_9;q19_10;q20_1;q20_1_98;q20_2;q20_2_98;q20_3;q20_3_98;q20_4;q20_4_98;q20_5;q20_5_98;q20_6;q20_6_98;q21_1;q21_1_98;q21_2;q21_2_98;q21_3;q21_3_98;q22_1;q22_1_98;q22_2;q22_2_98;q22_3;q22_3_98;q22_4;q22_4_98;q22_5;q22_5_98;q23;q23_98;q24_1;q24_2;q24_3;q24_4;q24_5;q24_6;q24_7;q24_8;q24_9;q24_10;q24_11;q24_12;q24_13;q24_14;q24_15;q24_16;q24_17;q24_18;q24_19;q24_20;q24_21;q24_22;q24_23;q24_24;q24_25;q24_26;q25;q26_1;q26_2;q26_3;q27_1;q27_2;q27_3;q27_99;q27_0;q27_99_1;q28;q29;q30_1;q30_2;q30_3;q30_4;q30_99;q30_98;q30_0;q30_99_1;q31;q32_1;q32_2;q33_1;q33_2;q33_3;q33_0;q33_1_99;q33_2_99;q33_3_99;q34_1;q34_2;q34_3;q34_4;q34_1_99;q34_2_99;q34_3_99;q35_1;q35_2;q35_3;q35_4;q35_5;q35_6;q35_99;q35_0;q35_99_1;q36_1;q36_2;q36_3;q36_98;q37;q38;q39;IBGE7;UF;Regiao;Município;Pop_total_2010;Pop_Urbana2010;Pop_Rural2010;Porte_pop2010;areaKm2;Q_incompleto;Estadual;q2_velha;q4_1_velha;q4_2_velha;q4_3_velha;q4_0_velha;q4_98_velha;q5_1_velha;q5_2_velha;q5_0_velha;q5_99_velha;q7_velha;q12_velha;q12_98_velha;q17_1_1_velha;q17_1_2_velha;q17_1_3_velha;q17_1_4_velha;q17_1_5_velha;q17_1_6_velha;q17_1_7_velha;q17_1_8_velha;q17_1_9_velha;q17_2_1_velha;q17_2_2_velha;q17_2_3_velha;q17_2_4_velha;q17_2_5_velha;q17_2_6_velha;q17_2_7_velha;q17_2_8_velha;q17_2_9_velha;q17_total;q18_1_velha;q18_2_velha;q18_3_velha;q19_1_velha;q19_2_velha;q19_3_velha;q19_4_velha;q19_5_velha;q19_6_velha;q19_7_velha;q19_8_velha;q19_9_velha;q19_10_velha;q21_1_velha;q21_2_velha;q21_3_velha;q22_1_velha;q22_2_velha;q22_3_velha;q22_4_velha;q22_5_velha;q23_velha;q24_1_velha;q24_2_velha;q24_3_velha;q24_4_velha;q24_5_velha;q24_6_velha;q24_7_velha;q24_8_velha;q24_9_velha;q24_10_velha;q24_11_velha;q24_12_velha;q24_13_velha;q24_14_velha;q24_15_velha;q24_16_velha;q24_17_velha;q24_18_velha;q24_19_velha;q24_20_velha;q24_21_velha;q24_22_velha;q24_23_velha;q24_24_velha;q24_25_velha;q24_26_velha;q27_1_velha;q27_2_velha;q27_3_velha;q27_99_velha;q27_0_velha;q30_1_velha;q30_2_velha;q30_3_velha;q30_4_velha;q30_99_velha;q30_98_velha;q30_0_velha;q31_velha;q35_1_velha;q35_2_velha;q35_3_velha;q35_4_velha;q35_5_velha;q35_6_velha;q35_99_velha;q35_0_velha;q36_1_velha;q36_2_velha;q36_3_velha;q36_98_velha;d12_faixa;d15_faixa;d16_faixa;q17_1_9_recod;q17_2_9_recod;d17_total_faixa;d18_1_faixa;d18_2_faixa;d18_3_faixa;d19_1_faixa;d19_2_faixa;d19_3_faixa;d19_4_faixa;d19_5_faixa;d19_6_faixa;d19_7_faixa;d19_8_faixa;d19_9_faixa;d20_1_faixa;d20_2_faixa;d20_3_faixa;d20_4_faixa;d20_5_faixa;d20_6_faixa;d21_1_faixa;d21_2_faixa;d21_3_faixa;d22_1_faixa;d22_2_faixa;d22_3_faixa;d22_4_faixa;d22_5_faixa;d23_faixa;d26_1_faixa;d26_2_faixa;d37_9bin1_sum;d37_9bin2_sum;d37_9bin3_sum;d37_10bin1_sum;d37_10bin2_sum;d37_10bin3_sum;d37_10bin4_sum;d37_10bin5_sum;d37_11bin1_sum;d37_11bin2_sum;d37_11bin3_sum;d37_11bin4_sum;nu_familias_acolhedoras;d40_9bin1_sum;d40_9bin2_sum;d40_9bin3_sum;d40_10bin1_sum;d40_10bin2_sum;d40_10bin3_sum;d40_10bin4_sum;d40_10bin5_sum;d40_11bin1_sum;d40_11bin2_sum;d40_11bin3_sum;d40_11bin4_sum;nu_trabalhadores
421535;4215353306118;UNIDADE DE ACOLHIMENTO;3;ALFREDO JACOMO SCOPEL;0; ;CENTRO; ;89981-000;SALTINHO;SC; ;(49) 3656-0044; ; ;17/09/2010;-26.605.968.066.542.700;-5.305.707.693.099.970;315;1; ; ; ; ; ; ; ; ; ; ; ;2; ;0;1;2020;1;1100; ;0;1;0;1; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0; ;0; ;0;0;0;0;0;0;0;0; ;0;0; ;1; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ; ;1;1;0;1;1;0;0;0;0;1;1;1;1;1;0;1;0;0;0;0;1;1;1;1;1;1;0;2;12;15;1;0;1;1;0;0; ;1;1;0;0;1;0;0;0;0; ;3;3;0;0;0;0;1; ; ; ;0;0;0;1; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ;2;3;4215356;42;4;Saltinho;3961;1255;2706;Pequeno I;156,531; ;2;1; ; ; ; ; ;0;0;1;0; ;1100; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0; ;1;0;1;1;0;0;0;0;1;1;1;1;1;0;1;0;0;0;0;1;1;1;1;1;1;0;0;1;1;0;0;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;1;0;0;0;1;4;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1; ;2;3;1; ; ; ; ; ; ; ; ; ; ;1;1; ; ;3; ;2; ; ;1;2; ; ;1;3
421545;4215453306045;UNIDADE DE ACOLHIMENTO;31;Rodovia SC 443 KM 02;850; ;Centro; ;88717-000;SANGAO;SC; ;(48) 3656-3529;3529;(48) 3656-3500;03/03/2006;-2.863.826.489.809.070;-49.126.889.705.657.900;315;1; ; ; ; ; ; ; ; ; ; ; ;2; ;0;1;2005;1;110; ;0;1;2;2; ;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0; ;0; ;0; ;0;0;0;0;2;0;0;0; ;2;0; ;0; ;0; ;0; ;0; ;0; ;2; ;0; ;0; ;2; ;0; ;0; ;0; ;0; ;1; ;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;6;16;10;1;1;1;1;0;0; ;1;3;1;0;0;0;0;0;0; ;3;0; ;0;1;1;0; ;1;2;0;0;0;1; ; ; ;1;1;0;0;0;0;0;0; ;1;0;0;0; ;2;3;4215455;42;4;Sangão;10400;4856;5544;Pequeno I;82,892; ;2;1; ; ; ; ; ;1;1;0;0; ;110; ;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;1;2;0;0;0;0;0;0;0;2;0;0;0; ;2;2;0;0;2;0;0;0;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;1;0;0;0;0;0;0;3;1;1;0;0;0;0;0;0;1;0;0;0;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;2;2;4; ; ; ; ; ; ; ; ; ;6;6; ; ;2; ;2; ; ; ;1; ; ;1;2
421580;4215803302971;UNIDADE DE ACOLHIMENTO - SERVIÇO DE ACOLHIMENTO EM FAMÍLIA ACOLHEDORA;32;JOAO MUHLBAUER;169;FUNDOS;SERRA ALTA;Antiga Escola Damir Pedro Cubas;89291-050;SAO BENTO DO SUL;SC; ;(47) 3633-7041;223;(47) 3633-6993;15/07/2002;-262.650.983;-493.914.056;315;1; ; ; ; ; ; ; ; ; ; ; ;2; ;0;1;2002;1;11; ;99;1;15;23; ;3;1;1;0;1;0;0;0;6;2;1;4;1;0;1;0;0;9;0; ;0; ;0; ;2;2;5;2;0;2;2;0; ;15;1; ;4; ;8; ;0; ;0; ;2; ;0; ;0; ;2; ;3; ;0; ;4; ;0; ;0; ;4; ;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;3;4;10;1;1;1;1;0;0; ;1;3;1;1;1;1;0;0;0; ;3;4;4;1;1;1;0;2;3;5;0;0;0;1; ; ; ;1;0;0;1;1;0;0;0; ;0;0;1;0; ;1;1;4215802;42;4;São Bento do Sul;74801;71234;3567;Médio;501,634; ;2;1; ; ; ; ; ;0;1;0;0; ;11; ;3;1;1;0;1;0;0;0;6;2;1;4;1;0;1;0;0;9;15;0;0;0;2;2;5;2;0;2;2;0; ;15;0;0;2;3;0;4;0;0;4;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;0;0;1;1;1;1;0;0;0;3;1;0;0;1;1;0;0;0;0;0;1;0;1;2;2;6;9;2;1;1;1;1;1;1;1;1;1;1;1; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;4;4;3;2; ; ; ; ; ; ; ;11;11; ;1;4;1;1; ; ;1;5; ; ; ;5
421600;4216003306719;UNIDADE DE ACOLHIMENTO - SERVIÇO DE FAMÍLIA ACOLHEDORA;32;La Salle;186;centro;centro; ;89885-000;SAO CARLOS;SC; ;(49) 3325-3022; ; ;24/08/2015;-27.079.513.087.640.900;-5.300.292.849.540.710;315;1; ; ; ; ; ; ; ; ; ; ; ;2; ;0;1;2015;1;1110; ;0;1;1;0; ;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0; ;0; ;0; ;0;0;0;0;1;0;0;0; ;1;1; ;1; ;2; ;0; ;1; ;1; ;0; ;0; ;0; ;0; ;0; ;1; ;0; ;0; ;1; ;1;0;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;6;6;20;1;1;1;1;1;0;Plano de Atendimento Familiar;1;2;1;0;0;0;0;0;0; ;3;6;6;0;1;1;0; ;1;2;0;0;0;1; ; ; ;1;0;1;1;1;0;1;0;orientações;0;0;1;0; ;0;0;4216008;42;4;São Carlos;10291;6902;3389;Pequeno I;161,292; ;2;1; ; ; ; ; ;0;0;1;0; ;1110; ;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0; ;1;0;0;0;0;0;1;0;0;1;1;0;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;1;0;1;0;0;0;0;0;0;3;1;0;1;1;1;0;1;0;0;0;1;0;4;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;4;1; ; ; ; ; ; ; ; ; ;5;5; ; ;2; ;1; ; ;1;2; ; ; ;2
421610;4216103306057;UNIDADE DE ACOLHIMENTO EM FAMÍLIA ACOLHEDORA;32;Major Azambuja;138; ;São Cristovão; ;89835-000;SAO DOMINGOS;SC; ;(49) 3443-0789; ;(49) 3443-0281;16/07/1999;-265.392.911.330.587;-52.554.401.442.534;315;1; ; ; ; ; ; ; ; ; ; ; ;2; ;0;1;1999;1;1100; ;0;1;10;9; ;3;1;0;0;0;1;0;0;5;1;2;2;0;0;0;0;0;5;0; ;0; ;0; ;0;2;7;0;0;1;0;0; ;10;0; ;0; ;0; ;0; ;0; ;1; ;0; ;0; ;0; ;0; ;0; ;1; ;0; ;0; ;4; ;0;0;1;1;1;1;1;1;1;1;1;1;1;0;1;0;1;1;0;1;1;1;1;1;1;0;5;0;0;0;1;1;1;0;0; ;2;2;1;0;0;0;0;0;0; ;3;3;6;0;0;0;1; ; ; ;0;0;0;1; ; ; ;1;0;0;0;1;0;0;0; ;1;0;0;0; ;2;2;4216107;42;4;São Domingos;9491;6313;3178;Pequeno I;367,203; ;2;1; ; ; ; ; ;0;1;0;0; ;1100; ;3;1;0;0;0;1;0;0;5;1;2;2;0;0;0;0;0;5;10;0;0;0;0;2;7;0;0;1;0;0; ;10;0;0;0;0;0;1;0;0;4;0;0;1;1;1;1;1;1;1;1;1;1;1;0;1;0;1;1;0;1;1;1;1;1;1;0;1;1;1;0;0;1;0;0;0;0;0;0;3;1;0;0;0;1;0;0;0;1;0;0;0;4;1;1;5;5;1;1;1;1;1;1;1;1;1;1;1;1; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2; ; ; ; ; ; ; ; ; ;4;4; ; ;2; ;1; ; ;1;2; ; ; ;2
421620;4216203306322;UNIDADE DE ACOLHIMENTO PROGRAMA FAMÍLIAS ACOLHEDORAS;32;Joinville;312; ;centro; ;89240-000;SAO FRANCISCO DO SUL;SC; ;(47) 3444-3265; ; ;13/11/2012;-2.626.520.924.761.360;-486.401.653.289.795;315;1; ; ; ; ; ; ; ; ; ; ; ;2; ;0;1;2013;0; ; ;0;3;0;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0; ;0; ;0;0;0;0;0;0;0;0; ;0;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;0;0;0; ; ; ; ;1; ;0;0; ; ; ; ; ;0;1; ; ;0;0;0;0;0;1; ; ; ;0;0;0;1; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ;2;3;4216206;42;4;São Francisco do Sul;42520;39490;3030;Pequeno II;498,646; ;2;1; ; ; ; ; ;0;1;0;0; ; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1; ;0;0;0;0;0;0;0;1;0;0;0;1; ;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1; ;3; ; ; ; ; ; ; ; ; ;3;3; ; ;3; ;1; ; ;2;2; ; ;1;3
421670;4216703308053;Unidade de Acolhimento;3;Rio grande do Sul;977; ;Centro;Secretária de Desenvolvimento Social;89930-000;SAO JOSE DO CEDRO;SC; ;(49) 3643-6313; ; ;12/08/2008;-264.808.237.040.857;-53.533.547.430.254;315;1; ; ; ; ; ; ; ; ; ; ; ;2; ;0;1;2006;1;1101,95; ;0;1;2;2; ;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;1;0; ;0; ;0; ;0;1;0;0;0;0;1;0; ;2;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;1; ;0; ;0; ;1; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;5;4;10;1;1;1;1;0;0; ;1;3;0;0;0;0;1;0;0;EQUIPE DE PROTEÇÃO SOCIAL ESPECIAL;3;5; ;0;0;1;0; ; ;1;0;0;1;0; ; ;1;1;0;1;0;1;0;0;0; ;0;0;1;0; ;0;0;4216701;42;4;São José do Cedro;13684;8447;5237;Pequeno I;281,253; ;2;1; ; ; ; ; ;0;1;0;0; ;1101,95; ;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;1;2;0;0;0;0;1;0;0;0;0;1;0; ;2;0;0;0;0;0;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;0;0;0;0;1;0;0;3;1;0;1;0;1;0;0;0;0;0;1;0;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;3;2; ; ; ; ; ; ; ; ; ;5;5; ; ;2; ;1; ; ;1;2; ; ; ;2
421690;4216903306076;UNIDADE DE ACOLHIMENTO SERVIÇO ABRIGO DOMICILIAR;32;DOM PEDRO II;984;CONSTRUCAO TERREA;CENTRO;CONSELHO TUTELAR;89990-000;SAO LOURENCO DO OESTE;SC; ;(49) 3344-8535; ;(49) 3344-8500;06/08/2008;-263.556.386;-528.471.264;315;1; ; ; ; ; ; ; ; ; ; ; ;2; ;0;1;2008;1;1100; ;0;1;4;3; ;0;0;2;1;0;0;0;0;3;0;0;0;0;0;1;0;0;1;0; ;0; ;0; ;1;1;0;1;0;1;0;0; ;4;1; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;2; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;4;0;10;1;1;1;1;0;0; ;1;2;0;1;0;0;0;0;0; ;3;4;4;0;1;0;0; ;1; ;0;0;0;1; ; ; ;1;0;0;0;1;0;0;0; ;1;0;0;0; ;2;0;4216909;42;4;São Lourenço do Oeste;21792;16880;4912;Pequeno II;356,316; ;2;1; ; ; ; ; ;0;0;1;0; ;1100; ;0;0;2;1;0;0;0;0;3;0;0;0;0;0;1;0;0;1;4;0;0;0;1;1;0;1;0;1;0;0; ;4;0;0;0;0;0;0;0;0;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;0;1;0;0;0;0;0;3;1;0;0;0;1;0;0;0;1;0;0;0;4;1;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;5;1; ; ; ; ; ; ; ; ; ;6;6; ; ;1; ; ; ; ;1;1; ; ; ;1
421715;4217153307623;UNIDADE DE ACOLHIMENTO;32;SÃO LUIZ;1422; ;CENTRO; ;89879-000;SAO MIGUEL DA BOA VISTA;SC; ;(49) 3667-0117; ; ;05/12/2016;-26.692.960.218.130.800;-53.254.508.972.167.900;315;1; ; ; ; ; ; ; ; ; ; ; ;2; ;0;1;2017;1;1100; ;0;1;0;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0; ;0; ;0;0;0;0;0;0;0;0; ;0;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;1;1;1;1;1;0;0;0;1;1;1;1;0;0;1;0;0;0;0;1;1;1;0;1;1;0;5;16;8;1;0;1;1;0;0; ;1;2;0;0;0;1;0;0;0; ;1;6;6;0;0;0;1; ; ; ;0;0;0;1; ; ; ; ; ; ; ; ; ; ;1; ;0;0;1;0; ;0;3;4217154;42;4;São Miguel da Boa Vista;1904;439;1465;Pequeno I;71,405; ;2;1; ; ; ; ; ;0;1;0;0; ;1100; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;1;1;1;1;0;0;1;0;0;0;0;1;1;1;0;1;1;0;0;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;4;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;2;1;1; ; ; ; ; ; ; ; ; ;2;2; ; ;2; ;1; ; ;1;2; ; ; ;2
421720;4217203308694;UNIDADE DE ACOLHIMENTO - SERVIÇO DE ACOLHIMENTO EM FAMÍLIA ACOLHEDORA;32;JOHN KENEDY;2136; ;SÃO LUIZ; ;89900-000;SAO MIGUEL DO OESTE;SC; ;(49) 3631-2016;2406; ;12/06/2017;-26.738.117.797.547.000;-5.352.622.747.421.260;315;1; ; ; ; ; ; ; ; ; ; ; ;2; ;0;1;2017;1;1100; ;0;2;0;1; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0; ;0; ;0;0;0;0;0;0;0;0; ;0;1; ;0; ;0; ;1; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;4;12;2;1;1;1;1;0;0; ;1;3;1;1;1;1;0;0;0; ;3;4;0;0;0;0;1; ; ; ;0;0;0;1; ; ; ;1;1;0;0;1;0;0;0; ;0;0;1;0; ;1;2;4217204;42;4;São Miguel do Oeste;36306;32065;4241;Pequeno II;234,036; ;2;1; ; ; ; ; ;0;1;0;0; ;1100; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;1;1;1;1;0;0;0;3;1;1;0;0;1;0;0;0;0;0;1;0;4;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;1; ; ; ; ; ; ; ; ; ;3;3; ; ;2; ;1; ; ;1;1; ; ;1;2
421730;4217303306727;UNIDADE DE ACOLHIMENTO;32;Duque de Caxias;369; ;Centro;Centro;89868-000;SAUDADES;SC; ;(49) 3334-0326; ; ;10/07/2009;-26.925.207.547.022.200;-53.005.921.840.667.700;315;1; ; ; ; ; ; ; ; ; ; ; ;2; ;0;1;1997;1;1100; ;0;1;0;1; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0; ;0; ;0;0;0;0;0;0;0;0; ;0;1; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ; ; ;1;1;1;1;1;0;1;0;1;1;1;1;1;0;1;1;0;1;0;1;1;1;1;1;1;0;4;8;20;1;0;1;1;0;0; ;1;2;0;0;1;0;0;0;0; ;3;6;0;0;0;0;1; ; ; ;0;0;0;1; ; ; ;1;0;0;0;0;1;0;0; ;0;0;1;0; ;0;3;4217303;42;4;Saudades;9016;5123;3893;Pequeno I;206,596; ;2;1; ; ; ; ; ;1;1;0;0; ;1100; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;1;0;1;1;1;1;1;0;1;1;0;1;0;1;1;1;1;1;1;0;0;1;1;0;0;0;0;1;0;0;0;0;3;1;0;0;0;0;1;0;0;0;0;1;0;4;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1; ;1;3; ; ;1;1; ; ; ; ; ; ; ;1;1; ; ;1; ;1; ; ; ;1; ; ; ;1
421755;4217553306711;UNIDADE DE ACOLHIMENTO SERVIÇO DE FAMÍLIA ACOLHEDORA;32;MARECHAL DEODORO DA FONSECA;496; ;CENTO;AO LADO DO POSTO DE SAÚDE.;89871-000;SERRA ALTA;SC; ;(49) 3364-0073; ; ;04/04/2008;-2.672.516.270.158.200;-5.304.486.751.556.390;315;1; ; ; ; ; ; ; ; ; ; ; ;2; ;0;1;2008;1;1100; ;99;1;0;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0; ;0; ;0;0;0;0;0;0;0;0; ;0;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;1;0;0;1;1;0;1;0;1;1;1;1;1;1;0;0;1;1;0;1;1;1;0;1;1;0;3;4;5;1;0;0;1;0;0; ;1;4;1;0;0;1;1;0;0;Conselho Tutelar;3;6;6;0;0;0;1; ; ; ;0;0;0;1; ; ; ;0;0;0;0;0;0;1;0;Não havia acolhidos; ; ; ;1; ;2;2;4217550;42;4;Serra Alta;3285;1835;1450;Pequeno I;92,348; ;2;1; ; ; ; ; ;0;0;1;0; ;1100; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;1;0;1;1;1;1;1;1;0;0;1;1;0;1;1;1;0;1;1;0;0;0;1;0;0;1;0;0;1;1;0;0;3;0;0;0;0;0;0;1;0;0;0;0;1;4;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1; ; ; ; ; ; ; ; ; ; ;1;1; ; ;1; ;1; ; ; ;1; ; ; ;1
421775;4217753306735;UNIDADE DE ACOLHIMENTO;32;AVENIDA DR. JOSE LEAL FILHO;1012; ;CENTRO; ;89855-000;SUL BRASIL;SC; ;(49) 3367-0115; ;(49) 3367-0030;14/06/2013;-2.676.063.238.911.670;-5.295.152.664.184.570;315;1; ; ; ; ; ; ; ; ; ; ; ;2; ;0;1;2013;1;1100; ;99;1;0;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0; ;0; ;0;0;0;0;0;0;0;0; ;0;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0; ;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;8;3;1;1;1;1;0;0; ;0;4;0;0;1;0;0;0;0; ;3;4; ;0;0;0;1; ; ; ;0;0;0;1; ; ; ;1;0;0;0;0;0;0;0; ; ; ; ;1; ;2;2;4217758;42;4;Sul Brasil;2766;1011;1755;Pequeno I;112,872; ;2;1; ; ; ; ; ;1;0;0;0; ;1100; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;1;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;1;4;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1; ; ;1; ;1; ; ; ; ; ; ;1;1; ; ;1; ; ; ; ;1;1; ; ; ;1
