Código;Nome
q30_3;q30_3_v12759_3_30. Nos últimos 12 meses, a Unidade proporcionou ou facilitou a participação das(os) suas/seus profissionais em capacitação sobre os seguintes temas?3: População em situação de rua
q30_4;q30_4_v12759_4_30. Nos últimos 12 meses, a Un proporcionou ou facilit a particip das seus profs em capac sobre seguintes temas4: População LGBT, orientação sexual e identidade de gênero (Lésbicas, gays, bissexuais, transgêneros e intersexuais)
q30_5;q30_5_v12759_5_30. Nos últimos 12 meses, a Unidade proporcionou ou facilitou a participação das(os) suas/seus profissionais em capacitação sobre os seguintes temas?5: Álcool e outras drogas
q30_6;q30_6_v12759_6_30. Nos últimos 12 meses, a Un propor ou facilit a particip das suas profs em capacitação sobre os seguintes temas?6: Diversidade étnico-racial (questão racial, comunidades indígenas, povos e comunidades tradicionais etc.)
q30_7;q30_7_v12759_7_30. Nos últimos 12 meses, a Unidade proporcionou ou facilitou a participação das(os) suas/seus profissionais em capacitação sobre os seguintes temas?7: Violências e violações de direitos
q30_8;q30_8_v12759_8_30. Nos últimos 12 meses, a Unidade proporcionou ou facilitou a participação das(os) suas/seus profissionais em capacitação sobre os seguintes temas?8: Trabalho Infantil
q30_9;q30_9_v12759_9_30. Nos últimos 12 meses, a Unidade proporcionou ou facilitou a participação das(os) suas/seus profissionais em capacitação sobre os seguintes temas?9: Criança e adolescente
q30_10;q30_10_v12759_10_30. Nos últimos 12 meses, a Unidade proporcionou ou facilitou a participação das(os) suas/seus profissionais em capacitação sobre os seguintes temas?10: Juventude
q30_11;q30_11_v12759_11_30. Nos últimos 12 meses, a Unidade proporcionou ou facilitou a participação das(os) suas/seus profissionais em capacitação sobre os seguintes temas?11: Envelhecimento
q30_12;q30_12_v12759_12_30. Nos últimos 12 meses, a Unidade proporcionou ou facilitou a participação das(os) suas/seus profissionais em capacitação sobre os seguintes temas?12: Sistema Socioeducativo/ Medida Socioeducativa/ SINASE
q30_13;q30_13_v12759_13_30. Nos últimos 12 meses, a Unidade proporcionou ou facilitou a participação das(os) suas/seus profissionais em capacitação sobre os seguintes temas?13: Migração
q30_14;q30_14_v12759_14_30. Nos últimos 12 meses, a Unidade proporcionou ou facilitou a participação das(os) suas/seus profissionais em capacitação sobre os seguintes temas?14: Mundo do trabalho
q30_99;q30_99_v12759_99_30. Nos últimos 12 meses, a Unidade proporcionou ou facilitou a participação das(os) suas/seus profissionais em capacitação sobre os seguintes temas?99: Outros
q30_0;q30_0_v12759_0_30. Nos últimos 12 meses, a Unidade proporcionou ou facilitou a participação das(os) suas/seus profissionais em capacitação sobre os seguintes temas?0: Não proporcionou/facilitou a participação das(os) profissionais
q30_99_1;q_30_99_1_v12805_30.99.1. Especifique:
q31;q31_v14445_31. Nesta unidade, algum(a) profissional já participou de algum curso do CAPACITASUAS?
q31_1_99;q31_1_99_v12760_30.1.99. Quantos?
q32;q32_v10245_32. O(a) coordenador(a) desta Unidade:
q34_4;q34_4_v10264_34.4. Responsável - Cargo/Função:
q34_4_99_1;q34_4_99_1_v10265_34.4.99.1. Responsável - Especifique:
q35_4;q35_4_v10271_35.4. Responsável Órgão Gestor - Cargo/Função:
q35_4_99_1;q35_4_99_1_v10272_35.4.99.1. Responsável Órgão Gestor - Especifique:
d_1;d_1 _Total de horas por semana que o Centro POP encontra-se em funcionamento
d_5_atend;d_5_atend.Total de salas utilizadas para atendimento individual ou coletivo
d_5_atend_categoria;d_5_atend_categoria.Total de salas utilizadas para atendimento individual ou coletivo
d_5_adm_atend;d_5_adm_atend.Total de salas utilizadas para atendimento e para atividades administrativas
d_5_adm_atend_categoria;d_5_adm_atend_categoria.Total de salas utilizadas para atendimento e para atividades administrativas
d_5_6_banheiros;d_5_6_banheiros.Quantidade total de banheiros
d_5_8_box;d_5_8_Quantidade de espaços para higiene pessoal (Box com chuveiros individualizados)
d_9_1;d_9_1.Quantidade total de computadores na Unidade
d_9_2;d_9_2.Quantidade de computadores conectados a internet
d_9_3;d_9_3.Quantidade  de computadores para utilização dos usuários
d_9_4;d_9_4.Quantidade  de computadores para utilização dos usuários conectados a internet
d_31_1_99;d_31_1_99. Nesta unidade, algum(a) profissional já participou de algum curso do CAPACITASUAS
d_33_9bin1_sum;d_33.9bin1_sum_Número de trabalhadores de Nível fundamental (inclui trabalhadores sem escolaridade, fundamental incompleto e ensino médio incompleto)
d_33_9bin2_sum;d_33.9bin2_sum_Número de trabalhadores de Nível médio (inclui trabalhadores com ensino superior incompleto)
d_33_9bin3_sum;d_33.9bin3_sum_Número de trabalhadores de Nível superior (inclui trabalhadores com especialização, mestrado e doutorado)
d_33_10bin1_sum;d_33.10bin1_sum_Número de Pedagogos
d_33_10bin2_sum;d_33.10bin2_sum_Número de Assistentes Sociais
d_33_10bin3_sum;d_33.10bin3_sum_Número de Antropólogos
d_33_10bin4_sum;d_33.10bin4_sum_Número de Advogados
d_33_10bin5_sum;d_33.10bin5_sum_Número de Psicólogos
d_33_11bin1_sum;d_33.11bin1_sum_Número de Servidores Estatutários
d_33_11bin2_sum;d_33.11bin2_sum_Número de Empregados Públicos(CLT)
d_33_11bin3_sum;d_33.11bin3_sum_Número de Comissionados
d_33_11bin4_sum;d_33.11bin4_sum_Número de profissionais com outros vínculos não permanentes
nu_trabalhadores;Número de trabalhadores na unidade
d_33_15_1bin_Gestão_sum;d_33_15_1bin_Gestão_Gestão - Principal serviço/atividade
d_33_15_1bin_PopRua_sum;d_33_15_1bin_PopRua_PopRua - Principal serviço/atividade
d_33_15_1bin_Abordagem_sum;d_33_15_1bin_Abordagem_Abordagem - Principal serviço/atividade
d_33_15_1bin_Cadastramento_sum;d_33_15_1bin_Cadastramento_Cadastramento - Principal serviço/atividade
d_33_15_1bin_Outros_sum;d_33_15_1bin_Outros_Outros - Principal serviço/atividade
d_33_15_2bin_Gestão_sum;d_33_15_2bin_Gestão_Gestão - Principal serviço/atividade
d_33_15_2bin_PopRua_sum;d_33_15_2bin_PopRua_PopRua - Principal serviço/atividade
d_33_15_2bin_Abordagem_sum;d_33_15_2bin_Abordagem_Abordagem - Principal serviço/atividade
d_33_15_2bin_Cadastramento_sum;d_33_15_2bin_Cadastramento_Cadastramento - Principal serviço/atividade
d_33_15_2bin_Outros_sum;d_33_15_2bin_Outros_Outros - Principal serviço/atividade
d_33_15_3bin_Gestão_sum;d_33_15_3bin_Gestão_Gestão - Principal serviço/atividade
d_33_15_3bin_PopRua_sum;d_33_15_3bin_PopRua_PopRua - Principal serviço/atividade
d_33_15_3bin_Abordagem_sum;d_33_15_3bin_Abordagem_Abordagem - Principal serviço/atividade
d_33_15_3bin_Cadastramento_sum;d_33_15_3bin_Cadastramento_Cadastramento - Principal serviço/atividade
d_33_15_3bin_Outros_sum;d_33_15_3bin_Outros_Outros - Principal serviço/atividade
