IBGE;NU_IDENTIFICADOR;q37_3;q37_9;q37_10;q37_11;q37_12;q37_13;IBGE7;UF;Regiao;Município;Pop_total_2010;Pop_Urbana2010;Pop_Rural2010;Porte_pop2010;areaKm2;Q_incompleto;Estadual;DataCenso;DataCenso_2022;d_30_2_Faixas_etarias;d37_9;d37_11;d37_9bin1;d37_9bin2;d37_9bin3;d37_10bin1;d37_10bin2;d37_10bin3;d37_10bin4;d37_10bin5;d37_11bin1;d37_11bin2;d37_11bin3;d37_11bin4;d37_9bin1_sum;d37_9bin2_sum;d37_9bin3_sum;d37_10bin1_sum;d37_10bin2_sum;d37_10bin3_sum;d37_10bin4_sum;d37_10bin5_sum;d37_11bin1_sum;d37_11bin2_sum;d37_11bin3_sum;d37_11bin4_sum;nu_familias_acolhedoras;filter_$
354980;3549803306845; Feminino; Médio Completo; Profissional de nível médio; Sem Vínculo; Família Acolhedora;30/12/2019;3549805;São Paulo;Região Sudeste;São José do Rio Preto;408258;383490;24768;Grande;431,944;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;Nível Médio;Outros vínculos não permanentes; ;1; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes; ;9;2;1; ; ;1; ; ; ; ;11;11;Selected
354980;3549803306845; Feminino; Médio Completo; Profissional de nível médio; Sem Vínculo; Família Acolhedora;28/03/2022;3549805;São Paulo;Região Sudeste;São José do Rio Preto;408258;383490;24768;Grande;431,944;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;Nível Médio;Outros vínculos não permanentes; ;1; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes; ;9;2;1; ; ;1; ; ; ; ;11;11;Selected
355000;3550003306584; Feminino; Médio Completo; Sem formação profissional; Sem Vínculo; Família Acolhedora;07/07/2006;3550001;São Paulo;Região Sudeste;São Luís do Paraitinga;10397;6180;4217;Pequeno I;617,315;completo;Municipal;31.08.2022;8/31/2022;61 a 80 anos;Nível Médio;Outros vínculos não permanentes; ;1; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes; ;1; ; ; ; ; ; ; ; ; ;1;1;Selected
355030;3550303310240; Masculino; Especialização; Outra formação de nível superior; Sem Vínculo; Família Acolhedora;13/06/2022;3550308;São Paulo;Região Sudeste;São Paulo;11253503;11152344;101159;Metrópole;1521,11;completo;Municipal;31.08.2022;8/31/2022;61 a 80 anos;2;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes; ;2;9; ; ; ; ;2; ; ; ;11;11;Selected
355030;3550303310240; Feminino; Especialização; Outra formação de nível superior; Sem Vínculo; Família Acolhedora;13/06/2022;3550308;São Paulo;Região Sudeste;São Paulo;11253503;11152344;101159;Metrópole;1521,11;completo;Municipal;31.08.2022;8/31/2022;51 a 60 anos;2;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes; ;2;9; ; ; ; ;2; ; ; ;11;11;Selected
355030;3550303310240; Masculino; Superior Completo; Outra formação de nível superior; Sem Vínculo; Família Acolhedora;18/04/2019;3550308;São Paulo;Região Sudeste;São Paulo;11253503;11152344;101159;Metrópole;1521,11;completo;Municipal;31.08.2022;8/31/2022;51 a 60 anos;2;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes; ;2;9; ; ; ; ;2; ; ; ;11;11;Selected
355030;3550303310240; Masculino; Superior Completo; Outra formação de nível superior; Sem Vínculo; Família Acolhedora;06/12/2019;3550308;São Paulo;Região Sudeste;São Paulo;11253503;11152344;101159;Metrópole;1521,11;completo;Municipal;31.08.2022;8/31/2022;51 a 60 anos;2;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes; ;2;9; ; ; ; ;2; ; ; ;11;11;Selected
355030;3550303310240; Masculino; Médio Completo; Profissional de nível médio; Sem Vínculo; Família Acolhedora;10/06/2021;3550308;São Paulo;Região Sudeste;São Paulo;11253503;11152344;101159;Metrópole;1521,11;completo;Municipal;31.08.2022;8/31/2022;51 a 60 anos;Nível Médio;Outros vínculos não permanentes; ;1; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes; ;2;9; ; ; ; ;2; ; ; ;11;11;Selected
355030;3550303310240; Feminino; Superior Completo; Psicóloga(o); Sem Vínculo; Família Acolhedora;06/12/2019;3550308;São Paulo;Região Sudeste;São Paulo;11253503;11152344;101159;Metrópole;1521,11;completo;Municipal;31.08.2022;8/31/2022;51 a 60 anos;2;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ;Psicólogo; ; ; ;Outros vínculos não permanentes; ;2;9; ; ; ; ;2; ; ; ;11;11;Selected
355030;3550303310240; Feminino; Médio Completo; Profissional de nível médio; Sem Vínculo; Família Acolhedora;10/06/2021;3550308;São Paulo;Região Sudeste;São Paulo;11253503;11152344;101159;Metrópole;1521,11;completo;Municipal;31.08.2022;8/31/2022;41 a 50 anos;Nível Médio;Outros vínculos não permanentes; ;1; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes; ;2;9; ; ; ; ;2; ; ; ;11;11;Selected
355030;3550303310240; Masculino; Especialização; Psicóloga(o); Sem Vínculo; Família Acolhedora;22/02/2022;3550308;São Paulo;Região Sudeste;São Paulo;11253503;11152344;101159;Metrópole;1521,11;completo;Municipal;31.08.2022;8/31/2022;41 a 50 anos;2;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ;Psicólogo; ; ; ;Outros vínculos não permanentes; ;2;9; ; ; ; ;2; ; ; ;11;11;Selected
355030;3550303310240; Feminino; Superior Completo; Outra formação de nível superior; Sem Vínculo; Família Acolhedora;10/11/2021;3550308;São Paulo;Região Sudeste;São Paulo;11253503;11152344;101159;Metrópole;1521,11;completo;Municipal;31.08.2022;8/31/2022;41 a 50 anos;2;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes; ;2;9; ; ; ; ;2; ; ; ;11;11;Selected
355030;3550303310240; Feminino; Superior Completo; Musicoterapeuta; Sem Vínculo; Família Acolhedora;22/02/2022;3550308;São Paulo;Região Sudeste;São Paulo;11253503;11152344;101159;Metrópole;1521,11;completo;Municipal;31.08.2022;8/31/2022;41 a 50 anos;2;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes; ;2;9; ; ; ; ;2; ; ; ;11;11;Selected
355030;3550303310240; Feminino; Superior Completo; Outra formação de nível superior; Sem Vínculo; Família Acolhedora;18/04/2019;3550308;São Paulo;Região Sudeste;São Paulo;11253503;11152344;101159;Metrópole;1521,11;completo;Municipal;31.08.2022;8/31/2022;51 a 60 anos;2;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes; ;2;9; ; ; ; ;2; ; ; ;11;11;Selected
355030;3550303311839; Feminino; Superior Completo; Outra formação de nível superior; Voluntária(o); Família Acolhedora;19/06/2017;3550308;São Paulo;Região Sudeste;São Paulo;11253503;11152344;101159;Metrópole;1521,11;completo;Municipal;31.08.2022;8/31/2022;41 a 50 anos;2;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;3;10;21;1; ; ;2;1; ; ; ;34;34;Selected
355030;3550303311839; Masculino; Médio Completo; Profissional de nível médio; Voluntária(o); Família Acolhedora;10/05/2017;3550308;São Paulo;Região Sudeste;São Paulo;11253503;11152344;101159;Metrópole;1521,11;completo;Municipal;31.08.2022;8/31/2022;51 a 60 anos;Nível Médio;Outros vínculos não permanentes; ;1; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;3;10;21;1; ; ;2;1; ; ; ;34;34;Selected
355030;3550303311839; Masculino; Superior Completo; Outra formação de nível superior; Voluntária(o); Família Acolhedora;11/12/2021;3550308;São Paulo;Região Sudeste;São Paulo;11253503;11152344;101159;Metrópole;1521,11;completo;Municipal;31.08.2022;8/31/2022;51 a 60 anos;2;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;3;10;21;1; ; ;2;1; ; ; ;34;34;Selected
355030;3550303311839; Masculino; Superior Completo; Outra formação de nível superior; Voluntária(o); Família Acolhedora;03/09/2020;3550308;São Paulo;Região Sudeste;São Paulo;11253503;11152344;101159;Metrópole;1521,11;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;2;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;3;10;21;1; ; ;2;1; ; ; ;34;34;Selected
355030;3550303311839; Masculino; Médio Completo; Profissional de nível médio; Voluntária(o); Família Acolhedora;19/06/2017;3550308;São Paulo;Região Sudeste;São Paulo;11253503;11152344;101159;Metrópole;1521,11;completo;Municipal;31.08.2022;8/31/2022;51 a 60 anos;Nível Médio;Outros vínculos não permanentes; ;1; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;3;10;21;1; ; ;2;1; ; ; ;34;34;Selected
355030;3550303311839; Masculino; Fundamental Completo; Sem formação profissional; Voluntária(o); Família Acolhedora;08/12/2018;3550308;São Paulo;Região Sudeste;São Paulo;11253503;11152344;101159;Metrópole;1521,11;completo;Municipal;31.08.2022;8/31/2022;51 a 60 anos;0;Outros vínculos não permanentes;Nível fundamental; ; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;3;10;21;1; ; ;2;1; ; ; ;34;34;Selected
355030;3550303311839; Feminino; Fundamental Completo; Sem formação profissional; Voluntária(o); Família Acolhedora;10/05/2017;3550308;São Paulo;Região Sudeste;São Paulo;11253503;11152344;101159;Metrópole;1521,11;completo;Municipal;31.08.2022;8/31/2022;51 a 60 anos;0;Outros vínculos não permanentes;Nível fundamental; ; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;3;10;21;1; ; ;2;1; ; ; ;34;34;Selected
355030;3550303311839; Feminino; Superior Completo; Advogada(o); Voluntária(o); Família Acolhedora;11/12/2021;3550308;São Paulo;Região Sudeste;São Paulo;11253503;11152344;101159;Metrópole;1521,11;completo;Municipal;31.08.2022;8/31/2022;51 a 60 anos;2;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ;Advogado; ; ; ; ;Outros vínculos não permanentes;3;10;21;1; ; ;2;1; ; ; ;34;34;Selected
355030;3550303311839; Feminino; Médio Completo; Sem formação profissional; Voluntária(o); Família Acolhedora;08/12/2018;3550308;São Paulo;Região Sudeste;São Paulo;11253503;11152344;101159;Metrópole;1521,11;completo;Municipal;31.08.2022;8/31/2022;51 a 60 anos;Nível Médio;Outros vínculos não permanentes; ;1; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;3;10;21;1; ; ;2;1; ; ; ;34;34;Selected
355030;3550303311839; Masculino; Superior Completo; Outra formação de nível superior; Voluntária(o); Família Acolhedora;03/03/2020;3550308;São Paulo;Região Sudeste;São Paulo;11253503;11152344;101159;Metrópole;1521,11;completo;Municipal;31.08.2022;8/31/2022;41 a 50 anos;2;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;3;10;21;1; ; ;2;1; ; ; ;34;34;Selected
355030;3550303311839; Feminino; Médio Completo; Sem formação profissional; Voluntária(o); Família Acolhedora;03/03/2020;3550308;São Paulo;Região Sudeste;São Paulo;11253503;11152344;101159;Metrópole;1521,11;completo;Municipal;31.08.2022;8/31/2022;41 a 50 anos;Nível Médio;Outros vínculos não permanentes; ;1; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;3;10;21;1; ; ;2;1; ; ; ;34;34;Selected
355030;3550303311839; Masculino; Sem Escolaridade; Sem formação profissional; Voluntária(o); Família Acolhedora;09/09/2020;3550308;São Paulo;Região Sudeste;São Paulo;11253503;11152344;101159;Metrópole;1521,11;completo;Municipal;31.08.2022;8/31/2022;41 a 50 anos;0;Outros vínculos não permanentes;Nível fundamental; ; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;3;10;21;1; ; ;2;1; ; ; ;34;34;Selected
355030;3550303311839; Masculino; Médio Completo; Profissional de nível médio; Voluntária(o); Família Acolhedora;23/08/2021;3550308;São Paulo;Região Sudeste;São Paulo;11253503;11152344;101159;Metrópole;1521,11;completo;Municipal;31.08.2022;8/31/2022;41 a 50 anos;Nível Médio;Outros vínculos não permanentes; ;1; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;3;10;21;1; ; ;2;1; ; ; ;34;34;Selected
355030;3550303311839; Feminino; Superior Completo; Pedagoga(o); Voluntária(o); Família Acolhedora;09/09/2020;3550308;São Paulo;Região Sudeste;São Paulo;11253503;11152344;101159;Metrópole;1521,11;completo;Municipal;31.08.2022;8/31/2022;41 a 50 anos;2;Outros vínculos não permanentes; ; ;Nível Superior;Pedagogo; ; ; ; ; ; ; ;Outros vínculos não permanentes;3;10;21;1; ; ;2;1; ; ; ;34;34;Selected
355030;3550303311839; Masculino; Superior Completo; Outra formação de nível superior; Voluntária(o); Família Acolhedora;11/12/2021;3550308;São Paulo;Região Sudeste;São Paulo;11253503;11152344;101159;Metrópole;1521,11;completo;Municipal;31.08.2022;8/31/2022;41 a 50 anos;2;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;3;10;21;1; ; ;2;1; ; ; ;34;34;Selected
355030;3550303311839; Feminino; Superior Completo; Outra formação de nível superior; Voluntária(o); Família Acolhedora;15/09/2020;3550308;São Paulo;Região Sudeste;São Paulo;11253503;11152344;101159;Metrópole;1521,11;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;2;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;3;10;21;1; ; ;2;1; ; ; ;34;34;Selected
355030;3550303311839; Feminino; Superior Completo; Outra formação de nível superior; Voluntária(o); Família Acolhedora;15/09/2020;3550308;São Paulo;Região Sudeste;São Paulo;11253503;11152344;101159;Metrópole;1521,11;completo;Municipal;31.08.2022;8/31/2022;51 a 60 anos;2;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;3;10;21;1; ; ;2;1; ; ; ;34;34;Selected
355030;3550303311839; Masculino; Superior Completo; Outra formação de nível superior; Voluntária(o); Família Acolhedora;15/09/2020;3550308;São Paulo;Região Sudeste;São Paulo;11253503;11152344;101159;Metrópole;1521,11;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;2;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;3;10;21;1; ; ;2;1; ; ; ;34;34;Selected
355030;3550303311839; Masculino; Mestrado; Outra formação de nível superior; Voluntária(o); Família Acolhedora;15/09/2020;3550308;São Paulo;Região Sudeste;São Paulo;11253503;11152344;101159;Metrópole;1521,11;completo;Municipal;31.08.2022;8/31/2022;51 a 60 anos;2;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;3;10;21;1; ; ;2;1; ; ; ;34;34;Selected
355030;3550303311839; Masculino; Superior Completo; Outra formação de nível superior; Voluntária(o); Família Acolhedora;03/09/2020;3550308;São Paulo;Região Sudeste;São Paulo;11253503;11152344;101159;Metrópole;1521,11;completo;Municipal;31.08.2022;8/31/2022;41 a 50 anos;2;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;3;10;21;1; ; ;2;1; ; ; ;34;34;Selected
355030;3550303311839; Feminino; Superior Completo; Outra formação de nível superior; Voluntária(o); Família Acolhedora;03/09/2020;3550308;São Paulo;Região Sudeste;São Paulo;11253503;11152344;101159;Metrópole;1521,11;completo;Municipal;31.08.2022;8/31/2022;41 a 50 anos;2;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;3;10;21;1; ; ;2;1; ; ; ;34;34;Selected
355030;3550303311839; Masculino; Médio Completo; Profissional de nível médio; Voluntária(o); Família Acolhedora;02/06/2022;3550308;São Paulo;Região Sudeste;São Paulo;11253503;11152344;101159;Metrópole;1521,11;completo;Municipal;31.08.2022;8/31/2022;41 a 50 anos;Nível Médio;Outros vínculos não permanentes; ;1; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;3;10;21;1; ; ;2;1; ; ; ;34;34;Selected
355030;3550303311839; Feminino; Superior Completo; Advogada(o); Voluntária(o); Família Acolhedora;26/07/2021;3550308;São Paulo;Região Sudeste;São Paulo;11253503;11152344;101159;Metrópole;1521,11;completo;Municipal;31.08.2022;8/31/2022;41 a 50 anos;2;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ;Advogado; ; ; ; ;Outros vínculos não permanentes;3;10;21;1; ; ;2;1; ; ; ;34;34;Selected
355030;3550303311839; Feminino; Superior Completo; Outra formação de nível superior; Voluntária(o); Família Acolhedora;17/11/2021;3550308;São Paulo;Região Sudeste;São Paulo;11253503;11152344;101159;Metrópole;1521,11;completo;Municipal;31.08.2022;8/31/2022;41 a 50 anos;2;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;3;10;21;1; ; ;2;1; ; ; ;34;34;Selected
355030;3550303311839; Feminino; Superior Completo; Psicóloga(o); Voluntária(o); Família Acolhedora;11/05/2022;3550308;São Paulo;Região Sudeste;São Paulo;11253503;11152344;101159;Metrópole;1521,11;completo;Municipal;31.08.2022;8/31/2022;41 a 50 anos;2;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ;Psicólogo; ; ; ;Outros vínculos não permanentes;3;10;21;1; ; ;2;1; ; ; ;34;34;Selected
355030;3550303311839; Feminino; Superior Incompleto; Outra formação de nível superior; Voluntária(o); Família Acolhedora;23/08/2021;3550308;São Paulo;Região Sudeste;São Paulo;11253503;11152344;101159;Metrópole;1521,11;completo;Municipal;31.08.2022;8/31/2022;41 a 50 anos;Nível Médio;Outros vínculos não permanentes; ;1; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;3;10;21;1; ; ;2;1; ; ; ;34;34;Selected
355030;3550303311839; Feminino; Superior Completo; Outra formação de nível superior; Voluntária(o); Família Acolhedora;03/09/2020;3550308;São Paulo;Região Sudeste;São Paulo;11253503;11152344;101159;Metrópole;1521,11;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;2;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;3;10;21;1; ; ;2;1; ; ; ;34;34;Selected
355030;3550303311839; Feminino; Superior Completo; Outra formação de nível superior; Voluntária(o); Família Acolhedora;15/09/2020;3550308;São Paulo;Região Sudeste;São Paulo;11253503;11152344;101159;Metrópole;1521,11;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;2;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;3;10;21;1; ; ;2;1; ; ; ;34;34;Selected
355030;3550303311839; Masculino; Superior Completo; Outra formação de nível superior; Voluntária(o); Família Acolhedora;08/01/2020;3550308;São Paulo;Região Sudeste;São Paulo;11253503;11152344;101159;Metrópole;1521,11;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;2;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;3;10;21;1; ; ;2;1; ; ; ;34;34;Selected
355030;3550303311839; Masculino; Superior Completo; Administrador(a); Voluntária(o); Família Acolhedora;11/05/2022;3550308;São Paulo;Região Sudeste;São Paulo;11253503;11152344;101159;Metrópole;1521,11;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;2;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;3;10;21;1; ; ;2;1; ; ; ;34;34;Selected
355030;3550303311839; Feminino; Superior Incompleto; Outra formação de nível superior; Voluntária(o); Família Acolhedora;15/09/2020;3550308;São Paulo;Região Sudeste;São Paulo;11253503;11152344;101159;Metrópole;1521,11;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;Nível Médio;Outros vínculos não permanentes; ;1; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;3;10;21;1; ; ;2;1; ; ; ;34;34;Selected
355030;3550303311839; Feminino; Superior Completo; Outra formação de nível superior; Voluntária(o); Família Acolhedora;11/12/2021;3550308;São Paulo;Região Sudeste;São Paulo;11253503;11152344;101159;Metrópole;1521,11;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;2;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;3;10;21;1; ; ;2;1; ; ; ;34;34;Selected
355030;3550303311839; Feminino; Médio Completo; Profissional de nível médio; Voluntária(o); Família Acolhedora;02/06/2022;3550308;São Paulo;Região Sudeste;São Paulo;11253503;11152344;101159;Metrópole;1521,11;completo;Municipal;31.08.2022;8/31/2022;41 a 50 anos;Nível Médio;Outros vínculos não permanentes; ;1; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;3;10;21;1; ; ;2;1; ; ; ;34;34;Selected
355030;3550303311839; Feminino; Médio Completo; Sem formação profissional; Voluntária(o); Família Acolhedora;08/01/2020;3550308;São Paulo;Região Sudeste;São Paulo;11253503;11152344;101159;Metrópole;1521,11;completo;Municipal;31.08.2022;8/31/2022;16 a 29 anos;Nível Médio;Outros vínculos não permanentes; ;1; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;3;10;21;1; ; ;2;1; ; ; ;34;34;Selected
355030;3550303311841; Masculino; Superior Completo; Enfermeira(o); Sem Vínculo; Família Acolhedora;14/06/2018;3550308;São Paulo;Região Sudeste;São Paulo;11253503;11152344;101159;Metrópole;1521,11;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;2;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes; ;5;22; ; ; ; ; ; ; ; ;27;27;Selected
355030;3550303311841; Feminino; Superior Completo; Outra formação de nível superior; Sem Vínculo; Família Acolhedora;12/08/2020;3550308;São Paulo;Região Sudeste;São Paulo;11253503;11152344;101159;Metrópole;1521,11;completo;Municipal;31.08.2022;8/31/2022;51 a 60 anos;2;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes; ;5;22; ; ; ; ; ; ; ; ;27;27;Selected
355030;3550303311841; Feminino; Superior Completo; Outra formação de nível superior; Sem Vínculo; Família Acolhedora;12/08/2020;3550308;São Paulo;Região Sudeste;São Paulo;11253503;11152344;101159;Metrópole;1521,11;completo;Municipal;31.08.2022;8/31/2022;41 a 50 anos;2;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes; ;5;22; ; ; ; ; ; ; ; ;27;27;Selected
355030;3550303311841; Feminino; Médio Completo; Sem formação profissional; Sem Vínculo; Família Acolhedora;14/06/2018;3550308;São Paulo;Região Sudeste;São Paulo;11253503;11152344;101159;Metrópole;1521,11;completo;Municipal;31.08.2022;8/31/2022;51 a 60 anos;Nível Médio;Outros vínculos não permanentes; ;1; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes; ;5;22; ; ; ; ; ; ; ; ;27;27;Selected
355030;3550303311841; Feminino; Superior Completo; Outra formação de nível superior; Sem Vínculo; Família Acolhedora;12/08/2020;3550308;São Paulo;Região Sudeste;São Paulo;11253503;11152344;101159;Metrópole;1521,11;completo;Municipal;31.08.2022;8/31/2022;51 a 60 anos;2;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes; ;5;22; ; ; ; ; ; ; ; ;27;27;Selected
355030;3550303311841; Feminino; Superior Completo; Outra formação de nível superior; Sem Vínculo; Família Acolhedora;12/08/2020;3550308;São Paulo;Região Sudeste;São Paulo;11253503;11152344;101159;Metrópole;1521,11;completo;Municipal;31.08.2022;8/31/2022;51 a 60 anos;2;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes; ;5;22; ; ; ; ; ; ; ; ;27;27;Selected
355030;3550303311841; Feminino; Superior Completo; Outra formação de nível superior; Sem Vínculo; Família Acolhedora;10/07/2016;3550308;São Paulo;Região Sudeste;São Paulo;11253503;11152344;101159;Metrópole;1521,11;completo;Municipal;31.08.2022;8/31/2022;51 a 60 anos;2;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes; ;5;22; ; ; ; ; ; ; ; ;27;27;Selected
355030;3550303311841; Masculino; Superior Completo; Outra formação de nível superior; Sem Vínculo; Família Acolhedora;12/08/2020;3550308;São Paulo;Região Sudeste;São Paulo;11253503;11152344;101159;Metrópole;1521,11;completo;Municipal;31.08.2022;8/31/2022;51 a 60 anos;2;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes; ;5;22; ; ; ; ; ; ; ; ;27;27;Selected
355030;3550303311841; Masculino; Superior Incompleto; Sem formação profissional; Sem Vínculo; Família Acolhedora;12/08/2020;3550308;São Paulo;Região Sudeste;São Paulo;11253503;11152344;101159;Metrópole;1521,11;completo;Municipal;31.08.2022;8/31/2022;51 a 60 anos;Nível Médio;Outros vínculos não permanentes; ;1; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes; ;5;22; ; ; ; ; ; ; ; ;27;27;Selected
355030;3550303311841; Feminino; Médio Completo; Sem formação profissional; Sem Vínculo; Família Acolhedora;14/06/2018;3550308;São Paulo;Região Sudeste;São Paulo;11253503;11152344;101159;Metrópole;1521,11;completo;Municipal;31.08.2022;8/31/2022;51 a 60 anos;Nível Médio;Outros vínculos não permanentes; ;1; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes; ;5;22; ; ; ; ; ; ; ; ;27;27;Selected
355030;3550303311841; Feminino; Superior Completo; Outra formação de nível superior; Sem Vínculo; Família Acolhedora;29/04/2016;3550308;São Paulo;Região Sudeste;São Paulo;11253503;11152344;101159;Metrópole;1521,11;completo;Municipal;31.08.2022;8/31/2022;51 a 60 anos;2;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes; ;5;22; ; ; ; ; ; ; ; ;27;27;Selected
355030;3550303311841; Feminino; Superior Completo; Outra formação de nível superior; Sem Vínculo; Família Acolhedora;14/06/2018;3550308;São Paulo;Região Sudeste;São Paulo;11253503;11152344;101159;Metrópole;1521,11;completo;Municipal;31.08.2022;8/31/2022;41 a 50 anos;2;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes; ;5;22; ; ; ; ; ; ; ; ;27;27;Selected
355030;3550303311841; Feminino; Superior Completo; Outra formação de nível superior; Sem Vínculo; Família Acolhedora;12/08/2020;3550308;São Paulo;Região Sudeste;São Paulo;11253503;11152344;101159;Metrópole;1521,11;completo;Municipal;31.08.2022;8/31/2022;41 a 50 anos;2;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes; ;5;22; ; ; ; ; ; ; ; ;27;27;Selected
355030;3550303311841; Feminino; Superior Completo; Outra formação de nível superior; Sem Vínculo; Família Acolhedora;14/06/2018;3550308;São Paulo;Região Sudeste;São Paulo;11253503;11152344;101159;Metrópole;1521,11;completo;Municipal;31.08.2022;8/31/2022;41 a 50 anos;2;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes; ;5;22; ; ; ; ; ; ; ; ;27;27;Selected
