IBGE;NU_IDENTIFICADOR;q40_3;q40_9;q40_10;q40_11;q40_12;q40_13;q40_14;IBGE7;UF;Regiao;Município;Pop_total_2010;Pop_Urbana2010;Pop_Rural2010;Porte_pop2010;areaKm2;Q_incompleto;Estadual;DataCenso;DataCenso_2022;d40_2_Faixas_etarias;d40_9;d40_11;d40_9bin1;d40_9bin2;d40_9bin3;d40_10bin1;d40_10bin2;d40_10bin3;d40_10bin4;d40_10bin5;d40_11bin1;d40_11bin2;d40_11bin3;d40_11bin4;d40_9bin1_sum;d40_9bin2_sum;d40_9bin3_sum;d40_10bin1_sum;d40_10bin2_sum;d40_10bin3_sum;d40_10bin4_sum;d40_10bin5_sum;d40_11bin1_sum;d40_11bin2_sum;d40_11bin3_sum;d40_11bin4_sum;nu_trabalhadores;filter_$
351070;3510703308450; Feminino; Superior Completo; Advogada(o); Outro vínculo não permanente; Coordenador(a); De 31 a 40 horas semanais;01/01/2017;3510708;São Paulo;Região Sudeste;Cardoso;11805;10730;1075;Pequeno I;639,248;completo;Municipal;31.08.2022;8/31/2022;51 a 60 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ;Advogado; ; ; ; ;Outros vínculos não permanentes; ; ;2; ;1; ;1; ;1; ; ;1;2;Selected
351070;3510703308450; Feminino; Superior Completo; Assistente Social; Servidor(a) Estatutária(o); Técnico(a) de nível superior; De 31 a 40 horas semanais;09/04/2019;3510708;São Paulo;Região Sudeste;Cardoso;11805;10730;1075;Pequeno I;639,248;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ;Assistente Social; ; ; ;Servidor Estatutário; ; ; ; ; ;2; ;1; ;1; ;1; ; ;1;2;Selected
351500;3515003309396; Feminino; Superior Completo; Psicóloga(o); Servidor(a) Estatutária(o); Coordenador(a); De 31 a 40 horas semanais;23/05/2018;3515004;São Paulo;Região Sudeste;Embu das Artes;240230;240230;0;Grande;70,398;completo;Municipal;31.08.2022;8/31/2022;41 a 50 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ;Psicólogo;Servidor Estatutário; ; ; ; ;1;2; ;1; ; ;1;2; ; ;1;3;Selected
351500;3515003309396; Feminino; Superior Completo; Assistente Social; Servidor(a) Estatutária(o); Técnico(a) de nível superior; De 31 a 40 horas semanais;23/05/2018;3515004;São Paulo;Região Sudeste;Embu das Artes;240230;240230;0;Grande;70,398;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ;Assistente Social; ; ; ;Servidor Estatutário; ; ; ; ;1;2; ;1; ; ;1;2; ; ;1;3;Selected
351500;3515003309396; Masculino; Superior Incompleto; Profissional de nível médio; Outro vínculo não permanente; Estagiário(a); De 21 a 30 horas semanais;06/02/2022;3515004;São Paulo;Região Sudeste;Embu das Artes;240230;240230;0;Grande;70,398;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes; ;1;2; ;1; ; ;1;2; ; ;1;3;Selected
351620;3516203312499; Feminino; Fundamental Incompleto; Sem formação profissional; Empregada(o) Privada(o) (CLT); Serviços Gerais; De 21 a 30 horas semanais;01/07/2021;3516200;São Paulo;Região Sudeste;Franca;318640;313046;5594;Grande;605,679;completo;Municipal;31.08.2022;8/31/2022;41 a 50 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental; ; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;1;1;4;1;2; ; ;1; ; ; ;6;6;Selected
351620;3516203312499; Feminino; Superior Completo; Assistente Social; Empregada(o) Privada(o) (CLT); Coordenador(a); De 21 a 30 horas semanais;01/07/2021;3516200;São Paulo;Região Sudeste;Franca;318640;313046;5594;Grande;605,679;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ;Assistente Social; ; ; ; ; ; ;Outros vínculos não permanentes;1;1;4;1;2; ; ;1; ; ; ;6;6;Selected
351620;3516203312499; Feminino; Superior Completo; Psicóloga(o); Empregada(o) Privada(o) (CLT); Técnico(a) de nível superior; De 21 a 30 horas semanais;16/03/2022;3516200;São Paulo;Região Sudeste;Franca;318640;313046;5594;Grande;605,679;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ;Psicólogo; ; ; ;Outros vínculos não permanentes;1;1;4;1;2; ; ;1; ; ; ;6;6;Selected
351620;3516203312499; Feminino; Superior Completo; Assistente Social; Empregada(o) Privada(o) (CLT); Técnico(a) de nível superior; De 21 a 30 horas semanais;01/07/2021;3516200;São Paulo;Região Sudeste;Franca;318640;313046;5594;Grande;605,679;completo;Municipal;31.08.2022;8/31/2022;16 a 29 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ;Assistente Social; ; ; ; ; ; ;Outros vínculos não permanentes;1;1;4;1;2; ; ;1; ; ; ;6;6;Selected
351620;3516203312499; Feminino; Superior Completo; Pedagoga(o); Empregada(o) Privada(o) (CLT); Técnico(a) de nível superior; De 21 a 30 horas semanais;16/12/2021;3516200;São Paulo;Região Sudeste;Franca;318640;313046;5594;Grande;605,679;completo;Municipal;31.08.2022;8/31/2022;16 a 29 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior;Pedagogo; ; ; ; ; ; ; ;Outros vínculos não permanentes;1;1;4;1;2; ; ;1; ; ; ;6;6;Selected
351620;3516203312499; Masculino; Superior Incompleto; Profissional de nível médio; Empregada(o) Privada(o) (CLT); Apoio Administrativo; De 21 a 30 horas semanais;01/07/2021;3516200;São Paulo;Região Sudeste;Franca;318640;313046;5594;Grande;605,679;completo;Municipal;31.08.2022;8/31/2022;16 a 29 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;1;1;4;1;2; ; ;1; ; ; ;6;6;Selected
351880;3518803310016; Feminino; Superior Completo; Assistente Social; Empregada(o) Privada(o) (CLT); Técnico(a) de nível superior; De 21 a 30 horas semanais;07/07/2020;3518800;São Paulo;Região Sudeste;Guarulhos;1221979;1221979;0;Metrópole;318,675;completo;Municipal;31.08.2022;8/31/2022;41 a 50 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ;Assistente Social; ; ; ; ; ; ;Outros vínculos não permanentes; ; ;6; ;3; ; ;2; ;1; ;5;6;Selected
351880;3518803310016; Masculino; Superior Completo; Psicóloga(o); Empregada(o) Privada(o) (CLT); Técnico(a) de nível superior; De 21 a 30 horas semanais;07/01/2019;3518800;São Paulo;Região Sudeste;Guarulhos;1221979;1221979;0;Metrópole;318,675;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ;Psicólogo; ; ; ;Outros vínculos não permanentes; ; ;6; ;3; ; ;2; ;1; ;5;6;Selected
351880;3518803310016; Feminino; Superior Completo; Assistente Social; Empregada(o) Pública(o) (CLT); Coordenador(a); De 41 a 44 horas semanais;07/01/2019;3518800;São Paulo;Região Sudeste;Guarulhos;1221979;1221979;0;Metrópole;318,675;completo;Municipal;31.08.2022;8/31/2022;41 a 50 anos;Nível Superior;Empregado Público (CLT); ; ;Nível Superior; ;Assistente Social; ; ; ; ;Empregado Público (CLT); ; ; ; ;6; ;3; ; ;2; ;1; ;5;6;Selected
351880;3518803310016; Feminino; Superior Completo; Assistente Social; Empregada(o) Privada(o) (CLT); Técnico(a) de nível superior; De 21 a 30 horas semanais;01/07/2021;3518800;São Paulo;Região Sudeste;Guarulhos;1221979;1221979;0;Metrópole;318,675;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ;Assistente Social; ; ; ; ; ; ;Outros vínculos não permanentes; ; ;6; ;3; ; ;2; ;1; ;5;6;Selected
351880;3518803310016; Feminino; Superior Completo; Psicóloga(o); Empregada(o) Privada(o) (CLT); Técnico(a) de nível superior; De 21 a 30 horas semanais;07/03/2022;3518800;São Paulo;Região Sudeste;Guarulhos;1221979;1221979;0;Metrópole;318,675;completo;Municipal;31.08.2022;8/31/2022;16 a 29 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ;Psicólogo; ; ; ;Outros vínculos não permanentes; ; ;6; ;3; ; ;2; ;1; ;5;6;Selected
351880;3518803310016; Feminino; Superior Completo; Outra formação de nível superior; Empregada(o) Privada(o) (CLT); Outros; De 31 a 40 horas semanais;06/01/2021;3518800;São Paulo;Região Sudeste;Guarulhos;1221979;1221979;0;Metrópole;318,675;completo;Municipal;31.08.2022;8/31/2022;16 a 29 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes; ; ;6; ;3; ; ;2; ;1; ;5;6;Selected
352130;3521303312961; Feminino; Superior Completo; Psicóloga(o); Comissionada(o); Coordenador(a); De 31 a 40 horas semanais;01/07/2022;3521309;São Paulo;Região Sudeste;Ipuã;14148;13562;586;Pequeno I;466,461;completo;Municipal;31.08.2022;8/31/2022;51 a 60 anos;Nível Superior;Comissionado; ; ;Nível Superior; ; ; ; ;Psicólogo; ; ;Comissionado; ; ; ;3; ;1; ; ;2; ; ;1;2;3;Selected
352130;3521303312961; Feminino; Superior Completo; Assistente Social; Empregada(o) Privada(o) (CLT); Técnico(a) de nível superior; De 21 a 30 horas semanais;17/05/2022;3521309;São Paulo;Região Sudeste;Ipuã;14148;13562;586;Pequeno I;466,461;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ;Assistente Social; ; ; ; ; ; ;Outros vínculos não permanentes; ; ;3; ;1; ; ;2; ; ;1;2;3;Selected
352130;3521303312961; Feminino; Superior Completo; Psicóloga(o); Empregada(o) Privada(o) (CLT); Técnico(a) de nível superior; De 11 a 20 horas semanais;18/01/2021;3521309;São Paulo;Região Sudeste;Ipuã;14148;13562;586;Pequeno I;466,461;completo;Municipal;31.08.2022;8/31/2022;16 a 29 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ;Psicólogo; ; ; ;Outros vínculos não permanentes; ; ;3; ;1; ; ;2; ; ;1;2;3;Selected
352590;3525903303538; Feminino; Superior Completo; Outra formação de nível superior; Sem Vínculo; Outros; De 41 a 44 horas semanais;01/03/2022;3525904;São Paulo;Região Sudeste;Jundiaí;370126;354204;15922;Grande;431,207;completo;Municipal;31.08.2022;8/31/2022;51 a 60 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes; ;2;7; ;1; ; ;1;3; ; ;6;9;Selected
352590;3525903303538; Feminino; Doutorado; Psicóloga(o); Servidor(a) Estatutária(o); Coordenador(a); De 31 a 40 horas semanais;01/01/2020;3525904;São Paulo;Região Sudeste;Jundiaí;370126;354204;15922;Grande;431,207;completo;Municipal;31.08.2022;8/31/2022;51 a 60 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ;Psicólogo;Servidor Estatutário; ; ; ; ;2;7; ;1; ; ;1;3; ; ;6;9;Selected
352590;3525903303538; Feminino; Superior Completo; Outra formação de nível superior; Sem Vínculo; Outros; Mais de 44 horas semanais;01/10/2022;3525904;São Paulo;Região Sudeste;Jundiaí;370126;354204;15922;Grande;431,207;completo;Municipal;31.08.2022;8/31/2022;41 a 50 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes; ;2;7; ;1; ; ;1;3; ; ;6;9;Selected
352590;3525903303538; Feminino; Superior Completo; Outra formação de nível superior; Sem Vínculo; Outros; Mais de 44 horas semanais;01/11/2020;3525904;São Paulo;Região Sudeste;Jundiaí;370126;354204;15922;Grande;431,207;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes; ;2;7; ;1; ; ;1;3; ; ;6;9;Selected
352590;3525903303538; Feminino; Médio Completo; Profissional de nível médio; Sem Vínculo; Outros; Mais de 44 horas semanais;01/06/2019;3525904;São Paulo;Região Sudeste;Jundiaí;370126;354204;15922;Grande;431,207;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes; ;2;7; ;1; ; ;1;3; ; ;6;9;Selected
352590;3525903303538; Feminino; Médio Completo; Sem formação profissional; Terceirizada(o); Motorista; De 31 a 40 horas semanais;01/07/2021;3525904;São Paulo;Região Sudeste;Jundiaí;370126;354204;15922;Grande;431,207;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes; ;2;7; ;1; ; ;1;3; ; ;6;9;Selected
352590;3525903303538; Feminino; Superior Completo; Assistente Social; Servidor(a) Estatutária(o); Técnico(a) de nível superior; De 21 a 30 horas semanais;14/07/2016;3525904;São Paulo;Região Sudeste;Jundiaí;370126;354204;15922;Grande;431,207;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ;Assistente Social; ; ; ;Servidor Estatutário; ; ; ; ;2;7; ;1; ; ;1;3; ; ;6;9;Selected
352590;3525903303538; Feminino; Superior Completo; Outra formação de nível superior; Sem Vínculo; Outros; Mais de 44 horas semanais;01/04/2018;3525904;São Paulo;Região Sudeste;Jundiaí;370126;354204;15922;Grande;431,207;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes; ;2;7; ;1; ; ;1;3; ; ;6;9;Selected
352590;3525903303538; Feminino; Superior Completo; Profissional de nível médio; Servidor(a) Estatutária(o); Educador(a) Social; De 31 a 40 horas semanais;01/01/2020;3525904;São Paulo;Região Sudeste;Jundiaí;370126;354204;15922;Grande;431,207;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ; ;Servidor Estatutário; ; ; ; ;2;7; ;1; ; ;1;3; ; ;6;9;Selected
352710;3527103313935; Feminino; Superior Completo; Psicóloga(o); Empregada(o) Privada(o) (CLT); Coordenador(a); De 41 a 44 horas semanais;01/02/2007;3527108;São Paulo;Região Sudeste;Lins;71432;70597;835;Médio;570,058;completo;Municipal;31.08.2022;8/31/2022;51 a 60 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ;Psicólogo; ; ; ;Outros vínculos não permanentes; ;2;3; ;1; ; ;2; ; ; ;5;5;Selected
352710;3527103313935; Masculino; Superior Incompleto; Profissional de nível médio; Empregada(o) Privada(o) (CLT); Motorista; De 41 a 44 horas semanais;06/07/2018;3527108;São Paulo;Região Sudeste;Lins;71432;70597;835;Médio;570,058;completo;Municipal;31.08.2022;8/31/2022;41 a 50 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes; ;2;3; ;1; ; ;2; ; ; ;5;5;Selected
352710;3527103313935; Masculino; Superior Incompleto; Sem formação profissional; Empregada(o) Privada(o) (CLT); Motorista; De 41 a 44 horas semanais;18/12/2019;3527108;São Paulo;Região Sudeste;Lins;71432;70597;835;Médio;570,058;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes; ;2;3; ;1; ; ;2; ; ; ;5;5;Selected
352710;3527103313935; Feminino; Superior Completo; Assistente Social; Empregada(o) Privada(o) (CLT); Técnico(a) de nível superior; De 21 a 30 horas semanais;29/07/2019;3527108;São Paulo;Região Sudeste;Lins;71432;70597;835;Médio;570,058;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ;Assistente Social; ; ; ; ; ; ;Outros vínculos não permanentes; ;2;3; ;1; ; ;2; ; ; ;5;5;Selected
352710;3527103313935; Feminino; Superior Completo; Psicóloga(o); Empregada(o) Privada(o) (CLT); Técnico(a) de nível superior; De 21 a 30 horas semanais;11/03/2019;3527108;São Paulo;Região Sudeste;Lins;71432;70597;835;Médio;570,058;completo;Municipal;31.08.2022;8/31/2022;16 a 29 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ;Psicólogo; ; ; ;Outros vínculos não permanentes; ;2;3; ;1; ; ;2; ; ; ;5;5;Selected
352990;3529903313981; Feminino; Superior Completo; Psicóloga(o); Servidor(a) Estatutária(o); Técnico(a) de nível superior; De 31 a 40 horas semanais;03/11/2022;3529906;São Paulo;Região Sudeste;Miracatu;20592;10586;10006;Pequeno II;1001,484;completo;Municipal;31.08.2022;8/31/2022;51 a 60 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ;Psicólogo;Servidor Estatutário; ; ; ; ; ;3; ;1; ; ;1;2; ;1; ;3;Selected
352990;3529903313981; Feminino; Superior Completo; Outra formação de nível superior; Comissionada(o); Coordenador(a); De 31 a 40 horas semanais;01/09/2022;3529906;São Paulo;Região Sudeste;Miracatu;20592;10586;10006;Pequeno II;1001,484;completo;Municipal;31.08.2022;8/31/2022;51 a 60 anos;Nível Superior;Comissionado; ; ;Nível Superior; ; ; ; ; ; ; ;Comissionado; ; ; ;3; ;1; ; ;1;2; ;1; ;3;Selected
352990;3529903313981; Feminino; Superior Completo; Assistente Social; Servidor(a) Estatutária(o); Técnico(a) de nível superior; De 21 a 30 horas semanais;01/09/2022;3529906;São Paulo;Região Sudeste;Miracatu;20592;10586;10006;Pequeno II;1001,484;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ;Assistente Social; ; ; ;Servidor Estatutário; ; ; ; ; ;3; ;1; ; ;1;2; ;1; ;3;Selected
353030;3530303308073; Masculino; Superior Completo; Administrador(a); Outro vínculo não permanente; Coordenador(a); De 41 a 44 horas semanais;11/01/2017;3530300;São Paulo;Região Sudeste;Mirassol;53792;52433;1359;Médio;243,228;completo;Municipal;31.08.2022;8/31/2022;61 a 80 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes; ; ;3; ;1; ; ;1;2; ; ;1;3;Selected
353030;3530303308073; Feminino; Superior Completo; Assistente Social; Servidor(a) Estatutária(o); Técnico(a) de nível superior; De 21 a 30 horas semanais;01/09/2009;3530300;São Paulo;Região Sudeste;Mirassol;53792;52433;1359;Médio;243,228;completo;Municipal;31.08.2022;8/31/2022;61 a 80 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ;Assistente Social; ; ; ;Servidor Estatutário; ; ; ; ; ;3; ;1; ; ;1;2; ; ;1;3;Selected
353030;3530303308073; Feminino; Superior Completo; Psicóloga(o); Servidor(a) Estatutária(o); Técnico(a) de nível superior; De 11 a 20 horas semanais;04/01/2016;3530300;São Paulo;Região Sudeste;Mirassol;53792;52433;1359;Médio;243,228;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ;Psicólogo;Servidor Estatutário; ; ; ; ; ;3; ;1; ; ;1;2; ; ;1;3;Selected
353040;3530403308418; Feminino; Superior Completo; Assistente Social; Terceirizada(o); Coordenador(a); Até 10 horas semanais;01/01/2021;3530409;São Paulo;Região Sudeste;Mirassolândia;4295;3492;803;Pequeno I;166,125;completo;Municipal;31.08.2022;8/31/2022;51 a 60 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ;Assistente Social; ; ; ; ; ; ;Outros vínculos não permanentes; ; ;2; ;1; ; ;1; ; ; ;2;2;Selected
353040;3530403308418; Feminino; Superior Completo; Psicóloga(o); Terceirizada(o); Técnico(a) de nível superior; Até 10 horas semanais;01/01/2021;3530409;São Paulo;Região Sudeste;Mirassolândia;4295;3492;803;Pequeno I;166,125;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ;Psicólogo; ; ; ;Outros vínculos não permanentes; ; ;2; ;1; ; ;1; ; ; ;2;2;Selected
353060;3530603309296; Feminino; Superior Completo; Psicóloga(o); Servidor(a) Estatutária(o); Técnico(a) de nível superior; De 31 a 40 horas semanais;02/08/2018;3530607;São Paulo;Região Sudeste;Mogi das Cruzes;387779;357313;30466;Grande;712,541;completo;Municipal;31.08.2022;8/31/2022;41 a 50 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ;Psicólogo;Servidor Estatutário; ; ; ;1; ;5; ;1; ;1;1;5; ; ;1;6;Selected
353060;3530603309296; Feminino; Fundamental Incompleto; Sem formação profissional; Servidor(a) Estatutária(o); Serviços Gerais; De 31 a 40 horas semanais;22/08/1994;3530607;São Paulo;Região Sudeste;Mogi das Cruzes;387779;357313;30466;Grande;712,541;completo;Municipal;31.08.2022;8/31/2022;61 a 80 anos;Nível fundamental;Servidor Estatutário;Nível fundamental; ; ; ; ; ; ; ;Servidor Estatutário; ; ; ;1; ;5; ;1; ;1;1;5; ; ;1;6;Selected
353060;3530603309296; Feminino; Superior Completo; Advogada(o); Outro vínculo não permanente; Coordenador(a); De 31 a 40 horas semanais;02/08/2018;3530607;São Paulo;Região Sudeste;Mogi das Cruzes;387779;357313;30466;Grande;712,541;completo;Municipal;31.08.2022;8/31/2022;51 a 60 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ;Advogado; ; ; ; ;Outros vínculos não permanentes;1; ;5; ;1; ;1;1;5; ; ;1;6;Selected
353060;3530603309296; Feminino; Superior Completo; Outra formação de nível superior; Servidor(a) Estatutária(o); Outros; De 31 a 40 horas semanais;14/10/2022;3530607;São Paulo;Região Sudeste;Mogi das Cruzes;387779;357313;30466;Grande;712,541;completo;Municipal;31.08.2022;8/31/2022;41 a 50 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ; ;Servidor Estatutário; ; ; ;1; ;5; ;1; ;1;1;5; ; ;1;6;Selected
353060;3530603309296; Feminino; Superior Completo; Administrador(a); Servidor(a) Estatutária(o); Apoio Administrativo; De 31 a 40 horas semanais;01/10/2018;3530607;São Paulo;Região Sudeste;Mogi das Cruzes;387779;357313;30466;Grande;712,541;completo;Municipal;31.08.2022;8/31/2022;41 a 50 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ; ;Servidor Estatutário; ; ; ;1; ;5; ;1; ;1;1;5; ; ;1;6;Selected
353060;3530603309296; Masculino; Especialização; Assistente Social; Servidor(a) Estatutária(o); Técnico(a) de nível superior; De 21 a 30 horas semanais;08/06/2019;3530607;São Paulo;Região Sudeste;Mogi das Cruzes;387779;357313;30466;Grande;712,541;completo;Municipal;31.08.2022;8/31/2022;41 a 50 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ;Assistente Social; ; ; ;Servidor Estatutário; ; ; ;1; ;5; ;1; ;1;1;5; ; ;1;6;Selected
353160;3531603308039; Masculino; Superior Completo; Psicóloga(o); Servidor(a) Estatutária(o); Técnico(a) de nível superior; De 21 a 30 horas semanais;16/03/2016;3531605;São Paulo;Região Sudeste;Monte Castelo;4063;3211;852;Pequeno I;233,547;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ;Psicólogo;Servidor Estatutário; ; ; ; ; ;3; ;2; ; ;1;3; ; ; ;3;Selected
353160;3531603308039; Feminino; Superior Completo; Assistente Social; Servidor(a) Estatutária(o); Técnico(a) de nível superior; De 21 a 30 horas semanais;01/01/2019;3531605;São Paulo;Região Sudeste;Monte Castelo;4063;3211;852;Pequeno I;233,547;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ;Assistente Social; ; ; ;Servidor Estatutário; ; ; ; ; ;3; ;2; ; ;1;3; ; ; ;3;Selected
353160;3531603308039; Feminino; Superior Completo; Assistente Social; Servidor(a) Estatutária(o); Coordenador(a); De 21 a 30 horas semanais;20/09/2022;3531605;São Paulo;Região Sudeste;Monte Castelo;4063;3211;852;Pequeno I;233,547;completo;Municipal;31.08.2022;8/31/2022;16 a 29 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ;Assistente Social; ; ; ;Servidor Estatutário; ; ; ; ; ;3; ;2; ; ;1;3; ; ; ;3;Selected
353440;3534403311941; Feminino; Superior Completo; Assistente Social; Servidor(a) Estatutária(o); Técnico(a) de nível superior; De 21 a 30 horas semanais;23/05/2022;3534401;São Paulo;Região Sudeste;Osasco;666740;666740;0;Grande;64,954;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ;Assistente Social; ; ; ;Servidor Estatutário; ; ; ;1;1;5; ;2; ; ;3;7; ; ; ;7;Selected
353440;3534403311941; Masculino; Especialização; Psicóloga(o); Servidor(a) Estatutária(o); Técnico(a) de nível superior; De 21 a 30 horas semanais;20/04/2021;3534401;São Paulo;Região Sudeste;Osasco;666740;666740;0;Grande;64,954;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ;Psicólogo;Servidor Estatutário; ; ; ;1;1;5; ;2; ; ;3;7; ; ; ;7;Selected
353440;3534403311941; Feminino; Especialização; Psicóloga(o); Servidor(a) Estatutária(o); Técnico(a) de nível superior; De 21 a 30 horas semanais;07/01/2016;3534401;São Paulo;Região Sudeste;Osasco;666740;666740;0;Grande;64,954;completo;Municipal;31.08.2022;8/31/2022;41 a 50 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ;Psicólogo;Servidor Estatutário; ; ; ;1;1;5; ;2; ; ;3;7; ; ; ;7;Selected
353440;3534403311941; Feminino; Médio Incompleto; Sem formação profissional; Servidor(a) Estatutária(o); Educador(a) Social; De 31 a 40 horas semanais;01/05/2021;3534401;São Paulo;Região Sudeste;Osasco;666740;666740;0;Grande;64,954;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;Nível fundamental;Servidor Estatutário;Nível fundamental; ; ; ; ; ; ; ;Servidor Estatutário; ; ; ;1;1;5; ;2; ; ;3;7; ; ; ;7;Selected
353440;3534403311941; Feminino; Médio Completo; Profissional de nível médio; Servidor(a) Estatutária(o); Apoio Administrativo; De 31 a 40 horas semanais;15/08/2022;3534401;São Paulo;Região Sudeste;Osasco;666740;666740;0;Grande;64,954;completo;Municipal;31.08.2022;8/31/2022;30 a 40 anos;Nível Médio;Servidor Estatutário; ;Nível Médio; ; ; ; ; ; ;Servidor Estatutário; ; ; ;1;1;5; ;2; ; ;3;7; ; ; ;7;Selected
