NU_IDENTIFICADOR;IBGE;Regiao;q_45_2;q_45_3;q_45_9;q_45_10;q_45_11;q_45_12;q_45_13;q_45_14;Q_completo;DataCenso;DataCenso_2018;q_45_2_rec;Idade;Faixas_etarias;d_45_9;d_45_11;d_45_9bin1;d_45_9bin2;d_45_9bin3;d_45_10bin1;d_45_10bin2;d_45_10bin3;d_45_10bin4;d_45_10bin5;d_45_11bin1;d_45_11bin2;d_45_11bin3;d_45_11bin4;d_45_9bin1_sum;d_45_9bin2_sum;d_45_9bin3_sum;d_45_10bin1_sum;d_45_10bin2_sum;d_45_10bin3_sum;d_45_10bin4_sum;d_45_10bin5_sum;d_45_11bin1_sum;d_45_11bin2_sum;d_45_11bin3_sum;d_45_11bin4_sum;nu_trabalhadores
2304403300026;23;Região Nordeste;12.05.1953;MASCULINO;Médio Completo;Profissional de nível médio;Servidor(a)/Estatutário(a);Outros;De 31 a 40 horas semanais;11/09/1984;;31.08.2018;31/ago/18;12/mai/53;65;Mais de 60 anos;Nível Médio;Servidor Estatutário;;Nível Médio;;;;;;;Servidor Estatutário;;;;23,00;44,00;46,00;6,00;5,00;0,00;2,00;0,00;54,00;0,00;0,00;59,00;113
2304403300026;23;Região Nordeste;08.02.1950;FEMININO;Fundamental Completo;Sem formação profissional;Empregada(o) Celetista do Setor Privado;Cuidador(a);De 41 a 44 horas semanais;01/08/2013;;31.08.2018;31/ago/18;08/fev/50;68;Mais de 60 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;23,00;44,00;46,00;6,00;5,00;0,00;2,00;0,00;54,00;0,00;0,00;59,00;113
2304403300026;23;Região Nordeste;21.05.1983;FEMININO;Fundamental Completo;Sem formação profissional;Empregada(o) Celetista do Setor Privado;Serviços Gerais;De 41 a 44 horas semanais;13/12/2013;;31.08.2018;31/ago/18;21/mai/83;35;30 a 40 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;23,00;44,00;46,00;6,00;5,00;0,00;2,00;0,00;54,00;0,00;0,00;59,00;113
2304403300026;23;Região Nordeste;27.10.1982;MASCULINO;Médio Incompleto;Sem formação profissional;Empregada(o) Celetista do Setor Privado;Serviços Gerais;De 31 a 40 horas semanais;06/07/2018;;31.08.2018;31/ago/18;27/out/82;35;30 a 40 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;23,00;44,00;46,00;6,00;5,00;0,00;2,00;0,00;54,00;0,00;0,00;59,00;113
2304403300026;23;Região Nordeste;07.02.1991;FEMININO;Superior Completo;Outra formação de nível superior;Terceirizada(o);Técnico(a) de Nível Superior;De 21 a 30 horas semanais;01/06/2016;;31.08.2018;31/ago/18;07/fev/91;27;16 a 29 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;23,00;44,00;46,00;6,00;5,00;0,00;2,00;0,00;54,00;0,00;0,00;59,00;113
2304403300026;23;Região Nordeste;02.03.1991;MASCULINO;Fundamental Completo;Sem formação profissional;Empregada(o) Celetista do Setor Privado;Serviços Gerais;De 31 a 40 horas semanais;13/07/2018;;31.08.2018;31/ago/18;02/mar/91;27;16 a 29 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;23,00;44,00;46,00;6,00;5,00;0,00;2,00;0,00;54,00;0,00;0,00;59,00;113
2304403300026;23;Região Nordeste;17.05.1992;FEMININO;Superior Completo;Administrador(a);Empregada(o) Celetista do Setor Privado;Outros;De 31 a 40 horas semanais;01/07/2017;;31.08.2018;31/ago/18;17/mai/92;26;16 a 29 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;23,00;44,00;46,00;6,00;5,00;0,00;2,00;0,00;54,00;0,00;0,00;59,00;113
2304403300026;23;Região Nordeste;08.09.1993;FEMININO;Superior Completo;Enfermeira(o);Empregada(o) Celetista do Setor Privado;Técnico(a) de Nível Superior;De 21 a 30 horas semanais;01/09/2017;;31.08.2018;31/ago/18;08/set/93;24;16 a 29 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;23,00;44,00;46,00;6,00;5,00;0,00;2,00;0,00;54,00;0,00;0,00;59,00;113
2304403300026;23;Região Nordeste;12.10.1949;FEMININO;Superior Completo;Outra formação de nível superior;Servidor(a)/Estatutário(a);Educador(a)/Orientador(a) Social;De 31 a 40 horas semanais;04/07/1973;;31.08.2018;31/ago/18;12/out/49;68;Mais de 60 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;;;;;Servidor Estatutário;;;;23,00;44,00;46,00;6,00;5,00;0,00;2,00;0,00;54,00;0,00;0,00;59,00;113
2304403300026;23;Região Nordeste;02.05.1998;MASCULINO;Médio Incompleto;Sem formação profissional;Empregada(o) Celetista do Setor Privado;Serviços Gerais;De 31 a 40 horas semanais;13/07/2018;;31.08.2018;31/ago/18;02/mai/98;20;16 a 29 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;23,00;44,00;46,00;6,00;5,00;0,00;2,00;0,00;54,00;0,00;0,00;59,00;113
2304403300026;23;Região Nordeste;25.11.1997;MASCULINO;Médio Completo;Profissional de nível médio;Terceirizada(o);Serviços Gerais;De 31 a 40 horas semanais;01/06/2016;;31.08.2018;31/ago/18;25/nov/97;20;16 a 29 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;23,00;44,00;46,00;6,00;5,00;0,00;2,00;0,00;54,00;0,00;0,00;59,00;113
2304403300026;23;Região Nordeste;07.08.1954;FEMININO;Superior Completo;Assistente Social;Servidor(a)/Estatutário(a);Técnico(a) de Nível Superior;De 11 a 20 horas semanais;10/03/2014;;31.08.2018;31/ago/18;07/ago/54;64;Mais de 60 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;Assistente Social;;;;Servidor Estatutário;;;;23,00;44,00;46,00;6,00;5,00;0,00;2,00;0,00;54,00;0,00;0,00;59,00;113
2304403300026;23;Região Nordeste;07.01.1953;FEMININO;Médio Completo;Profissional de nível médio;Servidor(a)/Estatutário(a);Educador(a)/Orientador(a) Social;De 41 a 44 horas semanais;03/01/2015;;31.08.2018;31/ago/18;07/jan/53;65;Mais de 60 anos;Nível Médio;Servidor Estatutário;;Nível Médio;;;;;;;Servidor Estatutário;;;;23,00;44,00;46,00;6,00;5,00;0,00;2,00;0,00;54,00;0,00;0,00;59,00;113
2304403300026;23;Região Nordeste;16.12.1958;FEMININO;Superior Completo;Outra formação de nível superior;Empregada(o) Celetista do Setor Privado;Técnico(a) de Nível Superior;De 21 a 30 horas semanais;01/08/2013;;31.08.2018;31/ago/18;16/dez/58;59;51 a 60 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;;;;;;;;;Outros vínculos não permanentes;23,00;44,00;46,00;6,00;5,00;0,00;2,00;0,00;54,00;0,00;0,00;59,00;113
2304403300026;23;Região Nordeste;20.02.1960;MASCULINO;Superior Completo;Outra formação de nível superior;Servidor(a)/Estatutário(a);Técnico(a) de Nível Superior;De 31 a 40 horas semanais;17/10/1999;;31.08.2018;31/ago/18;20/fev/60;58;51 a 60 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;;;;;Servidor Estatutário;;;;23,00;44,00;46,00;6,00;5,00;0,00;2,00;0,00;54,00;0,00;0,00;59,00;113
2304403300026;23;Região Nordeste;15.04.1954;FEMININO;Médio Completo;Profissional de nível médio;Trabalhador(a) de empresa/cooperativa/entidade prestadora de serviço;Outros;De 31 a 40 horas semanais;01/07/2017;;31.08.2018;31/ago/18;15/abr/54;64;Mais de 60 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;23,00;44,00;46,00;6,00;5,00;0,00;2,00;0,00;54,00;0,00;0,00;59,00;113
2304403300026;23;Região Nordeste;17.06.1957;MASCULINO;Fundamental Incompleto;Sem formação profissional;Servidor(a)/Estatutário(a);Serviços Gerais;De 31 a 40 horas semanais;07/08/1999;;31.08.2018;31/ago/18;17/jun/57;61;Mais de 60 anos;Nível fundamental;Servidor Estatutário;Nível fundamental;;;;;;;;Servidor Estatutário;;;;23,00;44,00;46,00;6,00;5,00;0,00;2,00;0,00;54,00;0,00;0,00;59,00;113
2304403300026;23;Região Nordeste;10.02.1957;FEMININO;Superior Completo;Economista;Servidor(a)/Estatutário(a);Técnico(a) de Nível Superior;De 31 a 40 horas semanais;01/04/1984;;31.08.2018;31/ago/18;10/fev/57;61;Mais de 60 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;;;;;Servidor Estatutário;;;;23,00;44,00;46,00;6,00;5,00;0,00;2,00;0,00;54,00;0,00;0,00;59,00;113
2304403300026;23;Região Nordeste;21.08.1954;FEMININO;Especialização;Enfermeira(o);Servidor(a)/Estatutário(a);Técnico(a) de Nível Superior;De 31 a 40 horas semanais;09/09/2002;;31.08.2018;31/ago/18;21/ago/54;64;Mais de 60 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;;;;;Servidor Estatutário;;;;23,00;44,00;46,00;6,00;5,00;0,00;2,00;0,00;54,00;0,00;0,00;59,00;113
2304403300026;23;Região Nordeste;24.05.1958;FEMININO;Especialização;Assistente Social;Servidor(a)/Estatutário(a);Técnico(a) de Nível Superior;De 21 a 30 horas semanais;05/03/1978;;31.08.2018;31/ago/18;24/mai/58;60;51 a 60 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;Assistente Social;;;;Servidor Estatutário;;;;23,00;44,00;46,00;6,00;5,00;0,00;2,00;0,00;54,00;0,00;0,00;59,00;113
2304403300026;23;Região Nordeste;05.06.1956;FEMININO;Especialização;Enfermeira(o);Servidor(a)/Estatutário(a);Técnico(a) de Nível Superior;De 11 a 20 horas semanais;14/11/1979;;31.08.2018;31/ago/18;05/jun/56;62;Mais de 60 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;;;;;Servidor Estatutário;;;;23,00;44,00;46,00;6,00;5,00;0,00;2,00;0,00;54,00;0,00;0,00;59,00;113
2304403300026;23;Região Nordeste;11.11.1959;FEMININO;Mestrado;Assistente Social;Servidor(a)/Estatutário(a);Técnico(a) de Nível Superior;De 11 a 20 horas semanais;13/06/1981;;31.08.2018;31/ago/18;11/nov/59;58;51 a 60 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;Assistente Social;;;;Servidor Estatutário;;;;23,00;44,00;46,00;6,00;5,00;0,00;2,00;0,00;54,00;0,00;0,00;59,00;113
2304403300026;23;Região Nordeste;01.07.1959;MASCULINO;Superior Completo;Outra formação de nível superior;Servidor(a)/Estatutário(a);Técnico(a) de Nível Superior;De 21 a 30 horas semanais;02/04/1985;;31.08.2018;31/ago/18;01/jul/59;59;51 a 60 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;;;;;Servidor Estatutário;;;;23,00;44,00;46,00;6,00;5,00;0,00;2,00;0,00;54,00;0,00;0,00;59,00;113
2304403300026;23;Região Nordeste;27.12.1956;FEMININO;Superior Completo;Enfermeira(o);Servidor(a)/Estatutário(a);Técnico(a) de Nível Superior;De 31 a 40 horas semanais;06/06/1978;;31.08.2018;31/ago/18;27/dez/56;61;Mais de 60 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;;;;;Servidor Estatutário;;;;23,00;44,00;46,00;6,00;5,00;0,00;2,00;0,00;54,00;0,00;0,00;59,00;113
2304403300026;23;Região Nordeste;08.08.1955;MASCULINO;Médio Completo;Profissional de nível médio;Servidor(a)/Estatutário(a);Outros;De 31 a 40 horas semanais;01/02/1995;;31.08.2018;31/ago/18;08/ago/55;63;Mais de 60 anos;Nível Médio;Servidor Estatutário;;Nível Médio;;;;;;;Servidor Estatutário;;;;23,00;44,00;46,00;6,00;5,00;0,00;2,00;0,00;54,00;0,00;0,00;59,00;113
2304403300026;23;Região Nordeste;03.03.1957;MASCULINO;Superior Incompleto;Profissional de nível médio;Servidor(a)/Estatutário(a);Outros;De 31 a 40 horas semanais;01/02/1995;;31.08.2018;31/ago/18;03/mar/57;61;Mais de 60 anos;Nível Médio;Servidor Estatutário;;Nível Médio;;;;;;;Servidor Estatutário;;;;23,00;44,00;46,00;6,00;5,00;0,00;2,00;0,00;54,00;0,00;0,00;59,00;113
2304403300026;23;Região Nordeste;02.08.1953;MASCULINO;Médio Completo;Profissional de nível médio;Servidor(a)/Estatutário(a);Motorista;De 31 a 40 horas semanais;17/03/1987;;31.08.2018;31/ago/18;02/ago/53;65;Mais de 60 anos;Nível Médio;Servidor Estatutário;;Nível Médio;;;;;;;Servidor Estatutário;;;;23,00;44,00;46,00;6,00;5,00;0,00;2,00;0,00;54,00;0,00;0,00;59,00;113
2304403300026;23;Região Nordeste;01.07.1959;FEMININO;Especialização;Pedagoga(o);Servidor(a)/Estatutário(a);Técnico(a) de Nível Superior;De 21 a 30 horas semanais;10/04/2011;;31.08.2018;31/ago/18;01/jul/59;59;51 a 60 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;Pedagogo;;;;;Servidor Estatutário;;;;23,00;44,00;46,00;6,00;5,00;0,00;2,00;0,00;54,00;0,00;0,00;59,00;113
2304403300026;23;Região Nordeste;06.12.1949;MASCULINO;Fundamental Completo;Sem formação profissional;Servidor(a)/Estatutário(a);Motorista;De 31 a 40 horas semanais;13/09/1980;;31.08.2018;31/ago/18;06/dez/49;68;Mais de 60 anos;Nível fundamental;Servidor Estatutário;Nível fundamental;;;;;;;;Servidor Estatutário;;;;23,00;44,00;46,00;6,00;5,00;0,00;2,00;0,00;54,00;0,00;0,00;59,00;113
2304403300026;23;Região Nordeste;09.03.1952;MASCULINO;Fundamental Incompleto;Sem formação profissional;Empregada(o) Celetista do Setor Privado;Serviços Gerais;De 31 a 40 horas semanais;01/07/2017;;31.08.2018;31/ago/18;09/mar/52;66;Mais de 60 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;23,00;44,00;46,00;6,00;5,00;0,00;2,00;0,00;54,00;0,00;0,00;59,00;113
2304403300026;23;Região Nordeste;27.01.1960;MASCULINO;Médio Completo;Profissional de nível médio;Empregada(o) Celetista do Setor Privado;Educador(a)/Orientador(a) Social;De 41 a 44 horas semanais;01/06/2013;;31.08.2018;31/ago/18;27/jan/60;58;51 a 60 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;23,00;44,00;46,00;6,00;5,00;0,00;2,00;0,00;54,00;0,00;0,00;59,00;113
2304403300026;23;Região Nordeste;02.11.1960;MASCULINO;Médio Completo;Profissional de nível médio;Servidor(a)/Estatutário(a);Educador(a)/Orientador(a) Social;De 11 a 20 horas semanais;01/08/1981;;31.08.2018;31/ago/18;02/nov/60;57;51 a 60 anos;Nível Médio;Servidor Estatutário;;Nível Médio;;;;;;;Servidor Estatutário;;;;23,00;44,00;46,00;6,00;5,00;0,00;2,00;0,00;54,00;0,00;0,00;59,00;113
2304403300026;23;Região Nordeste;17.06.1959;MASCULINO;Fundamental Incompleto;Sem formação profissional;Empregada(o) Celetista do Setor Privado;Serviços Gerais;De 41 a 44 horas semanais;27/11/2014;;31.08.2018;31/ago/18;17/jun/59;59;51 a 60 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;23,00;44,00;46,00;6,00;5,00;0,00;2,00;0,00;54,00;0,00;0,00;59,00;113
2304403300026;23;Região Nordeste;01.07.1959;FEMININO;Médio Completo;Profissional de nível médio;Servidor(a)/Estatutário(a);Outros;De 31 a 40 horas semanais;01/01/2015;;31.08.2018;31/ago/18;01/jul/59;59;51 a 60 anos;Nível Médio;Servidor Estatutário;;Nível Médio;;;;;;;Servidor Estatutário;;;;23,00;44,00;46,00;6,00;5,00;0,00;2,00;0,00;54,00;0,00;0,00;59,00;113
2304403300026;23;Região Nordeste;27.10.1963;MASCULINO;Fundamental Completo;Profissional de nível médio;Empregada(o) Celetista do Setor Privado;Serviços Gerais;De 31 a 40 horas semanais;01/06/2013;;31.08.2018;31/ago/18;27/out/63;54;51 a 60 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental;;;;;;;;;;;Outros vínculos não permanentes;23,00;44,00;46,00;6,00;5,00;0,00;2,00;0,00;54,00;0,00;0,00;59,00;113
2304403300026;23;Região Nordeste;20.02.1962;MASCULINO;Médio Completo;Profissional de nível médio;Servidor(a)/Estatutário(a);Educador(a)/Orientador(a) Social;De 31 a 40 horas semanais;05/06/1995;;31.08.2018;31/ago/18;20/fev/62;56;51 a 60 anos;Nível Médio;Servidor Estatutário;;Nível Médio;;;;;;;Servidor Estatutário;;;;23,00;44,00;46,00;6,00;5,00;0,00;2,00;0,00;54,00;0,00;0,00;59,00;113
2304403300026;23;Região Nordeste;21.05.1960;MASCULINO;Médio Completo;Profissional de nível médio;Servidor(a)/Estatutário(a);Educador(a)/Orientador(a) Social;De 31 a 40 horas semanais;01/06/1996;;31.08.2018;31/ago/18;21/mai/60;58;51 a 60 anos;Nível Médio;Servidor Estatutário;;Nível Médio;;;;;;;Servidor Estatutário;;;;23,00;44,00;46,00;6,00;5,00;0,00;2,00;0,00;54,00;0,00;0,00;59,00;113
2304403300026;23;Região Nordeste;04.02.1958;FEMININO;Superior Completo;Outra formação de nível superior;Servidor(a)/Estatutário(a);Técnico(a) de Nível Superior;De 31 a 40 horas semanais;18/11/1979;;31.08.2018;31/ago/18;04/fev/58;60;51 a 60 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;;;;;Servidor Estatutário;;;;23,00;44,00;46,00;6,00;5,00;0,00;2,00;0,00;54,00;0,00;0,00;59,00;113
2304403300026;23;Região Nordeste;20.09.1961;MASCULINO;Fundamental Incompleto;Sem formação profissional;Servidor(a)/Estatutário(a);Serviços Gerais;De 31 a 40 horas semanais;10/07/1991;;31.08.2018;31/ago/18;20/set/61;56;51 a 60 anos;Nível fundamental;Servidor Estatutário;Nível fundamental;;;;;;;;Servidor Estatutário;;;;23,00;44,00;46,00;6,00;5,00;0,00;2,00;0,00;54,00;0,00;0,00;59,00;113
2304403300026;23;Região Nordeste;16.09.1958;MASCULINO;Médio Completo;Profissional de nível médio;Servidor(a)/Estatutário(a);Motorista;De 31 a 40 horas semanais;01/07/2013;;31.08.2018;31/ago/18;16/set/58;59;51 a 60 anos;Nível Médio;Servidor Estatutário;;Nível Médio;;;;;;;Servidor Estatutário;;;;23,00;44,00;46,00;6,00;5,00;0,00;2,00;0,00;54,00;0,00;0,00;59,00;113
2304403300026;23;Região Nordeste;07.10.1959;MASCULINO;Médio Completo;Profissional de nível médio;Servidor(a)/Estatutário(a);Educador(a)/Orientador(a) Social;De 31 a 40 horas semanais;06/02/1984;;31.08.2018;31/ago/18;07/out/59;58;51 a 60 anos;Nível Médio;Servidor Estatutário;;Nível Médio;;;;;;;Servidor Estatutário;;;;23,00;44,00;46,00;6,00;5,00;0,00;2,00;0,00;54,00;0,00;0,00;59,00;113
2304403300026;23;Região Nordeste;25.03.1955;MASCULINO;Superior Completo;Outra formação de nível superior;Servidor(a)/Estatutário(a);Técnico(a) de Nível Superior;De 31 a 40 horas semanais;01/04/1985;;31.08.2018;31/ago/18;25/mar/55;63;Mais de 60 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;;;;;Servidor Estatutário;;;;23,00;44,00;46,00;6,00;5,00;0,00;2,00;0,00;54,00;0,00;0,00;59,00;113
2304403300026;23;Região Nordeste;01.08.1958;MASCULINO;Superior Completo;Socióloga(o);Servidor(a)/Estatutário(a);Técnico(a) de Nível Superior;De 31 a 40 horas semanais;01/11/2014;;31.08.2018;31/ago/18;01/ago/58;60;51 a 60 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;;;;;Servidor Estatutário;;;;23,00;44,00;46,00;6,00;5,00;0,00;2,00;0,00;54,00;0,00;0,00;59,00;113
2304403300026;23;Região Nordeste;14.05.1963;FEMININO;Médio Completo;Profissional de nível médio;Servidor(a)/Estatutário(a);Apoio Administrativo;De 41 a 44 horas semanais;01/09/2010;;31.08.2018;31/ago/18;14/mai/63;55;51 a 60 anos;Nível Médio;Servidor Estatutário;;Nível Médio;;;;;;;Servidor Estatutário;;;;23,00;44,00;46,00;6,00;5,00;0,00;2,00;0,00;54,00;0,00;0,00;59,00;113
2304403300026;23;Região Nordeste;28.05.1962;MASCULINO;Superior Completo;Advogada(o);Servidor(a)/Estatutário(a);Técnico(a) de Nível Superior;De 31 a 40 horas semanais;01/02/1995;;31.08.2018;31/ago/18;28/mai/62;56;51 a 60 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;;;Advogado;;Servidor Estatutário;;;;23,00;44,00;46,00;6,00;5,00;0,00;2,00;0,00;54,00;0,00;0,00;59,00;113
2304403300026;23;Região Nordeste;06.12.1960;FEMININO;Médio Completo;Profissional de nível médio;Servidor(a)/Estatutário(a);Serviços Gerais;De 31 a 40 horas semanais;01/02/1980;;31.08.2018;31/ago/18;06/dez/60;57;51 a 60 anos;Nível Médio;Servidor Estatutário;;Nível Médio;;;;;;;Servidor Estatutário;;;;23,00;44,00;46,00;6,00;5,00;0,00;2,00;0,00;54,00;0,00;0,00;59,00;113
2304403300026;23;Região Nordeste;07.07.1963;FEMININO;Especialização;Pedagoga(o);Trabalhador(a) de empresa/cooperativa/entidade prestadora de serviço;Técnico(a) de Nível Superior;De 31 a 40 horas semanais;01/07/2017;;31.08.2018;31/ago/18;07/jul/63;55;51 a 60 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;Pedagogo;;;;;;;;Outros vínculos não permanentes;23,00;44,00;46,00;6,00;5,00;0,00;2,00;0,00;54,00;0,00;0,00;59,00;113
2304403300026;23;Região Nordeste;13.01.1963;MASCULINO;Fundamental Completo;Advogada(o);Servidor(a)/Estatutário(a);Técnico(a) de Nível Superior;De 31 a 40 horas semanais;07/07/1980;;31.08.2018;31/ago/18;13/jan/63;55;51 a 60 anos;Nível fundamental;Servidor Estatutário;Nível fundamental;;;;;;Advogado;;Servidor Estatutário;;;;23,00;44,00;46,00;6,00;5,00;0,00;2,00;0,00;54,00;0,00;0,00;59,00;113
2304403300026;23;Região Nordeste;22.01.1960;MASCULINO;Médio Completo;Profissional de nível médio;Servidor(a)/Estatutário(a);Motorista;De 31 a 40 horas semanais;01/08/1981;;31.08.2018;31/ago/18;22/jan/60;58;51 a 60 anos;Nível Médio;Servidor Estatutário;;Nível Médio;;;;;;;Servidor Estatutário;;;;23,00;44,00;46,00;6,00;5,00;0,00;2,00;0,00;54,00;0,00;0,00;59,00;113
2304403300026;23;Região Nordeste;13.01.1962;FEMININO;Superior Completo;Outra formação de nível superior;Servidor(a)/Estatutário(a);Educador(a)/Orientador(a) Social;De 31 a 40 horas semanais;10/07/1985;;31.08.2018;31/ago/18;13/jan/62;56;51 a 60 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;;;;;Servidor Estatutário;;;;23,00;44,00;46,00;6,00;5,00;0,00;2,00;0,00;54,00;0,00;0,00;59,00;113
2304403300026;23;Região Nordeste;09.03.1960;FEMININO;Especialização;Administrador(a);Servidor(a)/Estatutário(a);Técnico(a) de Nível Superior;De 31 a 40 horas semanais;03/01/2004;;31.08.2018;31/ago/18;09/mar/60;58;51 a 60 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;;;;;Servidor Estatutário;;;;23,00;44,00;46,00;6,00;5,00;0,00;2,00;0,00;54,00;0,00;0,00;59,00;113
2304403300026;23;Região Nordeste;26.08.1964;FEMININO;Superior Completo;Pedagoga(o);Empregada(o) Celetista do Setor Privado;Outros;De 41 a 44 horas semanais;01/08/2013;;31.08.2018;31/ago/18;26/ago/64;54;51 a 60 anos;Nível Superior;Outros vínculos não permanentes;;;Nível Superior;Pedagogo;;;;;;;;Outros vínculos não permanentes;23,00;44,00;46,00;6,00;5,00;0,00;2,00;0,00;54,00;0,00;0,00;59,00;113
2304403300026;23;Região Nordeste;19.07.1963;MASCULINO;Médio Completo;Sem formação profissional;Servidor(a)/Estatutário(a);Educador(a)/Orientador(a) Social;De 31 a 40 horas semanais;12/07/1996;;31.08.2018;31/ago/18;19/jul/63;55;51 a 60 anos;Nível Médio;Servidor Estatutário;;Nível Médio;;;;;;;Servidor Estatutário;;;;23,00;44,00;46,00;6,00;5,00;0,00;2,00;0,00;54,00;0,00;0,00;59,00;113
2304403300026;23;Região Nordeste;15.01.1962;MASCULINO;Superior Completo;Outra formação de nível superior;Servidor(a)/Estatutário(a);Técnico(a) de Nível Superior;De 31 a 40 horas semanais;02/01/1960;;31.08.2018;31/ago/18;15/jan/62;56;51 a 60 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;;;;;Servidor Estatutário;;;;23,00;44,00;46,00;6,00;5,00;0,00;2,00;0,00;54,00;0,00;0,00;59,00;113
2304403300026;23;Região Nordeste;15.09.1959;MASCULINO;Médio Completo;Profissional de nível médio;Servidor(a)/Estatutário(a);Educador(a)/Orientador(a) Social;De 31 a 40 horas semanais;01/10/1983;;31.08.2018;31/ago/18;15/set/59;58;51 a 60 anos;Nível Médio;Servidor Estatutário;;Nível Médio;;;;;;;Servidor Estatutário;;;;23,00;44,00;46,00;6,00;5,00;0,00;2,00;0,00;54,00;0,00;0,00;59,00;113
2304403300026;23;Região Nordeste;20.05.1961;MASCULINO;Mestrado;Pedagoga(o);Servidor(a)/Estatutário(a);Técnico(a) de Nível Superior;De 31 a 40 horas semanais;04/05/2000;;31.08.2018;31/ago/18;20/mai/61;57;51 a 60 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;Pedagogo;;;;;Servidor Estatutário;;;;23,00;44,00;46,00;6,00;5,00;0,00;2,00;0,00;54,00;0,00;0,00;59,00;113
2304403300026;23;Região Nordeste;23.12.1964;MASCULINO;Doutorado;Outra formação de nível superior;Servidor(a)/Estatutário(a);Técnico(a) de Nível Superior;De 21 a 30 horas semanais;06/09/1998;;31.08.2018;31/ago/18;23/dez/64;53;51 a 60 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;;;;;Servidor Estatutário;;;;23,00;44,00;46,00;6,00;5,00;0,00;2,00;0,00;54,00;0,00;0,00;59,00;113
2304403300026;23;Região Nordeste;10.08.1957;MASCULINO;Médio Completo;Profissional de nível médio;Servidor(a)/Estatutário(a);Motorista;De 31 a 40 horas semanais;08/08/1981;;31.08.2018;31/ago/18;10/ago/57;61;Mais de 60 anos;Nível Médio;Servidor Estatutário;;Nível Médio;;;;;;;Servidor Estatutário;;;;23,00;44,00;46,00;6,00;5,00;0,00;2,00;0,00;54,00;0,00;0,00;59,00;113
2304403300026;23;Região Nordeste;05.07.1964;MASCULINO;Superior Completo;Outra formação de nível superior;Servidor(a)/Estatutário(a);Apoio Administrativo;De 31 a 40 horas semanais;01/08/1984;;31.08.2018;31/ago/18;05/jul/64;54;51 a 60 anos;Nível Superior;Servidor Estatutário;;;Nível Superior;;;;;;Servidor Estatutário;;;;23,00;44,00;46,00;6,00;5,00;0,00;2,00;0,00;54,00;0,00;0,00;59,00;113
2304403300026;23;Região Nordeste;03.04.1957;FEMININO;Médio Completo;Profissional de nível médio;Empregada(o) Celetista do Setor Privado;Cozinheiro(a);De 31 a 40 horas semanais;03/09/2018;;31.08.2018;31/ago/18;03/abr/57;61;Mais de 60 anos;Nível Médio;Outros vínculos não permanentes;;Nível Médio;;;;;;;;;;Outros vínculos não permanentes;23,00;44,00;46,00;6,00;5,00;0,00;2,00;0,00;54,00;0,00;0,00;59,00;113
