IBGE;IBGE7;UF;Regiao;Município;Pop_total_2010;Pop_Urbana2010;Pop_Rural2010;Porte_pop2010;areaKm2;NU_IDENTIFICADOR;ident_0_1;ident_0_2;ident_0_3;ident_0_4;ident_0_5;ident_0_6;ident_0_7;ident_0_8;ident_0_9;ident_0_10;ident_0_11;ident_0_12;ident_0_13;ident_0_14;Latitude;Longitude;q_1;q_2_1;q_2_2;q_2_3;q_2_4;q_3_1;q_3_2;q_4;q_5;q_6;q_7;q_7_1;q_8_1;q_8_2;q_8_3;q_8_0;q_9_1;q_9_2;q_9_3;q_9_0;q_9_3_1;q_10_0;q_10_1;q_10_2;q_10_3;q_10_4;q_10_5;q_10_6;q_10_7;q_10_8;q_10_9;q_10_10;q_10_99;q_11_1;q_11_2;q_11_3;q_11_4;q_11_99;q_11_0;q_11_99_1;q_12;q_12_1;q_13_1;q_13_2;q_13_3;q_13_4;q_13_5;q_13_6;q_13_7;q_13_8;q_13_9;q_13_10;q_13_11;q_13_12;q_13_0;q_14;q_15_1;q_15_2;q_15_3;q_15_4;q_15_5;q_15_6;q_16;q_17_1;q_17_2;q_17_3;q_17_4;q_17_5;q_17_99;q_17_99_1;q_18_1;q_18_2;q_18_3;q_18_4;q_18_5;q_18_6;q_18_7;q_18_8;q_18_9;q_18_10;q_18_11;q_18_12;q_18_13;q_18_14;q_18_15;q_19_1;q_19_2;q_19_3;q_19_4;q_20_1;q_20_2;q_20_3;q_20_4;q_20_5;q_20_6;q_20_0;q_20_4_1;q_20_5_1;q_21_1;q_21_2;q_21_3;q_21_4;q_21_5;q_21_6;q_21_7;q_21_8;q_21_9;q_21_10;q_21_11;q_21_12;q_21_13;q_21_14;q_21_15;q_21_16;q_21_17;q_21_18;q_21_19;q_21_20;q_21_21;q_21_22;q_21_23;q_21_24;q_21_25;q_21_24_1;q_22_1;q_22_2;q_22_3;q_22_4;q_22_5;q_22_6;q_22_7;q_22_8;q_22_9;q_22_10;q_22_11;q_22_12;q_22_13;q_22_14;q_22_15;q_22_16;q_22_17;q_22_18;q_22_19;q_22_20;q_22_21;q_22_22;q_22_23;q_22_24;q_22_25;q_23_1;q_23_2;q_23_3;q_23_4;q_23_5;q_23_6;q_23_7;q_23_8;q_23_9;q_23_10;q_23_11;q_23_12;q_23_13;q_23_14;q_23_15;q_23_16;q_23_17;q_23_18;q_23_19;q_23_20;q_23_21;q_23_22;q_23_99;q_23_0;q_23_99_1;q_24;q_25_1;q_25_2;q_25_3;q_25_4;q_25_5;q_25_6;q_25_7;q_25_8;q_25_9;q_25_10;q_25_11;q_26_1;q_26_2;q_26_3;q_26_4;q_26_5;q_26_99;q_26_99_1;q_27;q_28_1;q_28_2;q_28_3;q_28_4;q_28_5;q_28_99;q_28_99_1;q_29;q_30;q_31;q_32_1;q_32_2;q_32_3;q_32_4;q_32_5;q_32_6;q_32_7;q_32_99;q_33_1;q_33_1_99;q_33_2;q_33_2_99;q_33_3;q_33_3_99;q_33_4;q_33_4_99;q_33_5;q_33_5_99;q_33_6;q_33_6_99;q_33_7;q_33_7_99;q_34_1;q_34_1_99;q_34_2;q_34_2_99;q_35;q_35_99;q_36_1_1;q_36_1_2;q_36_1_3;q_36_1_4;q_36_1_5;q_36_1_6;q_36_1_7;q_36_1_8;q_36_1_9;q_36_1_10;q_36_2_1;q_36_2_2;q_36_2_3;q_36_2_4;q_36_2_5;q_36_2_6;q_36_2_7;q_36_2_8;q_36_2_9;q_36_2_10;q_36_3_1;q_36_3_2;q_36_3_3;q_36_3_4;q_36_3_5;q_36_3_6;q_36_3_7;q_36_3_8;q_36_3_9;q_36_3_10;q_36_4_1;q_36_4_2;q_36_4_3;q_36_4_4;q_36_4_5;q_36_4_6;q_36_4_7;q_36_4_8;q_36_4_9;q_36_4_10;q_36_5_1;q_36_5_2;q_36_5_3;q_36_5_4;q_36_5_5;q_36_5_6;q_36_5_7;q_36_5_8;q_36_5_9;q_36_5_10;q_36_6_1;q_36_6_2;q_36_6_3;q_36_6_4;q_36_6_5;q_36_6_6;q_36_6_7;q_36_6_8;q_36_6_9;q_36_6_10;q_37_1;q_37_2;q_37_3;q_37_4;q_37_5;q_37_6;q_37_7;q_37_8;q_37_9;q_37_10;q_37_11;q_37_12;q_37_13;q_37_14;q_37_99;q_37_0;q_37_99_1;q_38;q_38_1;q_39;Q_Municipio;Q_completo;d_3;d_18_atend;d_18_atend_categoria;d_18_adm_atend;d_18_adm_atend_categoria;d18_total_banheiros;d18_total_banheiro_cat;d_18_6_banheiro_trab;d_18_7_banheiro_usu;d21_telefone;d21_veiculo;d29_cap_atend_cat;d_32_1;d_32_2;d_32_3;d_32_4;d_32_5;d_32_6;d_32_7_total;d_33_1;d_33_2;d_33_3;d_33_4;d_33_5;d_33_6;d_33_7;d_34_1;d_34_2;d_35;d_38_1;d_40_9bin1_sum;d_40_9bin2_sum;d_40_9bin3_sum;d_40_10bin1_sum;d_40_10bin2_sum;d_40_10bin3_sum;d_40_10bin4_sum;d_40_10bin5_sum;d_40_11bin1_sum;d_40_11bin2_sum;d_40_11bin3_sum;d_40_11bin4_sum;nu_trabalhadores
500370;5003702;50;5;Dourados;196035;181005;15030;4;4086,237;5003703500160;CENTRO-DIA E SIMILARES APAE;1;General Osório;3625; ;Jardim Itaipu;79824-060;DOURADOS;MS;dourados.ms@apaebrasil.org.br;(67) 34214972; ; ;01/09/1973;-22.212.492.089.218.400;-548.242.449.760.437;2;1;1;1;0;5;8;2;03.368.578/0001-93;1;1; ;0;1;1;0;1;1;0;0; ;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;1;0;0;0;0;1;1;0;0;0;0;0; ;2;9;15;4;5;4;16;1;1;1;1;1;1;1;1;2;2;1;1;0;0;0;1;1;0;0;Cadeiras de rodas,mesa adaptada e corrimão;computadores,tablete e software;1;1;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;Natação,Informática;1;1;1;1;1;1;0;0;0;0;1;1;1;1;0;0;0;0; ;0; ; ; ; ; ; ; ;100;5;4;45;63;27;77;18;0;230; ;0; ;0; ;0; ;230; ;0; ;0; ;0; ;2; ;145; ;145; ;1;1;1;0;0;1;0;0;0;0;1;1;1;0;0;1;0;1;0;0;1;1;1;0;0;1;0;1;0;0;1;1;1;0;0;1;0;1;0;0;1;1;1;0;0;1;0;1;0;0;1;1;1;1;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;1;2;1;1; ;2;30;5;35;5;20;5;3;5;1;1;10;3;3;2;4;1;0;5;0;0;0;5;0;0;0;1;5;5;1; ;2;10;4;2; ; ;2; ;1; ;11;12
500375;5003751;50;5;Eldorado;11694;9348;2346;1;1017,785;5003753500513;CENTRO-DIA E SIMILARES ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE ELDORADO;32;FLORISVALDO RIBEIRO BESSA;375; ;CENTRO;79970-000;ELDORADO;MS;apae_eldorado@hotmail.com;(67) 34731715; ; ;19/12/1994;-237.888.799;-542.858.234;2;1;1;0;0;5;4;2;70.524.285/0001-45;1;1; ;1;1;1;0;1;0;1;0;Poder Judiciário;1; ; ; ; ; ; ; ; ; ; ; ;1;1;0;0;0;0; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;0;0;0;0;1;0;0;0;0;0;1;a unidade possui transporte,mas não especializado;0;6;1;0;1;2;5;1;1;1;1;1;1;1;1;1;1;1;1; ; ; ; ; ;0;1; ; ;1;1;1;1;1;1;1;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;0;0;1;1;1;0;0;1;0;1;1;1;0;1;0;1;1;0;reuniãosocioeducativas com as familias;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0; ;2;0;0;1;0;1;0; ;60;5;4;5;9;3;39;1;0;57; ;4; ;1; ;1; ;49; ;0; ;3; ;0; ;1; ;20; ; ;1;1;1;0;0;0;1;0;0;0;0;1;1;1;1;0;1;0;1;0;0;1;1;1;0;0;1;0;0;0;0;1;1;1;1;0;1;0;0;0;0;1;1;0;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;1;1;3;1; ;0;7;4;8;5;7;4;2;3;1;1;6;1;1;1;2;1;0;3;1;1;1;3;0;1;0;1;1; ;1;1;1;11;8;1; ; ;1; ; ; ;13;13
500380;5003801;50;5;Fátima do Sul;19035;16967;2068;1;315,16;5003803501304;CENTRO-DIA E SIMILARES -APAE;32;NENEGO GRATIVAL;2051; ;JARDIM NOVA FÁTIMA;79700-000;FATIMA DO SUL;MS;fatimadosul@apaems.org.br;(67) 34672896; ; ;19/10/1987;-22.392.911.171.798.500;-5.450.467.586.517.320;2;1;1;0;0;5;8;2;15.905.615/0001-34;1;1; ;0;1;1;0;0;1;0;0; ;0;1;0;0;0;0;1;0;1;1;1;0;1;1;0;0;0;0; ;1;50038098630;0;1;0;0;0;0;0;0;1;1;0;0;0;4;0;1;0;1;0;0;2;1;0;0;0;0;0; ;1;9;0;0;3;3;4;1;1;1;1;1;1;1;1;2;2;2;2;1;0;0;0;0;0;0; ; ;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1; ;1;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;1;1;0;0;0;1;0;0;1;1;0;0;0;0;0;0;1;1;1;1;1;1;0;1;1;0;1;0;1;1;0;0; ;1;1;1;0;1;1;1;1;0;1;1;0;1;1;1;0;0;0; ;2;0;0;0;1;1;0; ;50;5;5;8;29;3;52;3;0;95; ;0; ;1; ;0; ;67; ;23; ;4; ;1; ;2; ;63; ;0; ; ; ; ; ; ; ; ; ;0;1;0;1;1;1;0;1;0;0;0;0;0;1;1;1;0;1;0;1;0;0;0;1;1;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;0;0;0;1;1;0;0;1;0;1;0;0;1;0;0;0;1;1;1;1;1;0;0;0;0;1;0;0; ;0; ;3;1; ;2;10;5;13;5;7;4;2;3;1;1;5;1;2;1;3;1;0;4;0;1;0;3;2;1;1;1;3;0; ;4;5;18;15; ; ; ;1;17; ; ;10;27
500400;5004007;50;5;Glória de Dourados;9927;7670;2257;1;491,746;5004003501099;CENTRO-DIA E SIMILARES;32;Rogério Luiz Rodrigues;0;casa;CEAD;79730-000;GLORIA DE DOURADOS;MS;apae.gloriadedourados@yahoo.com.br;(67) 34661260; ; ;01/02/2013;-22.408.117.923.950.700;-5.423.326.972.858.880;2;1;0;0;0;5;8;2;33.752.288/0001-00;1;1; ;1;0;0;0;0;1;0;0; ;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0; ;1;15004002987;0;0;0;0;0;1;1;0;0;1;0;1;0;4;1;1;1;0;0;0;1;1;0;0;0;0;0; ;0;5;0;0;5;2;6;1;1;1;1;0;1;1;1;2;2;2;2; ; ; ; ; ;0;1; ; ;1;0;1;1;1;1;1;1;0;0;1;1;1;1;1;1;0;1;1;1;1;1;0;0;1; ;0;0;0;1;1;1;0;0;0;1;1;1;1;1;1;1;0;1;1;0;1;0;0;0;0;1;1;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;1;1;1;0;0; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ;30;5;4;4;6;0;45;2;0;57; ;13; ;1; ;0; ;54; ;0; ;7; ;0; ;2; ;45; ; ;1;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;1;0;0;1;1;0;0;0;1;1;1;0;0;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0; ;1;2;1;1; ;2;5;3;10;5;8;5;2;4;1;1;3;1;1;0;3;1;0;3;1;1;0;3;0;1;0;1;3; ;1; ;2;11;3; ; ; ;1;1; ; ;12;13
500410;5004106;50;5;Guia Lopes da Laguna;10366;8785;1581;1;1210,606;5004103500895;CENTRO-DIA E SIMILARES ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS;32;Quintino Bocaiuva;1842; ;Vila Planalto;79230-000;GUIA LOPES DA LAGUNA;MS;guialopesdalaguna@apaems.org.br;(67) 32691727; ;32691727;25/02/1999;-21.452.948.806.857.000;-561.084.008.216.858;2;1;1;0;0;5;8;2;03.227.897/0001-89;1;1; ;1;1;0;0;1;1;0;0; ;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;0;0;0;0; ; ; ; ; ; ; ;2;2;2;1;2;1;3;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;1;0; ; ;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;0;0;1;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0;0; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;Presidente da Unidade;2;0;0;1;1;1;0; ;40;4;3;0;16;7;34;0;0;57; ;5; ;0; ;0; ;49; ;30; ;0; ;0; ; ;1; ;1;6; ;1;0;0;0;0;1;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;primeiros socorros, avaliação psicologica escolar;1;2;3;1; ;2;7;4;9;5;4;3;1;2;1;1;4;0;1;1;2;0;0;3;1;0;0;3;2;0;0; ; ;1;1;1;2;4; ;1; ;1;1; ;2; ;5;7
500430;5004304;50;5;Iguatemi;14875;11006;3869;1;2946,517;5004303501156;CENTRO-DIA E SIMILARES - APAE;3;Jardelino Jose Moreira;2287; ;VILA ROSA;79960-000;IGUATEMI;MS;aapaeigt@hotmail.com;(67) 34711261; ; ;14/09/1986;-23.672.254.155.841.200;-54.562.511.443.982.600;2;1;1;1;0;5;8;2;01.534.304/0001-00;1;1; ;1;1;1;0;0;1;0;0; ;0;1;0;0;0;0;1;0;0;1;0;1;0;1;0;0;0;0; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;1;0;0;0;0;1;1;0;0;0;0;0; ;1;2;7;1;6;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0; ;materiais Pedagogicos;1;0;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;0;0;0;0;0;1;0;1;1;1;0;0;0;1;0;1;0;1;0;1;1;1;1;0;0;0;1;0;1;0;0; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ; ; ; ; ; ; ;0;1;4;7;28;6;57;4;0;102; ;39; ; ;1;2; ;53; ; ;1;6; ; ;1; ;1; ;1; ;1; ; ; ; ; ; ; ; ;1;0;0;1;1;0;0;1;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;0; ;1;1; ;2;11;5;17;5;3;2;2;1;1;1;0;1;2;1;3;1;0;5;2; ;1;3; ;1; ; ; ; ; ; ; ;14;3; ; ; ;1;9; ; ;5;14
500440;5004403;50;5;Inocência;7669;4871;2798;1;5776,028;5004403500573;CENTRO-DIA E SIMILARES APAE ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE INOCÊNCIA;32;JAIME DAVID;846;CASA;JD PANTANAL;79580-000;INOCENCIA;MS;apaeinocencia@hotmail.com;(67) 35741609; ;67357416;05/11/1998;-19.731.270.416.900.300;-5.193.092.465.400.690;2;1;1;0;0;5;9;2;03.050.179/0001-80;1;1; ;0;1;1;0;0;1;1;0;Assistência Social;0;1;0;0;0;0;1;1;1;1;0;0;1;0;0;1;0;0; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;0;0;0;1;1;0;0;0;0;0; ;0;3;1;0;2;1;4;1;1;1;1;0;0;1;1;2;2;2;1; ; ; ; ; ;0;1; ; ;1;0;1;1;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;10;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;0;0;1;1;0;0;1;1;1;1;1;1;1;1;1;1;0;0; ;1;1;1;1;1;0;0;0;0;0;1;1;0;0;1;0;1;0; ;1;1;0;0;1;0;0; ;50;5;6;0;0;1;27;6;0;34; ;8; ;4; ;4; ;34; ; ;1; ;1; ;1; ;1; ;1; ;1;1;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;0;0; ; ; ; ; ; ; ; ;0;1;1;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0; ;1;1; ;2;4;3;6;4;5;3;1;3;1;1;5;0;0;1;2;1;0;2;1;1;1;2; ; ; ; ; ; ; ;2;1;9;6; ; ; ; ;10; ; ;2;12
500450;5004502;50;5;Itaporã;20865;13290;7575;2;1321,811;5004503500559;CENTRO-DIA E SIMILARES;3;Estefano Gonella;55; ;Centro;79890-000;ITAPORA;MS;apae.itapora@hotmail.com;(67) 34511445; ; ;01/03/1989;-22.086.892.535.820.600;-5.478.944.063.186.640;2;1;1;1;0;5;4;2;24.664.294/0001-14;1;1; ;0;1;1;0;0;1;0;0; ;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0; ;1;50045098292;1;0;0;0;0;1;1;0;1;1;0;1;0;4;1;1;0;0;0;0;1;1;0;0;0;0;0; ;2;5;1;0;7;7;4;1;1;1;1;0;0;1;1;1;2;2;2; ; ; ; ; ;0;1; ; ;1;0;1;1;1;1;1;1;0;1;1;1;0;0;1;1;1;1;1;1;1;1;0;1;1;5;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;0;1;0;1;1;0;0;0;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;0; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0; ;1;1;0;0;0;0;0; ;85;5;4;12;24;4;38;1;0;79; ;15; ;2; ;0; ;57; ;0; ;5; ;0; ;0; ;57; ;1; ;1;1;0;0;0;1;0;0;0;0;1;1;1;1;0;1;1;1;0;0;1;1;1;0;0;0;0;0;0;0;1;1;1;1;0;1;0;1;0;0;1;1;1;0;0;1;1;0;0;0;1;1;1;1;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0; ;0; ;3;1; ;0;8;5;15;5;11;5;4;3;1;1;9;1;2;1;2;1;0;4;1;1;0;3;0;1;0;0;3;1; ;6;5;19;10;1; ; ;1;12; ;2;16;30
500460;5004601;50;5;Itaquiraí;18614;7600;11014;1;2064,042;5004603500509;CENTRO-DIA E SIMILARES APAE - ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE ITAQUIRAÍ;32;CAMPO GRANDE;693; ;CENTRO;79965-000;ITAQUIRAI;MS;apae_itaquirai@hotmail.com;(67) 34762675; ; ;02/02/2007;-2.347.619.413.176.210;-541.838.139.295.578;2;1;1;1;0;5;8;2;08.720.628/0001-73;1;1; ;1;1;0;0; ; ; ;1; ;0;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;1;1;0;0;0;2;1;0;0;0;0;0; ;2;2;0;0;2;2;2;1;1;1;1;1;0;1;0;0;0;2;0;1;0;1;0;1;0;0; ;TIC's- Meio de Inserção no Mundo do Trabalho Profissional.;1;0;1;1;1;1;1;1;0;0;1;1;1;0;1;0;0;1;1;1;1;1;0;0;1; ;1;1;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0; ;1;1;1;1;1;1;1;0;0;1;1;1;0;1;0;0;0;0; ;0; ; ; ; ; ; ; ;16;5;4;0;9;3;18;1;0;31; ;0; ;0; ;1; ;30; ;0; ;0; ;0; ;1; ;28; ;3; ;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0; ;0; ;1;1; ;2;4;3;6;4;4;3;2;2;1;1;2;0;1;1;1;1;0;2;0;0;1;2;0;0;0;1;2;1; ;1;1;5;5; ; ; ; ; ; ; ;7;7
500470;5004700;50;5;Ivinhema;22341;17274;5067;2;2010,168;5004703501299;CENTRO-DIA E SIMILARES;3;Reynaldo Massi;872; ;Vitória;79740-000;IVINHEMA;MS;ivinhema@apaems.gov.br;(67) 34421138; ; ;19/07/1995;-2.230.642.823.146.770;-5.383.659.124.374.380;2;1;0;0;0;5;8;2;00.760.832/0001-06;1;1; ;1;1;0;0;0;1;0;0; ;0;1;0;0;0;0;1;0;0;1;0;0;1;1;1;0;1;0;Conselho Municipal de Saúde;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;1;0;1;0;0;2;1;0;0;0;0;0; ;0;9;2;0;8;1;8;1;1;1;1;1;1;1;0;1;1;1;1;0;0;1;1;1;0;0;pratos, talheres, cadeiras,engrossador de lápis, talheres, tesouras adaptadas;agenda, software de comunicação;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;15;1;1;1;1;1;1;1;1;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;0;1;0;1;1;1;0;1;1;0;1;1;1;1;1;1;1;0;0; ;1;1;1;1;1;1;1;0;0;0;0;0;1;1;0;0;0;0; ;0; ; ; ; ; ; ; ;70;5;4;28;44;12;43;0;0;127; ;0; ;0; ;0; ;111; ;0; ;15; ;1; ;0; ;44; ;7; ;1;0;1;1;0;1;0;0;0;0;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0; ;0; ;1;1; ;2;11;5;19;5;9;5;1;5;1;1;7;2;3;1;3;0;0;5;0;0;0;5;0;1;1;0;3;1; ;3;2;22;13;1; ; ;1;1;8; ;18;27
500500;5005004;50;5;Jardim;24346;22741;1605;2;2201,515;5005003501013;CENTRO-DIA E SIMILARES;32;MARECHAL RONDON;220; ;CENTRO;79240-000;JARDIM;MS;jardimpestalozzi@gmail.com;(67) 32512434; ; ;03/10/1991;-21.484.200.143.436.500;-56.139.664.649.963.300;2;1;1;0;0;5;8;2;33.751.660/0001-63;1;2; ;1;1;1;0;1;0;0;0; ;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;1;0;0;0;2;1;0;0;0;0;0; ;0;4;2;0;0;1;2;1;1;1;1;0;0;1;0;0;0;0;1;1;1;0;0;0;0;0; ; ;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;0;1;0;0;1; ;1;0;0;0;0;0;0;1;1;1;1;0;0;0;0;1;1;1;1;0;0;1;1;1;0;1;1;0;0;0;0;0;0;1;1;1;0;1;1;1;1;0;0;0;0;0;0;0;0; ;1;1;1;1;1;0;0;1;0;1;1;1;1;1;0;0;1;0; ;3;0;0;0;1;0;0; ;45;4;2;0;34;8;43;0;0;88; ;0; ;1; ;0; ;83; ;0; ;4; ;0; ;0; ; ;1;15; ;1;1;1;1;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;1;0;1;1;0;0;0;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;0;0;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;RELAÇÕES INTERPESSOAIS;1;1;3;1; ;2;6;4;6;4;3;2;1;2;1;1;5;0;2;1;3;0;0;4;0;1;0;4;0;1;0;0; ;1;1; ; ;3;3; ; ; ; ;1; ; ;2;3
500525;5005251;50;5;Laguna Carapã;6491;2737;3754;1;1734,068;5005253501142;CENTRO-DIA E SIMILARES;32;Lidio Vilhalva Espindola;1130; ;centro;79920-000;LAGUNA CARAPA;MS;apaelagunacarapa@hotmail.com;(67) 34381674; ; ;24/11/2005;-225.556.133;-551.514.081;2;1;1;0;0;5;8;2;07.192.111/0001-96;1;1; ;1;0;0;0;0;1;0;0; ;0;1;0;0;0;0;1;0;0;1;0;0;1;1;0;0;1;0;Politicas Publicas.;1;50052598126;0;0;0;0;0;0;0;1;1;0;1;1;0;4;1;0;0;0;0;0;0; ; ; ; ; ; ; ;2;1;1;0;1;0;2;1;1;1;1;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0; ; ;1;1;1;1;1;1;1;1;0;0;0;1;1;0;1;1;0;1;1;1;1;1;0;1;0;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;1;1;0;0;1;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;0;0; ;1;1;1;1;1;1;1;1;1;0;1;0;1;1;0;0;0;0; ;1;1;1;1;0;1;0; ;12;4;4;0;9;3;21;0;0;33; ;4; ;0; ;6; ;20; ;0; ;0; ;3; ;0; ;18; ;18; ;1;0;0;0;0;1;0;0;0;0;1;1;1;1;0;1;1;1;0;0;1;1;1;1;1;1;1;1;0;0;1;1;1;1;0;1;0;1;0;0;1;1;1;1;0;1;0;1;0;0;1;1;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0; ;1;1; ;2;4;3;5;3;2;2;1;2;1;1;2;0;1;1;2;0;0;2;1;0;1;1;0;0;1;0;1;1; ;1;1;4;3; ; ; ; ;3; ;1;2;6
