IBGE;NU_IDENTIFICADOR;q0_1;q0_2;q0_3;q0_4;q0_5;q0_6;q0_7;q0_8;q0_9;q0_10;q0_11;q0_12;q0_13;q0_14;q0_15;q0_16;Latitude;Longitude;q1;q2;q3;q4_1;q4_2;q4_3;q4_0;q4_98;q5_1;q5_2;q5_99;q5_0;q5_99_1;q6;q7;q9_1;q9_2;q9_3;q9_4;q10;q11;q12;q13;q13_98;q14;q14_98;q15;q16_1_1;q16_1_2;q16_1_3;q16_1_4;q16_1_5;q16_1_6;q16_1_7;q16_2_1;q16_2_2;q16_2_3;q16_2_4;q16_2_5;q16_2_6;q16_2_7;q17_1;q17_2;q17_3;q17_4;q17_5;q17_6;q17_7;q17_8;q17_9;q18_1;q18_1_98;q18_2;q18_2_98;q19_1;q19_1_98;q19_2;q19_2_98;q19_3;q19_3_98;q19_4;q19_4_98;q20;q21_1;q21_1_1;q21_2;q21_2_1;q22;q23;q24;q25;q26_1;q26_2;q26_3;q26_4;q26_5;q26_6;q26_7;q26_8;q26_9;q26_10;q26_11;q26_12;q26_13;q26_14;q26_15;q26_16;q26_17;q26_18;q26_19;q26_20;q26_21;q26_22;q26_23;q26_24;q26_25;q26_0;q27;q28_1;q28_2;q28_3;q28_99;q28_98;q28_0;q28_99_1;q29;q30_97;q31;q32;IBGE7;UF;Regiao;Município;Pop_total_2010;Pop_Urbana2010;Pop_Rural2010;Porte_pop2010;areaKm2;Q_completo;PrimaryFirst;q2_velha;q4_1_velha;q4_2_velha;q4_3_velha;q4_0_velha;q4_98_velha;q5_1_velha;q6_velha;q7_velha;q9_1_velha;q9_2_velha;q9_3_velha;q9_4_velha;q10_velha;q12_velha;q13_velha;q13_98_velha;q16_1_1_velha;q16_1_2_velha;q16_1_3_velha;q16_1_4_velha;q16_1_5_velha;q16_1_6_velha;q16_1_7_velha;q16_2_1_velha;q16_2_2_velha;q16_2_3_velha;q16_2_4_velha;q16_2_5_velha;q16_2_6_velha;q16_2_7_velha;q16_total;q17_1_velha;q17_2_velha;q17_3_velha;q17_4_velha;q17_5_velha;q17_6_velha;q17_7_velha;q17_8_velha;q17_9_velha;q19_1_velha;q19_2_velha;q19_3_velha;q19_4_velha;q26_1_velha;q26_2_velha;q26_3_velha;q26_4_velha;q26_5_velha;q26_6_velha;q26_7_velha;q26_8_velha;q26_9_velha;q26_10_velha;q26_11_velha;q26_12_velha;q26_13_velha;q26_14_velha;q26_15_velha;q26_16_velha;q26_17_velha;q26_18_velha;q26_19_velha;q26_20_velha;q26_21_velha;q26_22_velha;q26_23_velha;q26_24_velha;q26_25_velha;q26_0_velha;q28_1_velha;q28_2_velha;q28_3_velha;q28_98_velha;q28_99_velha;q28_0_velha;q29_velha;d_13_faixa;d_14_faixa;d_15_faixa;q_16_1_7_recod;q_16_2_7_recod;q_17_9_recod;Estado;d_30_9bin1_sum;d_30_9bin2_sum;d_30_9bin3_sum;d_30_10bin1_sum;d_30_10bin2_sum;d_30_10bin3_sum;d_30_10bin4_sum;d_30_10bin5_sum;d_30_11bin1_sum;d_30_11bin2_sum;d_30_11bin3_sum;d_30_11bin4_sum;nu_familias;d_33_9bin1_sum;d_33_9bin2_sum;d_33_9bin3_sum;d_33_10bin1_sum;d_33_10bin2_sum;d_33_10bin3_sum;d_33_10bin4_sum;d_33_10bin5_sum;d_33_11bin1_sum;d_33_11bin2_sum;d_33_11bin3_sum;d_33_11bin4_sum
420450;4204503306015;UNIDADE DE ACOLHIMENTO FAMILIA ACOLHEDORA;32;OTTO HILLBRECHT;370;PRÉDIO;BOMPLANDT;Antigo prédio dos escoteiros;89278-000;4204509;SC; ;(47) 3375-0178; ; ;18/03/2010;Família Acolhedora;-26.425;-49.243;315;1; ; ; ; ; ; ; ;0;0;1; ;2; ; ; ; ; ;1;2010;1;998; ;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0; ;0; ;0; ;0; ;0; ;0;0; ;17; ;0;0;1;1;1;0;1;1;0;1;1;1;0;1;1;1;1;0;1;1;0;1;0;1;1;1;1;1;1;0;6;0;1;0;0;0;0; ;3;1;0;0;4204509;42;4;Corupá;13852;10669;3183;Pequeno I;402,789; ;1;1; ; ; ; ; ;0;2; ; ; ; ; ;1;1;998; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;1;1;0;1;1;1;1;0;1;1;0;1;0;1;1;1;1;1;1;0;0;1;0;0;0;0;3;3;1;1;0;0;0;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;1; ; ;1;1; ; ;1
420470;4204703306705;UNIDADE DE ACOLHIMENTO - FAMÍLIA ACOLHEDORA;32;Moura Brasil;1671; ;Centro; ;89890-000;4204707;SC; ;(49) 3646-3510; ; ;23/12/1997;Família Acolhedora;-26.892.449.450.003.300;-5.316.914.320.035.720;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;1;1997;1;998; ;3; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1; ;0; ;0; ;0; ;0; ;0; ;0; ;1; ;1;1;1;1;1;1;1;1;0;1;0;1;0;0;1;1;1;1;0;1;1;0;1;0;1;1;1;0;1;1;0;5;1;1;0;0;0;0; ;1; ;0;2;4204707;42;4;Cunha Porã;10613;6519;4094;Pequeno I;217,915; ;1;1; ; ; ; ; ;0;2; ; ; ; ; ;1;1;998; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;1;0;0;1;1;1;1;0;1;1;0;1;0;1;1;1;0;1;1;0;1;1;0;0;0;0;1;3;1;1;0;0;0;2;1;2; ; ; ; ; ; ; ; ; ;3;3; ;1;1; ;1; ; ;1;2; ; ; 
420480;4204803308710;Unidade de Acolhimento Família Acolhedora;32;Barão do Rio Branco;359; ;Centro;Próximo ao Quartel da Policia Militar;89520-000;4204806;SC; ;(49) 3245-1772; ; ;02/01/2018;Família Acolhedora;-27.287.453.571.445.900;-5.058.323.907.891.460;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;1;2016;1;998; ;8; ;3;1;0;1;0;0;0;2;0;0;0;0;0;1;1;0;0;1;2;0;0;0;0;3;0; ;5; ;0; ;0; ;0; ;3; ;0; ;1;18; ;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;0;5;1;1;1;0;0;0; ;3; ;0;2;4204806;42;4;Curitibanos;37748;34769;2979;Pequeno II;948,738; ;1;1; ; ; ; ; ;1;2; ; ; ; ; ;1;1;998; ;1;0;1;0;0;0;2;0;0;0;0;0;1;1;3;0;0;1;2;0;0;0;0;3;0;0;0;3;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;0;1;1;1;0;0;0;3;3;1;1;2;1;3;2;4; ;4;1;1; ; ; ; ; ; ;8;8; ; ;2; ;1; ; ;1;2; ; ; 
420535;4205353306018;UNIDADE DE ACOLHIMENTO SERVIÇO DE ACOLHIMENTO EM FAMÍLIA ACOLHEDORA;3;AV. FLOR DO SERTAO;696; ;CENTRO;JUNTO A PREFEITURA MUNICIPAL;89878-000;4205357;SC; ;(49) 3668-0102; ;(49) 3668-1020;14/10/1997;Família Acolhedora;-2.677.774.049.564.740;-5.334.834.337.234.490;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;1;1997;1;998; ;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0; ;0; ;0; ;0; ;0; ;0; ;1; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;2;1;0;0;0;0;0; ;5; ;0;3;4205357;42;4;Flor do Sertão;1588;328;1260;Pequeno I;58,735; ;1;1; ; ; ; ; ;1;2; ; ; ; ; ;1;1;998; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;0;0;0;0;5;3;1;1;0;0;0;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1; ; ; ;1; ; ; 
420545;4205453305927;UNIDADE DE ACOLHIMENTO FAMÍLIA ACOLHEDORA;1;Felipe Arns;300; ;Centro; ;88850-000;4205456;SC; ;(48) 3463-1685; ;(48) 3463-8100;13/09/2007;Família Acolhedora;-28.748.772.826.591.400;-4.947.235.822.677.610;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;1;2007;1;1996; ;19; ;11;2;1;1;2;0;0;6;0;1;2;1;1;0;5;2;0;8;0;1;0;0;0;11;6; ;2; ;0; ;1; ;7; ;0; ;0; ;1; ;1;1;0;1;1;0;1;1;1;1;1;1;0;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;5;1;1;1;0;0;0; ;3; ;2;1;4205456;42;4;Forquilhinha;22548;18426;4122;Pequeno II;183,134; ;1;1; ; ; ; ; ;0;2; ; ; ; ; ;1;1;1996; ;2;1;1;2;0;0;6;0;1;2;1;1;0;5;11;2;0;8;0;1;0;0;0;11;0;1;7;0;0;1;1;1;1;1;1;0;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;0;3;4;2;2;6;5;11;2;3;2;3;2; ; ;1; ; ; ; ;8;8; ; ;3; ;1; ; ;2;1; ; ;2
420560;4205603306709;UNIDADE DE ACOLHIMENTO FAMÍLIA ACOLHEDORA;32;Sete de Abril;140;Público;Centro; ;89838-000;4205605;SC; ;(49) 3342-1278; ; ;20/07/1999;Família Acolhedora;-2.645.874.981.540.300;-5.268.859.505.653.380;315;1; ; ; ; ; ; ; ;0;0;1; ;2; ; ; ; ; ;1;1999;1;998; ;1; ;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0; ;0; ;0; ;0; ;0; ;0; ;0; ;1; ;1;0;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;0;1;1;1;1;0;5;0;1;0;0;0;0; ;4; ;0;0;4205605;42;4;Galvão;3472;2347;1125;Pequeno I;139,34; ;1;1; ; ; ; ; ;0;2; ; ; ; ; ;1;1;998; ;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;0;1;1;1;1;0;0;1;0;0;0;0;4;3;1;1;1;0;1;2; ; ;2; ;1; ; ;1;2; ; ; ;2; ; ;1; ; ; ; ; ;1; ; ; 
420640;4206403306026;UNIDADE DE ACOLHIMENTO -  FAMILIA ACOLHEDORA;32;Rui Barbosa;765; ;centro; ;89920-000;4206405;SC; ;(49) 3645-2037; ; ;20/06/2012;Família Acolhedora;-2.660.166.084.798.910;-5.352.329.850.196.830;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;1;2012;1;998; ;1; ;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;2; ;0; ;1; ;0; ;0; ;1; ;0; ;1; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;0;1;1;1;0;5;1;0;0;0;0;0; ;4; ;0;0;4206405;42;4;Guaraciaba;10498;4924;5574;Pequeno I;330,57; ;1;1; ; ; ; ; ;0;2; ; ; ; ; ;1;1;998; ;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;0;1;1;1;0;1;0;0;0;0;0;4;3;1;1;0;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;1; ; ;1;2; ; ; 
420660;4206603308614;UNIDADE DE ACOLHIMENTO EM FAMÍLIA ACOLHEDORA;32;RUA GOVERNADOR JORGE LACERDA;484; ;CENTRO;DO LADO DO POSTO DE SAÚDE;89940-000;4206603;SC; ;(49) 3642-0632; ; ;01/01/2006;Família Acolhedora;-26.385;-53.528;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;1;2006;1;998; ;2; ;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;1;1; ;0; ;0; ;0; ;1; ;0; ;0; ;1; ;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;5;0;1;0;1;0;0;Gestão;2; ;0;3;4206603;42;4;Guarujá do Sul;4908;2655;2253;Pequeno I;100,219; ;1;1; ; ; ; ; ;0;2; ; ; ; ; ;1;1;998; ;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;1;0;2;3;1;1;0;1;1;2;2;1; ; ; ; ; ; ; ; ; ;3;3; ; ;2; ;1; ; ;1;2; ; ; 
420665;4206653306717;UNIDADE DE ACOLHIMENTO;32;Rua Angelo Corá;0;825;PUBLICA;Secretaria Municipal de Assistência Social;89817-000;4206652;SC; ;(49) 3336-0102;30;(49) 3336-0103;20/12/2012;Família Acolhedora;-27.132.837.857.015.800;-5.278.871.655.464.170;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;1;2012;1;998; ;6; ;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1; ;1;1; ;0; ;1; ;0; ;0; ;0; ;1; ;1;1;0;1;1;1;1;1;1;1;1;1;0;0;1;0;0;1;1;1;1;0;1;1;1;1;0;0;1;1;0;5;0;1;0;1;0;0;SERVICO DE PROTEÇAO SOCIAL ESPECIAL /TECNICO VINCULADO AO ORGAO GESTOR;3; ;0;3;4206652;42;4;Guatambú;4679;1749;2930;Pequeno I;205,875; ;1;1; ; ; ; ; ;1;2; ; ; ; ; ;1;1;998; ;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;1;0;0;1;1;1;1;1;1;1;0;0;1;0;0;1;1;1;1;0;1;1;1;1;0;0;1;1;0;0;1;0;0;1;0;3;3;1;1;1;0;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1; ; ; ;1; ; ; 
420690;4206903308642;UNIDADE DE ACOLHIMENTO EM FAMÍLIA ACOLHEDORA - GESTÃO ASSISTÊNCIA SOCIAL;32;Rua Danilo Marchetti;20; ;Centro;Px. à Celesc;89140-000;4206900;SC; ;(49) 3357-4325; ; ;07/10/2015;Família Acolhedora;-2.705.210.783.492.770;-49.516.662.955.284.100;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;1;2019;1;998; ;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0; ;0; ;0; ;0; ;0; ;0; ;1;18; ;1;0;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;1;1;1;0;5;0;0;0;1;0;0;Equipe de Alta Complexidade da Gestão;3;1;0;0;4206900;42;4;Ibirama;17330;14813;2517;Pequeno I;247,348; ;1;1; ; ; ; ; ;1;2; ; ; ; ; ;1;1;998; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;1;1;1;0;0;0;0;0;1;0;3;3;1;1;0;0;0;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ;2; ; ;1;2; ; ;1
420700;4207003305976;UNIDADE DE ACOLHIMENTO EM FAMILIAS ACOLHEDORAS;32;DONATO VALVASSORI;667;EDIFÍCIO BALDISSERA;CENTRO;PRÓXIMO AO MERCADO ABIMAR;88820-000;4207007;SC; ;(48) 3431-3597;213;(48) 3431-3500;30/04/2002;Família Acolhedora;-28.718.133.884.103.600;-4.930.265.426.633.920;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;1;2002;1;998; ;14; ;6;0;0;0;1;2;0;3;0;1;1;0;1;0;3;0;1;1;1;3;0;0;0;6;5; ;2; ;0; ;1; ;0; ;0; ;0;0; ;18; ;1;1;1;1;0;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;6;1;1;1;0;0;0; ;4; ;2;2;4207007;42;4;Içara;58833;53913;4920;Médio;228,928; ;1;1; ; ; ; ; ;0;2; ; ; ; ; ;1;1;998; ;0;0;0;1;2;0;3;0;1;1;0;1;0;3;6;0;1;1;1;3;0;0;0;6;0;1;0;0;0;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;0;0;0;4;3;2;1;3;3;6;2;4;1; ; ; ; ; ; ; ; ; ;5;5; ;1;2; ;1; ; ;1;3; ; ; 
420730;4207303308530;UNIDADE DE ACOLHIMENTO - SERVIÇO DO ACOLHIMENTO ACALENTO;32;Orlando Bressan Martins;671; ;Vila Nova; ;88780-000;4207304;SC; ;(48) 3255-4363; ; ;08/05/2007;Família Acolhedora;-2.826.469.868.858.460;-4.868.828.094.018.680;315;1; ; ; ; ; ; ; ;0;0;0; ;2; ; ; ; ; ;1;2007;1;868,4; ;14; ;8;2;2;1;0;0;1;6;0;1;0;1;0;0;2;0;0;2;4;0;2;0;0;8;4; ;2; ;0; ;0; ;2; ;8; ;0; ;1; ;1;1;0;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;0;1;0;0;1;0;1;1;1;1;1;1;0;5;1;1;1;0;0;0; ;4; ;0;3;4207304;42;4;Imbituba;40170;40170;0;Pequeno II;182,929; ;1;1; ; ; ; ; ;1;2; ; ; ; ; ;1;1;868,4; ;2;2;1;0;0;1;6;0;1;0;1;0;0;2;8;0;0;2;4;0;2;0;0;8;0;0;2;8;1;1;1;1;1;0;0;1;1;1;1;1;1;0;1;0;0;1;0;1;1;1;1;1;1;0;1;1;1;0;0;0;4;3;2;1;6;2;8;2;1;2;2; ; ; ; ; ; ; ; ;5;5; ;1;3; ;2; ; ;1;1; ; ;3
420750;4207503306160;UNIDADE DE ACOLHIMENTO DE FAMÍLIAS ACOLHEDORAS;32;Leoberto Leal;191;Lado do SAIS;Tapajós;Anexo à gestão da assistência social;89130-000;4207502;SC; ;(47) 3317-4100;4110;(47) 3317-4100;20/12/2001;Família Acolhedora;-26.902.976.932.421.800;-4.924.025.058.748.380;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;1;2001;1;998; ;10; ;6;0;0;3;1;0;0;4;1;0;1;0;0;0;2;0;2;0;0;4;0;0;0;6;1; ;1; ;0; ;0; ;0; ;4; ;0;0; ;17; ;2;1;1;1;1;0;1;1;1;0;1;0;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;5;1;0;0;0;0;0; ;3; ;3;3;4207502;42;4;Indaial;54854;52927;1927;Médio;430,79; ;1;1; ; ; ; ; ;1;2; ; ; ; ; ;1;1;998; ;0;0;3;1;0;0;4;1;0;1;0;0;0;2;6;0;2;0;0;4;0;0;0;6;0;0;0;4;1;0;1;1;1;0;1;0;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;1;0;0;0;0;0;3;3;1;1;4;2;6;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;4;1;1; ; ;2;4; ;1; 
420775;4207753304905;UNIDADE DE ACOLHIMENTO;32;DONA PAULINA;780; ;centro; ;89891-000;4207759;SC; ;(49) 3665-3200;24; ;14/06/2004;Família Acolhedora;-26.823;-53.274;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;1;2004;1;998; ;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0; ;0; ;0; ;0; ;0; ;0; ;1; ;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;1;1;1;1;1;0;1;1;0;0;0;0;0; ;3; ;0;0;4207759;42;4;Iraceminha;4253;1468;2785;Pequeno I;163,105; ;1;1; ; ; ; ; ;0;2; ; ; ; ; ;1;1;998; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;1;1;1;1;1;0;1;0;0;0;0;0;3;3;1;1;0;0;0;2;1;1; ; ; ; ; ; ; ; ; ;2;2; ; ;2; ;1; ; ;1;2; ; ; 
420785;4207853309154;UNIDADE DE ACOLHIMENTO;32;joão beux sobrinho;385;predio;centro; ;89856-000;4207858;SC; ;(49) 3349-0010; ;(49) 3349-0010;21/11/2017;Família Acolhedora;-26.656;-52.892;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;1;2017;1;998; ;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0; ;0; ;0; ;0; ;0; ;0; ;1; ;1;1;0;1;1;1;0;0;0;1;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0; ;3; ;0;0;4207858;42;4;Irati;2096;449;1647;Pequeno I;78,276; ;1;1; ; ; ; ; ;1;2; ; ; ; ; ;1;1;998; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;3;3;1;1;0;0;0;2; ;2; ; ; ; ; ; ; ; ; ;2;2; ; ;3; ;2; ; ;1;3; ; ; 
420880;4208803306291;UNIDADE DE ACOLHIMENTO EM FAMÍLIA ACOLHEDORA;32;Nereu Ramos;96; ;centro; ;88715-000;4208807;SC; ;(48) 3624-0585; ; ;15/08/2003;Família Acolhedora;-28.617.273.858.852.400;-4.902.417.182.922.360;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;1;2003;1;998; ;5; ;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1;3; ;0; ;0; ;0; ;0; ;0; ;0; ;1;17; ;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;1;1;1;1;1;1;0;6;1;0;0;0;0;0; ;3; ;2;2;4208807;42;4;Jaguaruna;17290;13198;4092;Pequeno I;328,347; ;1;1; ; ; ; ; ;0;2; ; ; ; ; ;1;1;998; ;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;1;1;1;1;1;1;0;1;0;0;0;0;0;3;3;1;1;0;1;1;2;1;4;1; ; ; ; ; ; ; ; ;6;6; ; ;2; ;1; ; ;1;2; ; ; 
420890;4208903306016;UNIDADE DE ACOLHIMENTO - SERVIÇO DE ACOLHIMENTO EM FAMÍLIA ACOLHEDORA;32;Emil Burow;13; ;Centro; ;89251-530;4208906;SC; ;(47) 3370-8981; ;(47) 3370-5404;02/05/2007;Família Acolhedora;-26.493.692.476.793.800;-4.908.173.739.910.120;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;1;2005;1;998; ;22; ;7;0;1;1;0;0;0;2;0;0;4;1;0;0;5;2;4;0;1;0;0;0;0;7;4; ;8; ;0; ;0; ;0; ;6; ;0; ;1;17; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;5;1;1;1;0;0;0; ;3; ;1;3;4208906;42;4;Jaraguá do Sul;143123;132800;10323;Grande;529,447; ;1;1; ; ; ; ; ;0;2; ; ; ; ; ;1;1;998; ;0;1;1;0;0;0;2;0;0;4;1;0;0;5;7;2;4;0;1;0;0;0;0;7;0;0;0;6;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;0;0;0;3;3;2;1;2;5;7;2;3;3;4; ; ; ;1; ; ; ; ;10;10; ; ;3;1;1; ; ;1;1; ; ;2
420910;4209103305956;UNIDADE DE ACOLHIMENTO EM FAMÍLIAS ACOLHEDORAS;32;Virginia Ferreira Gomes;277; ;Floresta; ;89212-202;4209102;SC; ;(47) 3436-3534; ; ;30/11/2007;Família Acolhedora;-2.634.572.947.712.090;-4.885.017.156.600.950;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;1;2007;1;1497; ;29; ;8;1;1;1;0;0;0;3;2;2;0;0;1;0;5;0;1;1;3;2;0;1;0;8;1; ;16; ;0; ;1; ;0; ;1; ;0; ;1;18; ;1;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;5;1;0;1;0;0;0; ;3; ;2;1;4209102;42;4;Joinville;515288;497850;17438;Grande;1126,106; ;1;1; ; ; ; ; ;0;2; ; ; ; ; ;1;1;1497; ;1;1;1;0;0;0;3;2;2;0;0;1;0;5;8;0;1;1;3;2;0;1;0;8;0;1;0;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;1;0;1;0;0;0;3;4;2;1;3;5;8;2;3;10;8;4; ; ;1; ; ; ; ;21;21; ;1;9;2;3; ; ;2;10; ; ; 
420917;4209173306131;UNIDADE DE ACOLHIMENTO;32;Ponta Porã;455; ;Centro;Em frente ao Ginásio de esportes;89839-000;4209177;SC; ;(49) 3341-0038; ; ;09/11/2011;Família Acolhedora;-26.400.518.907.082.000;-5.273.029.804.229.730;315;1; ; ; ; ; ; ; ;0;0;1; ;2; ; ; ; ; ;1;2011;1;998; ;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0; ;0; ;0; ;0; ;0; ;0; ;1;18; ;1;0;1;1;0;0;0;0;1;0;1;0;0;1;1;1;0;0;1;0;0;1;0;1;1;1;0;1;0;0;5;0;0;0;1;0;0;Secretaria de Assistência Social;4;1;0;3;4209177;42;4;Jupiá;2148;1044;1104;Pequeno I;92,055; ;1;1; ; ; ; ; ;0;2; ; ; ; ; ;1;1;998; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;1;1;0;0;1;0;0;1;0;1;1;1;0;1;0;0;0;0;0;0;1;0;4;3;1;1;0;0;0;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;1; ; ; ;1; ; ;1
