N_Identificador;IBGE;q48_3;q48_9;q48_10;q48_11;q48_12;q48_14;IBGE7;codigo_UF;Região;Município;areaKm2;UF;Pop_total_2022;Porte_pop2022;Q_incompleto;q7;DataCenso;DataCenso_2024;d48_2_Faixas_etarias;d48_9;d48_11;d48_9bin1;d48_9bin2;d48_9bin3;d48_10bin1;d48_10bin2;d48_10bin3;d48_10bin4;d48_10bin5;d48_11bin1;d48_11bin2;d48_11bin3;d48_11bin4;d48_9bin1_sum;d48_9bin2_sum;d48_9bin3_sum;d48_10bin1_sum;d48_10bin2_sum;d48_10bin3_sum;d48_10bin4_sum;d48_10bin5_sum;d48_11bin1_sum;d48_11bin2_sum;d48_11bin3_sum;d48_11bin4_sum;nu_familias_acolhedoras
3548503304201;354850; Feminino; Superior Completo; Outra formação de nível superior; Sem Vínculo; Família Acolhedora;30.11.2023;3548500;São Paulo;Região Sudeste;Santos;281.03300000000002;SP;418608;Grande;completo;Municipal;31.08.2024;8/31/2024;51 a 60 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;2;3;4; ; ; ; ; ; ; ; ;9;9
3548503304201;354850; Feminino; Superior Completo; Outra formação de nível superior; Sem Vínculo; Família Acolhedora;26.10.2022;3548500;São Paulo;Região Sudeste;Santos;281.03300000000002;SP;418608;Grande;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;2;3;4; ; ; ; ; ; ; ; ;9;9
3548503304201;354850; Feminino; Superior Completo; Outra formação de nível superior; Sem Vínculo; Família Acolhedora;26.10.2022;3548500;São Paulo;Região Sudeste;Santos;281.03300000000002;SP;418608;Grande;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;2;3;4; ; ; ; ; ; ; ; ;9;9
3548503304201;354850; Feminino; Médio Completo; Profissional de nível médio; Sem Vínculo; Família Acolhedora; ;3548500;São Paulo;Região Sudeste;Santos;281.03300000000002;SP;418608;Grande;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;2;3;4; ; ; ; ; ; ; ; ;9;9
3548503304201;354850; Feminino; Superior Completo; Outra formação de nível superior; Sem Vínculo; Família Acolhedora;13.12.2023;3548500;São Paulo;Região Sudeste;Santos;281.03300000000002;SP;418608;Grande;completo;Municipal;31.08.2024;8/31/2024;61 a 80 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;2;3;4; ; ; ; ; ; ; ; ;9;9
3548803314121;354880; Feminino; Superior Incompleto; Administrador(a); Voluntária(o); Família Acolhedora;15.02.2023;3548807;São Paulo;Região Sudeste;São Caetano do Sul;15.331;SP;165655;Grande;completo;Municipal;31.08.2024;8/31/2024;51 a 60 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes; ;2;1; ;1; ; ; ; ; ; ;3;3
3548803314121;354880; Feminino; Superior Completo; Assistente Social; Voluntária(o); Família Acolhedora;15.02.2023;3548807;São Paulo;Região Sudeste;São Caetano do Sul;15.331;SP;165655;Grande;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ;Assistente Social; ; ; ; ; ; ;Outros vínculos não permanentes; ;2;1; ;1; ; ; ; ; ; ;3;3
3548803314121;354880; Feminino; Médio Completo; Profissional de nível médio; Sem Vínculo; Família Acolhedora;30.01.2024;3548807;São Paulo;Região Sudeste;São Caetano do Sul;15.331;SP;165655;Grande;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes; ;2;1; ;1; ; ; ; ; ; ;3;3
3549803306845;354980; Feminino; Médio Completo; Sem formação profissional; Sem Vínculo; Família Acolhedora;10.03.2022;3549805;São Paulo;Região Sudeste;São José do Rio Preto;431.94400000000002;SP;480393;Grande;completo;Municipal;31.08.2024;8/31/2024;61 a 80 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;2;12;7; ; ; ;1; ; ; ; ;21;21
3549803306845;354980; Feminino; Superior Completo; Advogada(o); Sem Vínculo; Família Acolhedora;01.02.2022;3549805;São Paulo;Região Sudeste;São José do Rio Preto;431.94400000000002;SP;480393;Grande;completo;Municipal;31.08.2024;8/31/2024;51 a 60 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ;Advogado; ; ; ; ;Outros vínculos não permanentes;2;12;7; ; ; ;1; ; ; ; ;21;21
3549803306845;354980; Feminino; Superior Completo; Enfermeira(o); Sem Vínculo; Família Acolhedora;08.03.2024;3549805;São Paulo;Região Sudeste;São José do Rio Preto;431.94400000000002;SP;480393;Grande;completo;Municipal;31.08.2024;8/31/2024;51 a 60 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;2;12;7; ; ; ;1; ; ; ; ;21;21
3549803306845;354980; Feminino; Fundamental Incompleto; Sem formação profissional; Sem Vínculo; Família Acolhedora;14.08.2023;3549805;São Paulo;Região Sudeste;São José do Rio Preto;431.94400000000002;SP;480393;Grande;completo;Municipal;31.08.2024;8/31/2024;61 a 80 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental; ; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;2;12;7; ; ; ;1; ; ; ; ;21;21
3549803306845;354980; Feminino; Médio Completo; Sem formação profissional; Sem Vínculo; Família Acolhedora;16.10.2023;3549805;São Paulo;Região Sudeste;São José do Rio Preto;431.94400000000002;SP;480393;Grande;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;2;12;7; ; ; ;1; ; ; ; ;21;21
3549803306845;354980; Feminino; Médio Completo; Profissional de nível médio; Sem Vínculo; Família Acolhedora;20.12.2020;3549805;São Paulo;Região Sudeste;São José do Rio Preto;431.94400000000002;SP;480393;Grande;completo;Municipal;31.08.2024;8/31/2024;61 a 80 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;2;12;7; ; ; ;1; ; ; ; ;21;21
3549803306845;354980; Feminino; Fundamental Completo; Sem formação profissional; Sem Vínculo; Família Acolhedora;31.10.2023;3549805;São Paulo;Região Sudeste;São José do Rio Preto;431.94400000000002;SP;480393;Grande;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental; ; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;2;12;7; ; ; ;1; ; ; ; ;21;21
3549803306845;354980; Feminino; Médio Completo; Profissional de nível médio; Sem Vínculo; Família Acolhedora;28.03.2022;3549805;São Paulo;Região Sudeste;São José do Rio Preto;431.94400000000002;SP;480393;Grande;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;2;12;7; ; ; ;1; ; ; ; ;21;21
3549803306845;354980; Feminino; Médio Completo; Profissional de nível médio; Sem Vínculo; Família Acolhedora;22.10.2019;3549805;São Paulo;Região Sudeste;São José do Rio Preto;431.94400000000002;SP;480393;Grande;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;2;12;7; ; ; ;1; ; ; ; ;21;21
3549803306845;354980; Feminino; Médio Completo; Profissional de nível médio; Sem Vínculo; Família Acolhedora;11.05.2020;3549805;São Paulo;Região Sudeste;São José do Rio Preto;431.94400000000002;SP;480393;Grande;completo;Municipal;31.08.2024;8/31/2024;51 a 60 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;2;12;7; ; ; ;1; ; ; ; ;21;21
3549803306845;354980; Feminino; Superior Incompleto; Profissional de nível médio; Sem Vínculo; Família Acolhedora;30.08.2019;3549805;São Paulo;Região Sudeste;São José do Rio Preto;431.94400000000002;SP;480393;Grande;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;2;12;7; ; ; ;1; ; ; ; ;21;21
3549803306845;354980; Masculino; Superior Completo; Outra formação de nível superior; Sem Vínculo; Família Acolhedora;28.03.2022;3549805;São Paulo;Região Sudeste;São José do Rio Preto;431.94400000000002;SP;480393;Grande;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;2;12;7; ; ; ;1; ; ; ; ;21;21
3549803306845;354980; Feminino; Médio Completo; Profissional de nível médio; Sem Vínculo; Família Acolhedora;20.04.2023;3549805;São Paulo;Região Sudeste;São José do Rio Preto;431.94400000000002;SP;480393;Grande;completo;Municipal;31.08.2024;8/31/2024;51 a 60 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;2;12;7; ; ; ;1; ; ; ; ;21;21
3549803306845;354980; Feminino; Médio Completo; Profissional de nível médio; Sem Vínculo; Família Acolhedora;28.03.2022;3549805;São Paulo;Região Sudeste;São José do Rio Preto;431.94400000000002;SP;480393;Grande;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;2;12;7; ; ; ;1; ; ; ; ;21;21
3549803306845;354980; Feminino; Superior Completo; Outra formação de nível superior; Sem Vínculo; Família Acolhedora;04.11.2022;3549805;São Paulo;Região Sudeste;São José do Rio Preto;431.94400000000002;SP;480393;Grande;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;2;12;7; ; ; ;1; ; ; ; ;21;21
3549803306845;354980; Feminino; Médio Completo; Sem formação profissional; Sem Vínculo; Família Acolhedora;16.05.2024;3549805;São Paulo;Região Sudeste;São José do Rio Preto;431.94400000000002;SP;480393;Grande;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;2;12;7; ; ; ;1; ; ; ; ;21;21
3549803306845;354980; Feminino; Médio Completo; Profissional de nível médio; Sem Vínculo; Família Acolhedora;30.12.2019;3549805;São Paulo;Região Sudeste;São José do Rio Preto;431.94400000000002;SP;480393;Grande;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;2;12;7; ; ; ;1; ; ; ; ;21;21
3549803306845;354980; Feminino; Superior Completo; Fisioterapeuta; Sem Vínculo; Família Acolhedora;21.11.2023;3549805;São Paulo;Região Sudeste;São José do Rio Preto;431.94400000000002;SP;480393;Grande;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;2;12;7; ; ; ;1; ; ; ; ;21;21
3549803306845;354980; Feminino; Médio Completo; Sem formação profissional; Sem Vínculo; Família Acolhedora;27.05.2024;3549805;São Paulo;Região Sudeste;São José do Rio Preto;431.94400000000002;SP;480393;Grande;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;2;12;7; ; ; ;1; ; ; ; ;21;21
3549803306845;354980; Feminino; Superior Completo; Outra formação de nível superior; Sem Vínculo; Família Acolhedora;28.08.2023;3549805;São Paulo;Região Sudeste;São José do Rio Preto;431.94400000000002;SP;480393;Grande;completo;Municipal;31.08.2024;8/31/2024;16 a 29 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;2;12;7; ; ; ;1; ; ; ; ;21;21
3549803306845;354980; Feminino; Superior Completo; Outra formação de nível superior; Sem Vínculo; Família Acolhedora;09.11.2022;3549805;São Paulo;Região Sudeste;São José do Rio Preto;431.94400000000002;SP;480393;Grande;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;2;12;7; ; ; ;1; ; ; ; ;21;21
3550303311839;355030; Masculino; Médio Completo; Profissional de nível médio; Voluntária(o); Família Acolhedora;10.05.2017;3550308;São Paulo;Região Sudeste;São Paulo;1521.202;SP;11451999;Metrópole;completo;Municipal;31.08.2024;8/31/2024;51 a 60 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;3;18;14;2;1; ; ; ; ; ; ;35;35
3550303311839;355030; Masculino; Superior Completo; Outra formação de nível superior; Voluntária(o); Família Acolhedora;03.09.2020;3550308;São Paulo;Região Sudeste;São Paulo;1521.202;SP;11451999;Metrópole;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;3;18;14;2;1; ; ; ; ; ; ;35;35
3550303311839;355030; Masculino; Fundamental Completo; Sem formação profissional; Voluntária(o); Família Acolhedora;08.12.2018;3550308;São Paulo;Região Sudeste;São Paulo;1521.202;SP;11451999;Metrópole;completo;Municipal;31.08.2024;8/31/2024;51 a 60 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental; ; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;3;18;14;2;1; ; ; ; ; ; ;35;35
3550303311839;355030; Masculino; Médio Completo; Profissional de nível médio; Voluntária(o); Família Acolhedora;22.07.2021;3550308;São Paulo;Região Sudeste;São Paulo;1521.202;SP;11451999;Metrópole;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;3;18;14;2;1; ; ; ; ; ; ;35;35
3550303311839;355030; Feminino; Fundamental Completo; Sem formação profissional; Voluntária(o); Família Acolhedora;10.05.2017;3550308;São Paulo;Região Sudeste;São Paulo;1521.202;SP;11451999;Metrópole;completo;Municipal;31.08.2024;8/31/2024;51 a 60 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental; ; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;3;18;14;2;1; ; ; ; ; ; ;35;35
3550303311839;355030; Feminino; Superior Completo; Outra formação de nível superior; Voluntária(o); Família Acolhedora;22.07.2021;3550308;São Paulo;Região Sudeste;São Paulo;1521.202;SP;11451999;Metrópole;completo;Municipal;31.08.2024;8/31/2024;51 a 60 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;3;18;14;2;1; ; ; ; ; ; ;35;35
3550303311839;355030; Masculino; Médio Completo; Profissional de nível médio; Voluntária(o); Família Acolhedora;22.07.2021;3550308;São Paulo;Região Sudeste;São Paulo;1521.202;SP;11451999;Metrópole;completo;Municipal;31.08.2024;8/31/2024;51 a 60 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;3;18;14;2;1; ; ; ; ; ; ;35;35
3550303311839;355030; Feminino; Superior Completo; Profissional de nível médio; Voluntária(o); Família Acolhedora;22.07.2021;3550308;São Paulo;Região Sudeste;São Paulo;1521.202;SP;11451999;Metrópole;completo;Municipal;31.08.2024;8/31/2024;61 a 80 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;3;18;14;2;1; ; ; ; ; ; ;35;35
3550303311839;355030; Feminino; Médio Completo; Sem formação profissional; Voluntária(o); Família Acolhedora;21.10.2024;3550308;São Paulo;Região Sudeste;São Paulo;1521.202;SP;11451999;Metrópole;completo;Municipal;31.08.2024;8/31/2024;51 a 60 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;3;18;14;2;1; ; ; ; ; ; ;35;35
3550303311839;355030; Feminino; Médio Completo; Sem formação profissional; Voluntária(o); Família Acolhedora;10.11.2023;3550308;São Paulo;Região Sudeste;São Paulo;1521.202;SP;11451999;Metrópole;completo;Municipal;31.08.2024;8/31/2024;51 a 60 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;3;18;14;2;1; ; ; ; ; ; ;35;35
3550303311839;355030; Feminino; Médio Completo; Sem formação profissional; Voluntária(o); Família Acolhedora;08.12.2018;3550308;São Paulo;Região Sudeste;São Paulo;1521.202;SP;11451999;Metrópole;completo;Municipal;31.08.2024;8/31/2024;51 a 60 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;3;18;14;2;1; ; ; ; ; ; ;35;35
3550303311839;355030; Masculino; Superior Completo; Outra formação de nível superior; Voluntária(o); Família Acolhedora;22.07.2021;3550308;São Paulo;Região Sudeste;São Paulo;1521.202;SP;11451999;Metrópole;completo;Municipal;31.08.2024;8/31/2024;51 a 60 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;3;18;14;2;1; ; ; ; ; ; ;35;35
3550303311839;355030; Masculino; Superior Completo; Outra formação de nível superior; Voluntária(o); Família Acolhedora;03.03.2020;3550308;São Paulo;Região Sudeste;São Paulo;1521.202;SP;11451999;Metrópole;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;3;18;14;2;1; ; ; ; ; ; ;35;35
3550303311839;355030; Feminino; Médio Completo; Sem formação profissional; Voluntária(o); Família Acolhedora;03.03.2020;3550308;São Paulo;Região Sudeste;São Paulo;1521.202;SP;11451999;Metrópole;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;3;18;14;2;1; ; ; ; ; ; ;35;35
3550303311839;355030; Masculino; Sem Escolaridade; Sem formação profissional; Voluntária(o); Família Acolhedora;09.09.2020;3550308;São Paulo;Região Sudeste;São Paulo;1521.202;SP;11451999;Metrópole;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental; ; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;3;18;14;2;1; ; ; ; ; ; ;35;35
3550303311839;355030; Masculino; Médio Completo; Profissional de nível médio; Voluntária(o); Família Acolhedora;23.08.2020;3550308;São Paulo;Região Sudeste;São Paulo;1521.202;SP;11451999;Metrópole;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;3;18;14;2;1; ; ; ; ; ; ;35;35
3550303311839;355030; Feminino; Médio Completo; Sem formação profissional; Voluntária(o); Família Acolhedora;29.12.2022;3550308;São Paulo;Região Sudeste;São Paulo;1521.202;SP;11451999;Metrópole;completo;Municipal;31.08.2024;8/31/2024;51 a 60 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;3;18;14;2;1; ; ; ; ; ; ;35;35
3550303311839;355030; Masculino; Médio Completo; Sem formação profissional; Voluntária(o); Família Acolhedora;29.12.2022;3550308;São Paulo;Região Sudeste;São Paulo;1521.202;SP;11451999;Metrópole;completo;Municipal;31.08.2024;8/31/2024;51 a 60 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;3;18;14;2;1; ; ; ; ; ; ;35;35
3550303311839;355030; Feminino; Superior Completo; Pedagoga(o); Voluntária(o); Família Acolhedora;09.09.2020;3550308;São Paulo;Região Sudeste;São Paulo;1521.202;SP;11451999;Metrópole;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior;Pedagogo; ; ; ; ; ; ; ;Outros vínculos não permanentes;3;18;14;2;1; ; ; ; ; ; ;35;35
3550303311839;355030; Feminino; Superior Completo; Outra formação de nível superior; Voluntária(o); Família Acolhedora;15.09.2020;3550308;São Paulo;Região Sudeste;São Paulo;1521.202;SP;11451999;Metrópole;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;3;18;14;2;1; ; ; ; ; ; ;35;35
3550303311839;355030; Feminino; Médio Completo; Profissional de nível médio; Voluntária(o); Família Acolhedora;11.06.2024;3550308;São Paulo;Região Sudeste;São Paulo;1521.202;SP;11451999;Metrópole;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;3;18;14;2;1; ; ; ; ; ; ;35;35
3550303311839;355030; Masculino; Médio Completo; Profissional de nível médio; Voluntária(o); Família Acolhedora;11.06.2024;3550308;São Paulo;Região Sudeste;São Paulo;1521.202;SP;11451999;Metrópole;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;3;18;14;2;1; ; ; ; ; ; ;35;35
3550303311839;355030; Masculino; Médio Completo; Profissional de nível médio; Voluntária(o); Família Acolhedora;02.06.2022;3550308;São Paulo;Região Sudeste;São Paulo;1521.202;SP;11451999;Metrópole;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;3;18;14;2;1; ; ; ; ; ; ;35;35
3550303311839;355030; Feminino; Superior Incompleto; Outra formação de nível superior; Voluntária(o); Família Acolhedora;23.08.2020;3550308;São Paulo;Região Sudeste;São Paulo;1521.202;SP;11451999;Metrópole;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;3;18;14;2;1; ; ; ; ; ; ;35;35
3550303311839;355030; Feminino; Superior Completo; Outra formação de nível superior; Voluntária(o); Família Acolhedora;03.09.2020;3550308;São Paulo;Região Sudeste;São Paulo;1521.202;SP;11451999;Metrópole;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;3;18;14;2;1; ; ; ; ; ; ;35;35
3550303311839;355030; Feminino; Superior Completo; Outra formação de nível superior; Voluntária(o); Família Acolhedora;14.11.2023;3550308;São Paulo;Região Sudeste;São Paulo;1521.202;SP;11451999;Metrópole;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;3;18;14;2;1; ; ; ; ; ; ;35;35
3550303311839;355030; Masculino; Médio Completo; Profissional de nível médio; Voluntária(o); Família Acolhedora;21.10.2024;3550308;São Paulo;Região Sudeste;São Paulo;1521.202;SP;11451999;Metrópole;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;3;18;14;2;1; ; ; ; ; ; ;35;35
3550303311839;355030; Masculino; Superior Completo; Outra formação de nível superior; Voluntária(o); Família Acolhedora;08.01.2020;3550308;São Paulo;Região Sudeste;São Paulo;1521.202;SP;11451999;Metrópole;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;3;18;14;2;1; ; ; ; ; ; ;35;35
3550303311839;355030; Feminino; Médio Completo; Profissional de nível médio; Voluntária(o); Família Acolhedora;21.10.2024;3550308;São Paulo;Região Sudeste;São Paulo;1521.202;SP;11451999;Metrópole;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;3;18;14;2;1; ; ; ; ; ; ;35;35
3550303311839;355030; Feminino; Superior Completo; Outra formação de nível superior; Voluntária(o); Família Acolhedora;21.10.2024;3550308;São Paulo;Região Sudeste;São Paulo;1521.202;SP;11451999;Metrópole;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;3;18;14;2;1; ; ; ; ; ; ;35;35
3550303311839;355030; Masculino; Superior Completo; Assistente Social; Voluntária(o); Família Acolhedora;21.10.2024;3550308;São Paulo;Região Sudeste;São Paulo;1521.202;SP;11451999;Metrópole;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ;Assistente Social; ; ; ; ; ; ;Outros vínculos não permanentes;3;18;14;2;1; ; ; ; ; ; ;35;35
3550303311839;355030; Feminino; Médio Completo; Profissional de nível médio; Voluntária(o); Família Acolhedora;02.06.2022;3550308;São Paulo;Região Sudeste;São Paulo;1521.202;SP;11451999;Metrópole;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;3;18;14;2;1; ; ; ; ; ; ;35;35
3550303311839;355030; Feminino; Superior Completo; Outra formação de nível superior; Voluntária(o); Família Acolhedora;19.12.2022;3550308;São Paulo;Região Sudeste;São Paulo;1521.202;SP;11451999;Metrópole;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;3;18;14;2;1; ; ; ; ; ; ;35;35
3550303311839;355030; Feminino; Médio Completo; Sem formação profissional; Voluntária(o); Família Acolhedora;08.01.2020;3550308;São Paulo;Região Sudeste;São Paulo;1521.202;SP;11451999;Metrópole;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;3;18;14;2;1; ; ; ; ; ; ;35;35
