N_Identificador;IBGE;q55_3;q55_9;q55_10;q55_11;q55_12;q55_13;qIBGE7;codigo_UF;Região;Município;areaKm2;UF;Pop_total_2022;Porte_pop2022;Q_incompleto;q7;DataCenso;DataCenso_2024;d55_2_Faixas_etarias;d55_9;d55_11;d55_9bin1;d55_9bin2;d55_9bin3;d55_10bin1;d55_10bin2;d55_10bin3;d55_10bin4;d55_10bin5;d55_11bin1;d55_11bin2;d55_11bin3;d55_11bin4;d55_9bin1_sum;d55_9bin2_sum;d55_9bin3_sum;d55_10bin1_sum;d55_10bin2_sum;d55_10bin3_sum;d55_10bin4_sum;d55_10bin5_sum;d55_11bin1_sum;d55_11bin2_sum;d55_11bin3_sum;d55_11bin4_sum;nu_trabalhadores
4104603309308;410460; Feminino; Especialização; Assistente Social; Servidor(a) Estatutária(o); Técnico(a) de nível superior;24.08.2022;4104600;Paraná;Região Sul;Capitão Leônidas Marques;280.06299999999999;PR;14648;Pequeno I;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ;Assistente Social; ; ; ;Servidor Estatutário; ; ; ; ;1;3;1;1; ; ;1;2; ; ;2;4
4104603309308;410460; Feminino; Superior Completo; Psicóloga(o); Servidor(a) Estatutária(o); Coordenador(a);24.08.2022;4104600;Paraná;Região Sul;Capitão Leônidas Marques;280.06299999999999;PR;14648;Pequeno I;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ;Psicólogo;Servidor Estatutário; ; ; ; ;1;3;1;1; ; ;1;2; ; ;2;4
4104603309308;410460; Feminino; Superior Incompleto; Outra formação de nível superior; Sem Vínculo; Educador(a) Social;01.03.2024;4104600;Paraná;Região Sul;Capitão Leônidas Marques;280.06299999999999;PR;14648;Pequeno I;completo;Municipal;31.08.2024;8/31/2024;16 a 29 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes; ;1;3;1;1; ; ;1;2; ; ;2;4
4104603309308;410460; Masculino; Superior Completo; Pedagoga(o); Sem Vínculo; Educador(a) Social;01.03.2024;4104600;Paraná;Região Sul;Capitão Leônidas Marques;280.06299999999999;PR;14648;Pequeno I;completo;Municipal;31.08.2024;8/31/2024;16 a 29 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior;Pedagogo; ; ; ; ; ; ; ;Outros vínculos não permanentes; ;1;3;1;1; ; ;1;2; ; ;2;4
4104653309050;410465; Feminino; Superior Completo; Assistente Social; Empregada(o) Privada(o) (CLT); Técnico(a) de nível superior;24.03.2015;4104659;Paraná;Região Sul;Carambeí;649.67999999999995;PR;23283;Pequeno II;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ;Assistente Social; ; ; ; ; ; ;Outros vínculos não permanentes; ; ;5;1;1; ; ;1;3; ;1;1;5
4104653309050;410465; Feminino; Superior Completo; Outra formação de nível superior; Servidor(a) Estatutária(o); Educador(a) Social;18.04.2024;4104659;Paraná;Região Sul;Carambeí;649.67999999999995;PR;23283;Pequeno II;completo;Municipal;31.08.2024;8/31/2024;16 a 29 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ; ;Servidor Estatutário; ; ; ; ; ;5;1;1; ; ;1;3; ;1;1;5
4104653309050;410465; Masculino; Superior Completo; Pedagoga(o); Servidor(a) Estatutária(o); Técnico(a) de nível superior;14.05.2024;4104659;Paraná;Região Sul;Carambeí;649.67999999999995;PR;23283;Pequeno II;completo;Municipal;31.08.2024;8/31/2024;16 a 29 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior;Pedagogo; ; ; ; ;Servidor Estatutário; ; ; ; ; ;5;1;1; ; ;1;3; ;1;1;5
4104653309050;410465; Feminino; Superior Completo; Psicóloga(o); Servidor(a) Estatutária(o); Técnico(a) de nível superior;18.10.2021;4104659;Paraná;Região Sul;Carambeí;649.67999999999995;PR;23283;Pequeno II;completo;Municipal;31.08.2024;8/31/2024;51 a 60 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ;Psicólogo;Servidor Estatutário; ; ; ; ; ;5;1;1; ; ;1;3; ;1;1;5
4104653309050;410465; Feminino; Superior Completo; Outra formação de nível superior; Comissionada(o); Coordenador(a);18.01.2021;4104659;Paraná;Região Sul;Carambeí;649.67999999999995;PR;23283;Pequeno II;completo;Municipal;31.08.2024;8/31/2024;51 a 60 anos;Nível Superior;Comissionado; ; ;Nível Superior; ; ; ; ; ; ; ;Comissionado; ; ; ;5;1;1; ; ;1;3; ;1;1;5
4104803309634;410480; Feminino; Fundamental Incompleto; Sem formação profissional; Terceirizada(o); Serviços Gerais;20.10.2023;4104808;Paraná;Região Sul;Cascavel;2091.1990000000001;PR;348051;Grande;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental; ; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;3;4;9; ;4; ; ;4;12; ; ;4;16
4104803309634;410480; Feminino; Fundamental Completo; Sem formação profissional; Servidor(a) Estatutária(o); Serviços Gerais;01.12.2020;4104808;Paraná;Região Sul;Cascavel;2091.1990000000001;PR;348051;Grande;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível fundamental;Servidor Estatutário;Nível fundamental; ; ; ; ; ; ; ;Servidor Estatutário; ; ; ;3;4;9; ;4; ; ;4;12; ; ;4;16
4104803309634;410480; Feminino; Superior Completo; Assistente Social; Servidor(a) Estatutária(o); Técnico(a) de nível superior;02.09.2024;4104808;Paraná;Região Sul;Cascavel;2091.1990000000001;PR;348051;Grande;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ;Assistente Social; ; ; ;Servidor Estatutário; ; ; ;3;4;9; ;4; ; ;4;12; ; ;4;16
4104803309634;410480; Feminino; Especialização; Psicóloga(o); Servidor(a) Estatutária(o); Técnico(a) de nível superior;17.06.2024;4104808;Paraná;Região Sul;Cascavel;2091.1990000000001;PR;348051;Grande;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ;Psicólogo;Servidor Estatutário; ; ; ;3;4;9; ;4; ; ;4;12; ; ;4;16
4104803309634;410480; Feminino; Superior Completo; Psicóloga(o); Servidor(a) Estatutária(o); Coordenador(a);17.07.2023;4104808;Paraná;Região Sul;Cascavel;2091.1990000000001;PR;348051;Grande;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ;Psicólogo;Servidor Estatutário; ; ; ;3;4;9; ;4; ; ;4;12; ; ;4;16
4104803309634;410480; Feminino; Superior Completo; Psicóloga(o); Servidor(a) Estatutária(o); Técnico(a) de nível superior;06.06.2023;4104808;Paraná;Região Sul;Cascavel;2091.1990000000001;PR;348051;Grande;completo;Municipal;31.08.2024;8/31/2024;16 a 29 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ;Psicólogo;Servidor Estatutário; ; ; ;3;4;9; ;4; ; ;4;12; ; ;4;16
4104803309634;410480; Feminino; Superior Completo; Profissional de nível médio; Servidor(a) Estatutária(o); Apoio Administrativo;22.03.2023;4104808;Paraná;Região Sul;Cascavel;2091.1990000000001;PR;348051;Grande;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ; ;Servidor Estatutário; ; ; ;3;4;9; ;4; ; ;4;12; ; ;4;16
4104803309634;410480; Feminino; Superior Incompleto; Profissional de nível médio; Outro vínculo não permanente; Estagiário(a);04.07.2024;4104808;Paraná;Região Sul;Cascavel;2091.1990000000001;PR;348051;Grande;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;3;4;9; ;4; ; ;4;12; ; ;4;16
4104803309634;410480; Feminino; Superior Completo; Assistente Social; Servidor(a) Estatutária(o); Técnico(a) de nível superior;22.09.2016;4104808;Paraná;Região Sul;Cascavel;2091.1990000000001;PR;348051;Grande;completo;Municipal;31.08.2024;8/31/2024;16 a 29 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ;Assistente Social; ; ; ;Servidor Estatutário; ; ; ;3;4;9; ;4; ; ;4;12; ; ;4;16
4104803309634;410480; Feminino; Superior Incompleto; Profissional de nível médio; Outro vínculo não permanente; Estagiário(a);14.10.2024;4104808;Paraná;Região Sul;Cascavel;2091.1990000000001;PR;348051;Grande;completo;Municipal;31.08.2024;8/31/2024;16 a 29 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;3;4;9; ;4; ; ;4;12; ; ;4;16
4104803309634;410480; Feminino; Médio Incompleto; Sem formação profissional; Outro vínculo não permanente; Estagiário(a);11.05.2023;4104808;Paraná;Região Sul;Cascavel;2091.1990000000001;PR;348051;Grande;completo;Municipal;31.08.2024;8/31/2024;16 a 29 anos;Nível fundamental;Outros vínculos não permanentes;Nível fundamental; ; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes;3;4;9; ;4; ; ;4;12; ; ;4;16
4104803309634;410480; Feminino; Especialização; Assistente Social; Servidor(a) Estatutária(o); Técnico(a) de nível superior;19.09.2022;4104808;Paraná;Região Sul;Cascavel;2091.1990000000001;PR;348051;Grande;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ;Assistente Social; ; ; ;Servidor Estatutário; ; ; ;3;4;9; ;4; ; ;4;12; ; ;4;16
4104803309634;410480; Feminino; Especialização; Assistente Social; Servidor(a) Estatutária(o); Técnico(a) de nível superior;03.11.2011;4104808;Paraná;Região Sul;Cascavel;2091.1990000000001;PR;348051;Grande;completo;Municipal;31.08.2024;8/31/2024;51 a 60 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ;Assistente Social; ; ; ;Servidor Estatutário; ; ; ;3;4;9; ;4; ; ;4;12; ; ;4;16
4104803309634;410480; Feminino; Superior Completo; Psicóloga(o); Servidor(a) Estatutária(o); Técnico(a) de nível superior;01.08.2022;4104808;Paraná;Região Sul;Cascavel;2091.1990000000001;PR;348051;Grande;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ;Psicólogo;Servidor Estatutário; ; ; ;3;4;9; ;4; ; ;4;12; ; ;4;16
4104803309634;410480; Masculino; Médio Completo; Profissional de nível médio; Servidor(a) Estatutária(o); Motorista;01.04.2015;4104808;Paraná;Região Sul;Cascavel;2091.1990000000001;PR;348051;Grande;completo;Municipal;31.08.2024;8/31/2024;51 a 60 anos;Nível Médio;Servidor Estatutário; ;Nível Médio; ; ; ; ; ; ;Servidor Estatutário; ; ; ;3;4;9; ;4; ; ;4;12; ; ;4;16
4104803309634;410480; Masculino; Médio Completo; Sem formação profissional; Servidor(a) Estatutária(o); Motorista;31.03.2023;4104808;Paraná;Região Sul;Cascavel;2091.1990000000001;PR;348051;Grande;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Médio;Servidor Estatutário; ;Nível Médio; ; ; ; ; ; ;Servidor Estatutário; ; ; ;3;4;9; ;4; ; ;4;12; ; ;4;16
4104803309636;410480; Feminino; Especialização; Psicóloga(o); Servidor(a) Estatutária(o); Técnico(a) de nível superior;13.04.2021;4104808;Paraná;Região Sul;Cascavel;2091.1990000000001;PR;348051;Grande;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ;Psicólogo;Servidor Estatutário; ; ; ; ;5;11;1;5; ; ;3;13; ; ;3;16
4104803309636;410480; Feminino; Especialização; Pedagoga(o); Servidor(a) Estatutária(o); Técnico(a) de nível superior;14.03.2022;4104808;Paraná;Região Sul;Cascavel;2091.1990000000001;PR;348051;Grande;completo;Municipal;31.08.2024;8/31/2024;61 a 80 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior;Pedagogo; ; ; ; ;Servidor Estatutário; ; ; ; ;5;11;1;5; ; ;3;13; ; ;3;16
4104803309636;410480; Feminino; Especialização; Profissional de nível médio; Servidor(a) Estatutária(o); Apoio Administrativo;01.05.2021;4104808;Paraná;Região Sul;Cascavel;2091.1990000000001;PR;348051;Grande;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ; ;Servidor Estatutário; ; ; ; ;5;11;1;5; ; ;3;13; ; ;3;16
4104803309636;410480; Feminino; Superior Completo; Assistente Social; Servidor(a) Estatutária(o); Técnico(a) de nível superior;18.09.2021;4104808;Paraná;Região Sul;Cascavel;2091.1990000000001;PR;348051;Grande;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ;Assistente Social; ; ; ;Servidor Estatutário; ; ; ; ;5;11;1;5; ; ;3;13; ; ;3;16
4104803309636;410480; Feminino; Superior Completo; Assistente Social; Servidor(a) Estatutária(o); Técnico(a) de nível superior;10.07.2024;4104808;Paraná;Região Sul;Cascavel;2091.1990000000001;PR;348051;Grande;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ;Assistente Social; ; ; ;Servidor Estatutário; ; ; ; ;5;11;1;5; ; ;3;13; ; ;3;16
4104803309636;410480; Masculino; Superior Completo; Psicóloga(o); Servidor(a) Estatutária(o); Técnico(a) de nível superior;06.06.2023;4104808;Paraná;Região Sul;Cascavel;2091.1990000000001;PR;348051;Grande;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ;Psicólogo;Servidor Estatutário; ; ; ; ;5;11;1;5; ; ;3;13; ; ;3;16
4104803309636;410480; Feminino; Superior Completo; Assistente Social; Servidor(a) Estatutária(o); Coordenador(a);01.06.2024;4104808;Paraná;Região Sul;Cascavel;2091.1990000000001;PR;348051;Grande;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ;Assistente Social; ; ; ;Servidor Estatutário; ; ; ; ;5;11;1;5; ; ;3;13; ; ;3;16
4104803309636;410480; Masculino; Médio Completo; Profissional de nível médio; Servidor(a) Estatutária(o); Educador(a) Social;17.09.2021;4104808;Paraná;Região Sul;Cascavel;2091.1990000000001;PR;348051;Grande;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Médio;Servidor Estatutário; ;Nível Médio; ; ; ; ; ; ;Servidor Estatutário; ; ; ; ;5;11;1;5; ; ;3;13; ; ;3;16
4104803309636;410480; Feminino; Superior Completo; Psicóloga(o); Servidor(a) Estatutária(o); Técnico(a) de nível superior;07.08.2023;4104808;Paraná;Região Sul;Cascavel;2091.1990000000001;PR;348051;Grande;completo;Municipal;31.08.2024;8/31/2024;16 a 29 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ;Psicólogo;Servidor Estatutário; ; ; ; ;5;11;1;5; ; ;3;13; ; ;3;16
4104803309636;410480; Feminino; Superior Incompleto; Outra formação de nível superior; Servidor(a) Temporária(o); Estagiário(a);13.10.2022;4104808;Paraná;Região Sul;Cascavel;2091.1990000000001;PR;348051;Grande;completo;Municipal;31.08.2024;8/31/2024;16 a 29 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes; ;5;11;1;5; ; ;3;13; ; ;3;16
4104803309636;410480; Masculino; Superior Completo; Profissional de nível médio; Servidor(a) Estatutária(o); Motorista;02.01.2023;4104808;Paraná;Região Sul;Cascavel;2091.1990000000001;PR;348051;Grande;completo;Municipal;31.08.2024;8/31/2024;16 a 29 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ; ;Servidor Estatutário; ; ; ; ;5;11;1;5; ; ;3;13; ; ;3;16
4104803309636;410480; Feminino; Superior Incompleto; Profissional de nível médio; Outro vínculo não permanente; Estagiário(a);07.11.2024;4104808;Paraná;Região Sul;Cascavel;2091.1990000000001;PR;348051;Grande;completo;Municipal;31.08.2024;8/31/2024;16 a 29 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes; ;5;11;1;5; ; ;3;13; ; ;3;16
4104803309636;410480; Feminino; Superior Incompleto; Sem formação profissional; Outro vínculo não permanente; Estagiário(a);19.01.2023;4104808;Paraná;Região Sul;Cascavel;2091.1990000000001;PR;348051;Grande;completo;Municipal;31.08.2024;8/31/2024;16 a 29 anos;Nível Médio;Outros vínculos não permanentes; ;Nível Médio; ; ; ; ; ; ; ; ; ;Outros vínculos não permanentes; ;5;11;1;5; ; ;3;13; ; ;3;16
4104803309636;410480; Feminino; Especialização; Assistente Social; Servidor(a) Estatutária(o); Técnico(a) de nível superior;01.06.2022;4104808;Paraná;Região Sul;Cascavel;2091.1990000000001;PR;348051;Grande;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ;Assistente Social; ; ; ;Servidor Estatutário; ; ; ; ;5;11;1;5; ; ;3;13; ; ;3;16
4104803309636;410480; Masculino; Médio Completo; Profissional de nível médio; Servidor(a) Estatutária(o); Motorista;14.02.2024;4104808;Paraná;Região Sul;Cascavel;2091.1990000000001;PR;348051;Grande;completo;Municipal;31.08.2024;8/31/2024;51 a 60 anos;Nível Médio;Servidor Estatutário; ;Nível Médio; ; ; ; ; ; ;Servidor Estatutário; ; ; ; ;5;11;1;5; ; ;3;13; ; ;3;16
4104803309636;410480; Feminino; Superior Completo; Assistente Social; Servidor(a) Estatutária(o); Técnico(a) de nível superior;01.06.2022;4104808;Paraná;Região Sul;Cascavel;2091.1990000000001;PR;348051;Grande;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ;Assistente Social; ; ; ;Servidor Estatutário; ; ; ; ;5;11;1;5; ; ;3;13; ; ;3;16
4104803309638;410480; Feminino; Especialização; Profissional de nível médio; Servidor(a) Estatutária(o); Educador(a) Social;08.10.2024;4104808;Paraná;Região Sul;Cascavel;2091.1990000000001;PR;348051;Grande;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ; ;Servidor Estatutário; ; ; ; ;2;8; ;4; ; ;2;9; ; ;1;10
4104803309638;410480; Feminino; Especialização; Assistente Social; Servidor(a) Estatutária(o); Coordenador(a);01.12.2022;4104808;Paraná;Região Sul;Cascavel;2091.1990000000001;PR;348051;Grande;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ;Assistente Social; ; ; ;Servidor Estatutário; ; ; ; ;2;8; ;4; ; ;2;9; ; ;1;10
4104803309638;410480; Feminino; Superior Completo; Profissional de nível médio; Outro vínculo não permanente; Estagiário(a);16.05.2024;4104808;Paraná;Região Sul;Cascavel;2091.1990000000001;PR;348051;Grande;completo;Municipal;31.08.2024;8/31/2024;16 a 29 anos;Nível Superior;Outros vínculos não permanentes; ; ;Nível Superior; ; ; ; ; ; ; ; ;Outros vínculos não permanentes; ;2;8; ;4; ; ;2;9; ; ;1;10
4104803309638;410480; Feminino; Superior Incompleto; Profissional de nível médio; Servidor(a) Estatutária(o); Estagiário(a);06.06.2024;4104808;Paraná;Região Sul;Cascavel;2091.1990000000001;PR;348051;Grande;completo;Municipal;31.08.2024;8/31/2024;16 a 29 anos;Nível Médio;Servidor Estatutário; ;Nível Médio; ; ; ; ; ; ;Servidor Estatutário; ; ; ; ;2;8; ;4; ; ;2;9; ; ;1;10
4104803309638;410480; Masculino; Superior Completo; Psicóloga(o); Servidor(a) Estatutária(o); Técnico(a) de nível superior;02.09.2024;4104808;Paraná;Região Sul;Cascavel;2091.1990000000001;PR;348051;Grande;completo;Municipal;31.08.2024;8/31/2024;16 a 29 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ;Psicólogo;Servidor Estatutário; ; ; ; ;2;8; ;4; ; ;2;9; ; ;1;10
4104803309638;410480; Feminino; Especialização; Assistente Social; Servidor(a) Estatutária(o); Técnico(a) de nível superior;14.09.2022;4104808;Paraná;Região Sul;Cascavel;2091.1990000000001;PR;348051;Grande;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ;Assistente Social; ; ; ;Servidor Estatutário; ; ; ; ;2;8; ;4; ; ;2;9; ; ;1;10
4104803309638;410480; Masculino; Especialização; Psicóloga(o); Servidor(a) Estatutária(o); Técnico(a) de nível superior;06.06.2023;4104808;Paraná;Região Sul;Cascavel;2091.1990000000001;PR;348051;Grande;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ;Psicólogo;Servidor Estatutário; ; ; ; ;2;8; ;4; ; ;2;9; ; ;1;10
4104803309638;410480; Feminino; Médio Completo; Profissional de nível médio; Servidor(a) Estatutária(o); Motorista; ;4104808;Paraná;Região Sul;Cascavel;2091.1990000000001;PR;348051;Grande;completo;Municipal;31.08.2024;8/31/2024;61 a 80 anos;Nível Médio;Servidor Estatutário; ;Nível Médio; ; ; ; ; ; ;Servidor Estatutário; ; ; ; ;2;8; ;4; ; ;2;9; ; ;1;10
4104803309638;410480; Feminino; Superior Completo; Assistente Social; Servidor(a) Estatutária(o); Técnico(a) de nível superior;07.08.2023;4104808;Paraná;Região Sul;Cascavel;2091.1990000000001;PR;348051;Grande;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ;Assistente Social; ; ; ;Servidor Estatutário; ; ; ; ;2;8; ;4; ; ;2;9; ; ;1;10
4104803309638;410480; Feminino; Superior Completo; Assistente Social; Servidor(a) Estatutária(o); Técnico(a) de nível superior;22.02.2022;4104808;Paraná;Região Sul;Cascavel;2091.1990000000001;PR;348051;Grande;completo;Municipal;31.08.2024;8/31/2024;51 a 60 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ;Assistente Social; ; ; ;Servidor Estatutário; ; ; ; ;2;8; ;4; ; ;2;9; ; ;1;10
4104903306364;410490; Feminino; Especialização; Assistente Social; Comissionada(o); Coordenador(a);01.12.2023;4104907;Paraná;Região Sul;Castro;2531.5030000000002;PR;73075;Médio;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior;Comissionado; ; ;Nível Superior; ;Assistente Social; ; ; ; ; ;Comissionado; ; ; ;3; ;2; ; ;1;2; ;1; ;3
4104903306364;410490; Masculino; Especialização; Psicóloga(o); Servidor(a) Estatutária(o); Técnico(a) de nível superior;10.10.2017;4104907;Paraná;Região Sul;Castro;2531.5030000000002;PR;73075;Médio;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ;Psicólogo;Servidor Estatutário; ; ; ; ; ;3; ;2; ; ;1;2; ;1; ;3
4104903306364;410490; Feminino; Especialização; Assistente Social; Servidor(a) Estatutária(o); Técnico(a) de nível superior;28.06.2021;4104907;Paraná;Região Sul;Castro;2531.5030000000002;PR;73075;Médio;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ;Assistente Social; ; ; ;Servidor Estatutário; ; ; ; ; ;3; ;2; ; ;1;2; ;1; ;3
4105303312111;410530; Feminino; Superior Completo; Psicóloga(o); Servidor(a) Estatutária(o); Técnico(a) de nível superior;01.03.2021;4105300;Paraná;Região Sul;Céu Azul;1179.4490000000001;PR;11087;Pequeno I;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ;Psicólogo;Servidor Estatutário; ; ; ; ; ;2; ;1; ; ;1;2; ; ; ;2
4105303312111;410530; Masculino; Superior Completo; Assistente Social; Servidor(a) Estatutária(o); Coordenador(a);07.05.2018;4105300;Paraná;Região Sul;Céu Azul;1179.4490000000001;PR;11087;Pequeno I;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ;Assistente Social; ; ; ;Servidor Estatutário; ; ; ; ; ;2; ;1; ; ;1;2; ; ; ;2
4105403312319;410540; Feminino; Superior Completo; Assistente Social; Servidor(a) Estatutária(o); Técnico(a) de nível superior;07.11.2022;4105409;Paraná;Região Sul;Chopinzinho;959.69200000000001;PR;21085;Pequeno II;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ;Assistente Social; ; ; ;Servidor Estatutário; ; ; ; ; ;3;1;1; ; ;1;3; ; ; ;3
4105403312319;410540; Masculino; Superior Completo; Pedagoga(o); Servidor(a) Estatutária(o); Coordenador(a);01.10.2021;4105409;Paraná;Região Sul;Chopinzinho;959.69200000000001;PR;21085;Pequeno II;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior;Pedagogo; ; ; ; ;Servidor Estatutário; ; ; ; ; ;3;1;1; ; ;1;3; ; ; ;3
4105403312319;410540; Feminino; Superior Completo; Psicóloga(o); Servidor(a) Estatutária(o); Técnico(a) de nível superior;07.11.2022;4105409;Paraná;Região Sul;Chopinzinho;959.69200000000001;PR;21085;Pequeno II;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ;Psicólogo;Servidor Estatutário; ; ; ; ; ;3;1;1; ; ;1;3; ; ; ;3
4105503309388;410550; Feminino; Superior Completo; Psicóloga(o); Servidor(a) Estatutária(o); Coordenador(a);12.07.2023;4105508;Paraná;Região Sul;Cianorte;811.66600000000005;PR;79527;Médio;completo;Municipal;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ;Psicólogo;Servidor Estatutário; ; ; ; ; ;3; ;1; ; ;2;3; ; ; ;3
4105503309388;410550; Masculino; Especialização; Assistente Social; Servidor(a) Estatutária(o); Técnico(a) de nível superior;17.02.2020;4105508;Paraná;Região Sul;Cianorte;811.66600000000005;PR;79527;Médio;completo;Municipal;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ;Assistente Social; ; ; ;Servidor Estatutário; ; ; ; ; ;3; ;1; ; ;2;3; ; ; ;3
4105503309388;410550; Masculino; Mestrado; Psicóloga(o); Servidor(a) Estatutária(o); Técnico(a) de nível superior;06.11.2023;4105508;Paraná;Região Sul;Cianorte;811.66600000000005;PR;79527;Médio;completo;Municipal;31.08.2024;8/31/2024;16 a 29 anos;Nível Superior;Servidor Estatutário; ; ;Nível Superior; ; ; ; ;Psicólogo;Servidor Estatutário; ; ; ; ; ;3; ;1; ; ;2;3; ; ; ;3
