Variável;Rótulo
q31_4_1_2;q31_4_1_2_v15763_2_31.4.1. Em relação a este programa, este posto:2: presta orientação
q31_4_1_3;q31_4_1_3_v15763_3_31.4.1. Em relação a este programa, este posto:3: encaminha para os locais de oferta/gestão
q31_4_1_4;q31_4_1_4_v15763_4_31.4.1. Em relação a este programa, este posto:4: realiza atividades de gestão/oferta neste posto
q31_4_1_0;q31_4_1_0_v15763_0_31.4.1. Em relação a este programa, este posto:0: não possui ação específica
q31_0_2;q31_0_2_v16331_1_31.0.2. Habilita Programa 21: 
q31_1_2;q31_1_2_v16313_31.1.2. Nome do Programa:
q31_2_2_1;q31_2_2_1_v16316_1_31.2.2. Área de atuação:1: Assistência Social
q31_2_2_2;q31_2_2_2_v16316_2_31.2.2. Área de atuação:2: Transferência de Renda
q31_2_2_3;q31_2_2_3_v16316_3_31.2.2. Área de atuação:3: Descontos/isenções
q31_2_2_4;q31_2_2_4_v16316_4_31.2.2. Área de atuação:4: Saúde
q31_2_2_5;q31_2_2_5_v16316_5_31.2.2. Área de atuação:5: Educação
q31_2_2_6;q31_2_2_6_v16316_6_31.2.2. Área de atuação:6: Moradia
q31_2_2_7;q31_2_2_7_v16316_7_31.2.2. Área de atuação:7: Trabalho e emprego
q31_2_2_8;q31_2_2_8_v16316_8_31.2.2. Área de atuação:8: Segurança alimentar
q31_2_2_99;q31_2_2_99_v16316_99_31.2.2. Área de atuação:99: Outra
q31_99_2;q31_99_2_v16325_31.99.2. Qual outra área de atuação?
q31_3_2;q31_3_2_v16319_31.3.2. Programa Estadual ou municipal?
q31_4_2_1;q31_4_2_1_v16322_1_31.4.2. Em relação a este programa, este posto:1: realiza o cadastro
q31_4_2_2;q31_4_2_2_v16322_2_31.4.2. Em relação a este programa, este posto:2: presta orientação
q31_4_2_3;q31_4_2_3_v16322_3_31.4.2. Em relação a este programa, este posto:3: encaminha para os locais de oferta/gestão
q31_4_2_4;q31_4_2_4_v16322_4_31.4.2. Em relação a este programa, este posto:4: realiza atividades de gestão/oferta neste posto
q31_4_2_0;q31_4_2_0_v16322_0_31.4.2. Em relação a este programa, este posto:0: não possui ação específica
q31_0_3;q31_0_3_v16329_1_31.0.3. Habilita Programa 31: 
q31_1_3;q31_1_3_v16314_31.1.3. Nome do Programa:
q31_2_3_1;q31_2_3_1_v16317_1_31.2.3. Área de atuação:1: Assistência Social
q31_2_3_2;q31_2_3_2_v16317_2_31.2.3. Área de atuação:2: Transferência de Renda
q31_2_3_3;q31_2_3_3_v16317_3_31.2.3. Área de atuação:3: Descontos/isenções
q31_2_3_4;q31_2_3_4_v16317_4_31.2.3. Área de atuação:4: Saúde
q31_2_3_5;q31_2_3_5_v16317_5_31.2.3. Área de atuação:5: Educação
q31_2_3_6;q31_2_3_6_v16317_6_31.2.3. Área de atuação:6: Moradia
q31_2_3_7;q31_2_3_7_v16317_7_31.2.3. Área de atuação:7: Trabalho e emprego
q31_2_3_8;q31_2_3_8_v16317_8_31.2.3. Área de atuação:8: Segurança alimentar
q31_2_3_99;q31_2_3_99_v16317_99_31.2.3. Área de atuação:99: Outra
q31_99_3;q31_99_3_v16326_31.99.3. Qual outra área de atuação?
q31_3_3;q31_3_3_v16320_31.3.3. Programa Estadual ou municipal?
q31_4_3_1;q31_4_3_1_v16323_1_31.4.3. Em relação a este programa, este posto:1: realiza o cadastro
q31_4_3_2;q31_4_3_2_v16323_2_31.4.3. Em relação a este programa, este posto:2: presta orientação
q31_4_3_3;q31_4_3_3_v16323_3_31.4.3. Em relação a este programa, este posto:3: encaminha para os locais de oferta/gestão
q31_4_3_4;q31_4_3_4_v16323_4_31.4.3. Em relação a este programa, este posto:4: realiza atividades de gestão/oferta neste posto
q31_4_3_0;q31_4_3_0_v16323_0_31.4.3. Em relação a este programa, este posto:0: não possui ação específica
q31_0_4;q31_0_4_v16330_1_31.0.4. Habilita Programa 41: 
q31_1_4;q31_1_4_v16315_31.1.4. Nome do Programa:
q31_2_4_1;q31_2_4_1_v16318_1_31.2.4. Área de atuação:1: Assistência Social
q31_2_4_2;q31_2_4_2_v16318_2_31.2.4. Área de atuação:2: Transferência de Renda
q31_2_4_3;q31_2_4_3_v16318_3_31.2.4. Área de atuação:3: Descontos/isenções
q31_2_4_4;q31_2_4_4_v16318_4_31.2.4. Área de atuação:4: Saúde
q31_2_4_5;q31_2_4_5_v16318_5_31.2.4. Área de atuação:5: Educação
q31_2_4_6;q31_2_4_6_v16318_6_31.2.4. Área de atuação:6: Moradia
q31_2_4_7;q31_2_4_7_v16318_7_31.2.4. Área de atuação:7: Trabalho e emprego
q31_2_4_8;q31_2_4_8_v16318_8_31.2.4. Área de atuação:8: Segurança alimentar
q31_2_4_99;q31_2_4_99_v16318_99_31.2.4. Área de atuação:99: Outra
q31_99_4;q31_99_4_v16327_31.99.4. Qual outra área de atuação?
q31_3_4;q31_3_4_v16321_31.3.4. Programa Estadual ou municipal?
q31_4_4_1;q31_4_4_1_v16324_1_31.4.4. Em relação a este programa, este posto:1: realiza o cadastro
q31_4_4_2;q31_4_4_2_v16324_2_31.4.4. Em relação a este programa, este posto:2: presta orientação
q31_4_4_3;q31_4_4_3_v16324_3_31.4.4. Em relação a este programa, este posto:3: encaminha para os locais de oferta/gestão
q31_4_4_4;q31_4_4_4_v16324_4_31.4.4. Em relação a este programa, este posto:4: realiza atividades de gestão/oferta neste posto
q31_4_4_0;q31_4_4_0_v16324_0_31.4.4. Em relação a este programa, este posto:0: não possui ação específica
q32_0;q32_0_v15764_0_32. Qual a relação deste posto de Cadastro Único com os outros equipamentos da rede socioassistencial?0: Este posto não se relaciona com outros equipamentos da rede socioassitencial
q32_1;q32_1_v15764_1_32. Qual a relação deste posto de Cadastro Único com os outros equipamentos?1: Este posto encaminha as famílias para a rede socioassistencial de referência para inclusão em serviços (CRAS, CREAS, Centro Pop, outros)
q32_2;q32_2_v15764_2_32. Qual a relação deste posto de Cadastro Único com os outros equipamentos?2: Este posto encaminha as famílias para a rede socioassistencial de referência para acesso a benefícios eventuais
q32_3;q32_3_v15764_3_32. Qual a relação deste posto de Cadastro Único com os outros equipamentos?3: Este posto atende famílias para inclusão e atualização cadastral encaminhadas pela rede socioassistencial
q32_4;q32_4_v15764_4_32. Qual a relação deste posto de Cadastro Único com outros equipamentos?4: Um profissional equipe do Cad Único deste posto está alocado em outro equipamento para fazer interlocução do Cad Único com programas
q32_5;"q32_5_v15764_5_32. Qual a relação deste posto de Cadastro Único com outros equipamentos rede socioassistencial?5: realiza Busca Ativa (cadastramento domiciliar, ações itinerantes, mutirões, etc) em conjunto com a rede socioassistencial;"
q33_1;q33_1_v15765_1_33. Este posto realiza atividades relacionadas ao BPC?1: Sim, atividades relacionadas ao acompanhamento e gestão do BPC
q33_2;q33_2_v15765_2_33. Este posto realiza atividades relacionadas ao BPC?2: Sim, assistência a requerentes do BPC quanto ao preenchimento de requerimento ao INSS
q33_3;q33_3_v15765_3_33. Este posto realiza atividades relacionadas ao BPC?3: Sim, realizam requerimento para obtenção do BPC (prescindem de Acordos de Cooperação Técnica)
q33_99;q33_99_v15765_99_33. Este posto realiza atividades relacionadas ao BPC?99: Sim, outras.
q33_0;q33_0_v15765_0_33. Este posto realiza atividades relacionadas ao BPC?0: Não
q33_99_1;q33_99_1_v15766_33.99. Qual outra atividade relacionada ao BPC?
q34_0;q34_0_v16241_34.0. Este posto ficou fechado em todo tempo da pandemia
q34_1;q34_1_v15768_34.1. Ofertou atendimento presencial ao público em geral
q34_2;q34_2_v15769_34.2. Ofertou apenas os atendimentos presenciais agendados
q34_3;q34_3_v15770_34.3. Ofertou atendimentos/acompanhamento apenas para o público prioritário
q34_4;q34_4_v15771_34.4. Ofertou os atendimento das demandas do Cadastro Único
q34_5;q34_5_v15772_34.5. Ofertou os atendimento das demandas do Auxílio Emergencial
q34_6;q34_6_v15774_34.6. Ofertou os atendimentos das demandas do Programa Bolsa Família
q34_7;q34_7_v15775_34.7. Ofertou atendimento remoto por telefone e aplicativos de videoconferência
q34_8;q34_8_v15776_34.8. Realizou visitas domiciliares
q34_99;q34_99_v15777_34.99. Outro.
q34_99_1;q34_99_1_v15778_34.99.1. Qual?
q35_1;q35_1_v15779_1_35. Como estava a jornada de trabalho das(os) profissionais durante a pandemia ?1: Teve que ampliar o número de profissionais
q35_2;q35_2_v15779_2_35. Como estava a jornada de trabalho das(os) profissionais durante a pandemia ?2: Com jornada de trabalho normal (semelhante a jornada anterior a pandemia)
q35_3;q35_3_v15779_3_35. Como estava a jornada de trabalho das(os) profissionais durante a pandemia ?3: Com jornada de trabalho reduzida
q35_99;q35_99_v15779_99_35. Como estava a jornada de trabalho das(os) profissionais durante a pandemia ?99: Outros
q35_99_1;q35_99_1_v15780_35.99. Qual?
q36;q36_v15781_36. Os trabalhadores deste posto tiveram acesso a Equipamentos de Proteção Individual?
q37_0;q37_0_v15782_0_37. Este posto realizou algumas destas atividades em relação ao Auxílio Emergencial0: Não realizou nenhuma atividade em relação ao Auxílio Emergencial (siga para a questão 40)
q37_2;q37_2_v15782_2_37. Este posto realizou algumas destas atividades em relação ao Auxílio Emergencial2: Prestou orientação às famílias já atendidas/acompanhadas por este posto
q37_3;q37_3_v15782_3_37. Este posto realizou algumas destas atividades em relação ao Auxílio Emergencial3: Prestou orientações às famílias da comunidades em geral
q37_4;q37_4_v15782_4_37. Este posto realizou algumas destas atividades em relação ao Auxílio Emergencial4: Auxiliou as famílias no preenchimento das solicitações
q37_5;q37_5_v15782_5_37. Este posto realizou algumas destas atividades em relação ao Auxílio Emergencial5: Realizou busca ativa de famílias para preenchimento das solicitações
q37_6;q37_6_v15782_6_37. Este posto realizou algumas destas atividades relação Auxílio Emergencial6: Realizou parcerias com Defensorias Públicas, judiciário e outros órgãos para orientação e atendimento famílias para preenchimento das solicitações
q37_99_1;q37_99_1_v15782_99_37. Este posto realizou algumas destas atividades em relação ao Auxílio Emergencial99: Outros
q37_99;q37_99_v15783_37.99. Qual?
q38_1;q38_1_v15784_1_38. Indique se há na equipe do Cadastro Único e Programa Bolsa Família trabalhadores aptos a realizar o atendimento com conhecimento em:1: Conhecimento em LIBRAS
q38_2;q38_2_v15784_2_38. Indique se há na equipe do Cadastro Único e Programa Bolsa Família trabalhadores aptos a realizar o atendimento com conhecimento em:2: Conhecimento em línguas estrangeiras (espanhol, inglês e francês)
q38_3;q38_3_v15784_3_38. Indique se há na equipe do Cadastro Único e Programa Bolsa Família trabalhadores aptos a realizar o atendimento com conhecimento em:3: Conhecimento em línguas indígenas
q38_99;q38_99_v15784_99_38. Indique se há na equipe do Cadastro Único e Programa Bolsa Família trabalhadores aptos a realizar o atendimento com conhecimento em:99: Outros
q38_0;q38_0_v15784_0_38. Indique se há na equipe do Cadastro Único e Programa Bolsa Família trabalhadores aptos a realizar o atendimento com conhecimento em:0: Nenhuma das anteriores
q38_99_1;q38_99_1_v15785_38.99.1. Qual?
q39_1;q39_1_v15786_1_39. O/A coordenador(a) desta Unidade:1: exerce exclusivamente a função de coordenador(a) deste posto
q39_2;q39_2_v15786_2_39. O/A coordenador(a) desta Unidade:2: acumula as funções de coordenador(a) e de gestor do Cadastro Único
q39_3;q39_3_v15786_3_39. O/A coordenador(a) desta Unidade:3: acumula as funções de coordenador(a) e de gestor do Cadastro Único e PBF
q39_4;q39_4_v15786_4_39. O/A coordenador(a) desta Unidade:4: acumula as funções de coordenador(a) e de equipe de cadastramento
q39_5;q39_5_v15786_5_39. O/A coordenador(a) desta Unidade:5: acumula as funções de coordenador(a) com outra atividade da Secretaria Municipal de Assistência Social
q39_6;q39_6_v15786_6_39. O/A coordenador(a) desta Unidade:6: acumula as funções de coordenador(a) e de gestão/atendimento de outro programa usuário do Cadastro Único
q39_0;q39_0_v15786_0_39. O/A coordenador(a) desta Unidade:0: não há coordenador(a) neste posto
q39_6_99;q39_6_99_v15787_39.6.99. Acumula as funções de coordenador(a) e de gestão/atendimento de outro programa usuário do Cadastro Único. Qual?
q41_4_1;q41_4_1_v14523_1_41.4. Identificação da pessoa responsável pelas informações prestadas pelo Posto do Cadastro Único - Cargo/Função1: Coordenador(a) do posto
q41_4_2;q41_4_2_v14523_2_41.4. Identificação da pessoa responsável pelas informações prestadas pelo Posto do Cadastro Único - Cargo/Função2: Técnica(o) de nível superior do posto
q41_4_3;q41_4_3_v14523_3_41.4. Identificação da pessoa responsável pelas informações prestadas pelo Posto do Cadastro Único - Cargo/Função3: Outro
q42_4_1;q42_4_1_v14530_1_42.4. Identificação do(a) agente responsável, no órgão gestor da Assistência Social, pelas informações declaradas neste formulário - Cargo/Função1: Secretária(o) Municipal de Assistência Social ou congênere
q42_4_2;q42_4_2_v14530_2_42.4. Identificação do(a) agente responsável, no órgão gestor da Assistência Social, pelas informações Cargo/Função2: Diretor(a)/Coordenador(a)/Responsável pela área de proteção básica no município
q42_4_3;q42_4_3_v14530_3_42.4. Identificação do(a) agente responsável, no órgão gestor da Assistência Social, pelas informações declaradas neste formulário - Cargo/Função3: Técnica(o) da Secretaria Municipal de Assistência Social ou congênere
q42_4_4;q42_4_4_v14530_4_42.4. Identificação do(a) agente responsável, no órgão gestor da Assistência Social, pelas informações declaradas neste formulário - Cargo/Função4: Outros
q20_2_velha;
q20_3_velha;
q20_4_velha;
q20_5_velha;
q20_6_velha;
q20_7_velha;
q20_8_velha;
q20_9_velha;
q20_10_velha;
q20_11_velha;
q20_12_velha;
q20_13_velha;
q20_14_velha;
q20_15_velha;
q20_16_velha;
q20_17_velha;
q20_18_velha;
q21_1_1_velha;
q21_1_2_velha;
q21_1_3_velha;
q21_1_4_velha;
q21_1_99_velha;
q21_1_0_velha;
q21_2_1_velha;
q21_2_2_velha;
q21_2_3_velha;
q21_2_4_velha;
q21_2_99_velha;
q21_2_0_velha;
q21_3_1_velha;
q21_3_2_velha;
q21_3_3_velha;
q21_3_4_velha;
q21_3_99_velha;
q21_3_0_velha;
q21_4_1_velha;
q21_4_2_velha;
q21_4_3_velha;
q21_4_4_velha;
q21_4_5_velha;
q21_4_6_velha;
q21_5_1_velha;
q21_5_2_velha;
q21_5_3_velha;
q21_5_4_velha;
q21_5_99_velha;
q21_5_0_velha;
q21_6_1_velha;
q21_6_2_velha;
q21_6_3_velha;
q21_6_4_velha;
q21_6_99_velha;
q21_6_0_velha;
q21_7_1_velha;
q21_7_2_velha;
q21_7_3_velha;
q21_7_4_velha;
q21_7_99_velha;
q21_7_0_velha;
q21_8_1_velha;
q21_8_2_velha;
q21_8_3_velha;
q21_8_4_velha;
q21_8_5_velha;
q21_8_6_velha;
q21_9_1_velha;
q21_9_2_velha;
q21_9_3_velha;
q21_9_4_velha;
q21_9_99_velha;
q21_9_0_velha;
q23_1_velha;
q23_2_velha;
q23_3_velha;
q23_4_velha;
q23_5_velha;
q23_6_velha;
q23_7_velha;
q23_8_velha;
q23_9_velha;
q23_10_velha;
q23_11_velha;
q23_12_velha;
q23_13_velha;
q23_14_velha;
q23_99_1_velha;
q24_1_velha;
q24_2_velha;
q24_3_velha;
q24_4_velha;
q24_5_velha;
q24_6_velha;
q24_7_velha;
q24_8_velha;
q24_9_velha;
q24_10_velha;
q24_11_velha;
q24_12_velha;
q24_13_velha;
q24_14_velha;
q24_15_velha;
q24_16_velha;
q24_17_velha;
q24_18_velha;
q25_1_velha;
q25_2_velha;
q25_3_velha;
q25_4_velha;
q25_5_velha;
q25_6_velha;
q25_7_velha;
q25_8_velha;
q25_9_velha;
q25_99_velha;
q27_velha;
q34_1_velha;
q34_2_velha;
q34_3_velha;
q34_4_velha;
q34_5_velha;
q34_6_velha;
q34_7_velha;
q34_8_velha;
q34_99_velha;
q35_1_velha;
q35_2_velha;
q35_3_velha;
q35_99_velha;
q36_velha;
q37_0_velha;
q37_2_velha;
q37_3_velha;
q37_4_velha;
q37_5_velha;
q37_6_velha;
d_2;d_2_Total de horas por semana que o Posto encontra-se em funcionamento
d_6_atend;d_6_atend.Total de salas utilizadas para atendimento individual ou coletivo
d_6_atend_categoria;d_6_atend_categoria.Total de salas utilizadas para atendimento individual ou coletivo
d_6_adm_atend;d_6_adm_atend.Total de salas utilizadas para atendimento e para atividades administrativas
d_6_adm_atend_categoria;d_6_adm_atend_categoria.Total de salas utilizadas para atendimento e para atividades administrativas
d_6_7_banheiros;d_6_7_banheiros.Quantidade total de banheiros
d_9_1_99;d_9_1_99.Quantidade de telefones
d_9_2_99;d_9_2_99.Quantidade de celulares da unidade
d_9_3_99;d_9_3_99.Quantidade de impressoras
d_9_4_99;d_9_4_99.Quantidade de máquinas copiadoras
d_9_9_99;d_9_9_99.Quantidade de veículos de uso exclusivo
d_9_10_99;d_9_10_99.Quantidade de veículos de uso compartilhado
d_10_1;d_10_1.Quantidade de computadores, em perfeito funcionamento
d_10_2;d_10_2.Quantidade de computadores conectados à internet
d_14_1;d_14_1. Total de pessoas atendidas pelo Posto
d_14_2;d_14_2. Total de indivíduos que realizaram entrevista para inclusão cadastral
d_14_3;d_14_3. Total de indivíduos que realizaram entrevista para atualização cadastral
d_15_1;d_15_1. Tempo médio entre o agendamento e a realização do atendimento
d_15_2;d_15_2. Tempo médio para que dados coletados sejam inseridos no sistema
d_15_3;d_15_3. Tempo médio de espera de uma família nesta Unidade até que o atendimento seja iniciado
d_15_4;d_15_4. Tempo médio de duração da primeira entrevista de uma família para o Cadastro Único (inclusão cadastral)
d_15_5;d_15_5. Tempo médio de duração da atualização cadastral de uma família no Cadastro Único
d_40_8bin1_sum;Número de trabalhadores de Nível fundamental (inclui trabalhadores sem escolaridade, fundamental incompleto e ensino médio incompleto)
d_40_8bin2_sum;Número de trabalhadores de Nível médio (inclui trabalhadores com ensino superior incompleto)
d_40_8bin3_sum;Número de trabalhadores de Nível superior (inclui trabalhadores com especialização, mestrado e doutorado)
d_40_9bin1_sum;Número de Pedagogos
d_40_9bin2_sum;Número de Assistentes Sociais
d_40_9bin3_sum;Número de Antropólogos
d_40_9bin4_sum;Número de Advogados
d_40_9bin5_sum;Número de Psicólogos
d_40_10bin1_sum;Número de Servidores Estatutários
d_40_10bin2_sum;Número de Empregados Públicos(CLT)
d_40_10bin3_sum;Número de Comissionados
d_40_10bin4_sum;Número de profissionais com outros vínculos não permanentes
nu_trabalhador;Número de trabalhadores no POSTO
