IBGE;q41_3;q41_9;q41_10;q41_11;q41_12;q41_13;q41_14;q41_15;q41_16;Região;UF;Q_incompleto;DataCenso;DataCenso_2024;Faixas_etarias;d41_9;d41_9bin1;d41_9bin2;d41_9bin3;d41_10;d41_10bin1;d41_10bin2;d41_10bin3;d41_10bin4;d41_10bin5;d41_11;d41_11bin1;d41_11bin2;d41_11bin3;d41_11bin4;d41_9bin1_sum;d41_9bin2_sum;d41_9bin3_sum;d41_10bin1_sum;d41_10bin2_sum;d41_10bin3_sum;d41_10bin4_sum;d41_10bin5_sum;d41_11bin1_sum;d41_11bin2_sum;d41_11bin3_sum;d41_11bin4_sum;nu_trabalhador;d41_15_1bin_Gestão;d41_15_1bin_Gestão_do_SUAS;d41_15_1bin_Vigilância_Socioassistencial;d41_15_1bin_Gestão_do_Trabalho;d41_15_1bin_Regulação_do_SUAS;d41_15_1bin_Gestão_Financeira_Orçamentária;d41_15_1bin_PSB;d41_15_1bin_PSE_Média_Complexidade;d41_15_1bin_PSE_Alta_Complexidade;d41_15_1bin_Gestão_CadÚnico;d41_15_1bin_PBF;d41_15_1bin_Gestão_Benefícios_Assistenciais;d41_15_1bin_PCF;d41_15_1bin_Outros;d41_16_2bin_Gestão;d41_16_2bin_Gestão_do_SUAS;d41_16_2bin_Vigilância_Socioassistencial;d41_16_2bin_Gestão_do_Trabalho;d41_16_2bin_Regulação_do_SUAS;d41_16_2bin_Gestão_Financeira_Orçamentária;d41_16_2bin_PSB;d41_16_2bin_PSE_Média_Complexidade;d41_16_2bin_PSE_Alta_Complexidade;d41_16_2bin_Gestão_CadÚnico;d41_16_2bin_PBF;d41_16_2bin_Gestão_Benefícios_Assistenciais;d41_15_2bin_PCF;d41_16_2bin_Outros;d41_Gestão;d41_Gestão_do_SUAS;d41_Vigilância_Socioassistencial;d41_Gestão_do_Trabalho;d41_Regulação_do_SUAS;d41_Gestão_Financeira_Orçamentária;d41_PSB;d41_PSE_Média_Complexidade;d41_PSE_Alta_Complexidade;d41_Gestão_CadÚnico;d41_PBF;d41_Gestão_Benefícios_Assistenciais;d41_PCF;d41_Outros;d41_15_1bin_Gestão_sum;d41_15_1bin_Gestão_do_SUAS_sum;d41_15_1bin_Vigilância_Socioassistencial_sum;d41_15_1bin_Gestão_do_Trabalho_sum;d41_15_1bin_Regulação_do_SUAS_sum;d41_15_1bin_Gestão_Financeira_Orçamentária_sum;d41_15_1bin_PSB_sum;d41_15_1bin_PSE_Média_Complexidade_sum;d41_15_1bin_PSE_Alta_Complexidade_sum;d41_15_1bin_Gestão_CadÚnico_sum;d41_15_1bin_PBF_sum;d41_15_1bin_Gestão_Benefícios_Assistenciais_sum;d41_15_1bin_PCF_sum;d41_15_1bin_Outros_sum;d41_16_2bin_Gestão_sum;d41_16_2bin_Gestão_do_SUAS_sum;d41_16_2bin_Vigilância_Socioassistencial_sum;d41_16_2bin_Gestão_do_Trabalho_sum;d41_16_2bin_Regulação_do_SUAS_sum;d41_16_2bin_Gestão_Financeira_Orçamentária_sum;d41_16_2bin_PSB_sum;d41_16_2bin_PSE_Média_Complexidade_sum;d41_16_2bin_PSE_Alta_Complexidade_sum;d41_16_2bin_Gestão_CadÚnico_sum;d41_16_2bin_PBF_sum;d41_16_2bin_Gestão_Benefícios_Assistenciais_sum;d41_15_2bin_PCF_sum;d41_16_2bin_Outros_sum;d41_Gestão_sum;d41_Gestão_do_SUAS_sum;d41_Vigilância_Socioassistencial_sum;d41_Gestão_do_Trabalho_sum;d41_Regulação_do_SUAS_sum;d41_Gestão_Financeira_Orçamentária_sum;d41_PSB_sum;d41_PSE_Média_Complexidade_sum;d41_PSE_Alta_Complexidade_sum;d41_Gestão_CadÚnico_sum;d41_PBF_sum;d41_Gestão_Benefícios_Assistenciais_sum;d41_PCF_sum;d41_Outros_sum;N_BREAK
25; Masculino; Superior Completo; Outra(o) profissional de nível superior; Servidor(a) Temporária(o); Técnica(o) de Nível Superior; De 31 a 40 horas semanais;02.05.2023; Gestão do Cadastro Único; Outros;Região Nordeste;Paraíba;completo;31.08.2024;8/31/2024;51 a 60 anos;Nível Superior; ; ;Nível Superior;Outro profissional de nivel superior; ; ; ; ; ;Outros vínculos não permanentes; ; ; ;Outros vínculos não permanentes; ;10;71;6;36; ;4;5;3; ;11;67;81; ; ; ; ; ; ; ; ; ;Gestão do Cadastro Único; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Outros; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ;68; ; ; ;3;3; ; ;6; ; ; ; ; ;2;10; ; ;3;13;11;6;2; ; ; ;31; ;70;10;4; ;3;16;11;6;8; ; ;2;31;81
25;Feminino; Superior Completo; Outra(o) profissional de nível superior; Comissionada(o); Coordenador(a)/Dirigente; De 31 a 40 horas semanais;05.04.2011; Gestão Financeira e Orçamentária; Outros;Região Nordeste;Paraíba;completo;31.08.2024;8/31/2024;51 a 60 anos;Nível Superior; ; ;Nível Superior;Outro profissional de nivel superior; ; ; ; ; ;Comissionado; ; ;Comissionado; ; ;10;71;6;36; ;4;5;3; ;11;67;81; ; ; ; ; ;Gestão Financeira e Orçamentária; ; ; ; ; ; ; ; ; ; ; ; ; ;Gestão Financeira e Orçamentária; ; ; ; ; ; ; ;Outros; ; ; ; ; ;1; ; ; ; ; ; ; ;1; ;68; ; ; ;3;3; ; ;6; ; ; ; ; ;2;10; ; ;3;13;11;6;2; ; ; ;31; ;70;10;4; ;3;16;11;6;8; ; ;2;31;81
25; Masculino; Especialização; Outra(o) profissional de nível superior; Servidor(a) Temporária(o); Educador(a)/Orientador(a) Social; De 21 a 30 horas semanais;01.02.2020; Gestão do SUAS; Proteção Social Especial de Média Complexidade;Região Nordeste;Paraíba;completo;31.08.2024;8/31/2024;51 a 60 anos;Nível Superior; ; ;Nível Superior;Outro profissional de nivel superior; ; ; ; ; ;Outros vínculos não permanentes; ; ; ;Outros vínculos não permanentes; ;10;71;6;36; ;4;5;3; ;11;67;81; ;Gestão do SUAS; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;PSE Média Complexidade; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ; ; ; ; ; ;68; ; ; ;3;3; ; ;6; ; ; ; ; ;2;10; ; ;3;13;11;6;2; ; ; ;31; ;70;10;4; ;3;16;11;6;8; ; ;2;31;81
25;Feminino; Superior Completo; Outra(o) profissional de nível superior; Servidor(a) Temporária(o); Técnica(o) de Nível Superior; De 31 a 40 horas semanais;02.05.2023; Gestão do Cadastro Único; Outros;Região Nordeste;Paraíba;completo;31.08.2024;8/31/2024;51 a 60 anos;Nível Superior; ; ;Nível Superior;Outro profissional de nivel superior; ; ; ; ; ;Outros vínculos não permanentes; ; ; ;Outros vínculos não permanentes; ;10;71;6;36; ;4;5;3; ;11;67;81; ; ; ; ; ; ; ; ; ;Gestão do Cadastro Único; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Outros; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ;68; ; ; ;3;3; ; ;6; ; ; ; ; ;2;10; ; ;3;13;11;6;2; ; ; ;31; ;70;10;4; ;3;16;11;6;8; ; ;2;31;81
25;Feminino; Superior Completo; Assistente Social; Outro vínculo não permanente; Técnica(o) de Nível Superior; De 21 a 30 horas semanais;01.03.2018; Gestão do SUAS; Outros;Região Nordeste;Paraíba;completo;31.08.2024;8/31/2024;51 a 60 anos;Nível Superior; ; ;Nível Superior;Assistente Social; ;Assistente Social; ; ; ;Outros vínculos não permanentes; ; ; ;Outros vínculos não permanentes; ;10;71;6;36; ;4;5;3; ;11;67;81; ;Gestão do SUAS; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Outros; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ;68; ; ; ;3;3; ; ;6; ; ; ; ; ;2;10; ; ;3;13;11;6;2; ; ; ;31; ;70;10;4; ;3;16;11;6;8; ; ;2;31;81
25;Feminino; Superior Completo; Pedagoga(o); Comissionada(o); Coordenador(a)/Dirigente; De 31 a 40 horas semanais;01.09.2014; Gestão do SUAS; Vigilância Socioassistencial;Região Nordeste;Paraíba;completo;31.08.2024;8/31/2024;51 a 60 anos;Nível Superior; ; ;Nível Superior;Pedagogo;Pedagogo; ; ; ; ;Comissionado; ; ;Comissionado; ; ;10;71;6;36; ;4;5;3; ;11;67;81; ;Gestão do SUAS; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Vigilância Socioassistencial; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ;68; ; ; ;3;3; ; ;6; ; ; ; ; ;2;10; ; ;3;13;11;6;2; ; ; ;31; ;70;10;4; ;3;16;11;6;8; ; ;2;31;81
25;Feminino; Especialização; Administrador (a); Servidor(a) Temporária(o); Técnica(o) de Nível Superior; De 21 a 30 horas semanais;02.05.2023; Gestão do SUAS; Outros;Região Nordeste;Paraíba;completo;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior; ; ;Nível Superior;Outro profissional de nivel superior; ; ; ; ; ;Outros vínculos não permanentes; ; ; ;Outros vínculos não permanentes; ;10;71;6;36; ;4;5;3; ;11;67;81; ;Gestão do SUAS; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Outros; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ;68; ; ; ;3;3; ; ;6; ; ; ; ; ;2;10; ; ;3;13;11;6;2; ; ; ;31; ;70;10;4; ;3;16;11;6;8; ; ;2;31;81
25;Feminino; Mestrado; Assistente Social; Comissionada(o); Técnica(o) de Nível Superior; De 31 a 40 horas semanais;22.01.2021; Gestão do SUAS; Outros;Região Nordeste;Paraíba;completo;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior; ; ;Nível Superior;Assistente Social; ;Assistente Social; ; ; ;Comissionado; ; ;Comissionado; ; ;10;71;6;36; ;4;5;3; ;11;67;81; ;Gestão do SUAS; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Outros; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ;68; ; ; ;3;3; ; ;6; ; ; ; ; ;2;10; ; ;3;13;11;6;2; ; ; ;31; ;70;10;4; ;3;16;11;6;8; ; ;2;31;81
25;Feminino; Superior Completo; Psicóloga(o); Servidor(a) Temporária(o); Técnica(o) de Nível Superior; De 21 a 30 horas semanais;30.01.2022; Gestão do SUAS; Gestão do Trabalho;Região Nordeste;Paraíba;completo;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior; ; ;Nível Superior;Psicólogo; ; ; ; ;Psicólogo;Outros vínculos não permanentes; ; ; ;Outros vínculos não permanentes; ;10;71;6;36; ;4;5;3; ;11;67;81; ;Gestão do SUAS; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1; ; ; ; ; ; ; ; ; ; ; ;68; ; ; ;3;3; ; ;6; ; ; ; ; ;2;10; ; ;3;13;11;6;2; ; ; ;31; ;70;10;4; ;3;16;11;6;8; ; ;2;31;81
25; Masculino; Superior Completo; Pedagoga(o); Outro vínculo não permanente; Apoio Administrativo; De 31 a 40 horas semanais;01.08.2021; Gestão do SUAS; Vigilância Socioassistencial;Região Nordeste;Paraíba;completo;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior; ; ;Nível Superior;Pedagogo;Pedagogo; ; ; ; ;Outros vínculos não permanentes; ; ; ;Outros vínculos não permanentes; ;10;71;6;36; ;4;5;3; ;11;67;81; ;Gestão do SUAS; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Vigilância Socioassistencial; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ;68; ; ; ;3;3; ; ;6; ; ; ; ; ;2;10; ; ;3;13;11;6;2; ; ; ;31; ;70;10;4; ;3;16;11;6;8; ; ;2;31;81
25;Feminino; Superior Completo; Outra(o) profissional de nível superior; Comissionada(o); Secretária(os) de Assistência Social; De 31 a 40 horas semanais;02.02.2023;99; Gestão do SUAS;Região Nordeste;Paraíba;completo;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior; ; ;Nível Superior;Outro profissional de nivel superior; ; ; ; ; ;Comissionado; ; ;Comissionado; ; ;10;71;6;36; ;4;5;3; ;11;67;81; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Gestão do SUAS; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;68; ; ; ;3;3; ; ;6; ; ; ; ; ;2;10; ; ;3;13;11;6;2; ; ; ;31; ;70;10;4; ;3;16;11;6;8; ; ;2;31;81
25;Feminino; Superior Completo; Assistente Social; Servidor(a) Temporária(o); Técnica(o) de Nível Superior; De 21 a 30 horas semanais;15.07.2020; Gestão do SUAS; Proteção Social Básica;Região Nordeste;Paraíba;completo;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior; ; ;Nível Superior;Assistente Social; ;Assistente Social; ; ; ;Outros vínculos não permanentes; ; ; ;Outros vínculos não permanentes; ;10;71;6;36; ;4;5;3; ;11;67;81; ;Gestão do SUAS; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Proteção Social Básica; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ; ; ; ; ; ; ;68; ; ; ;3;3; ; ;6; ; ; ; ; ;2;10; ; ;3;13;11;6;2; ; ; ;31; ;70;10;4; ;3;16;11;6;8; ; ;2;31;81
25;Feminino; Especialização; Assistente Social; Outro vínculo não permanente; Técnica(o) de Nível Superior; De 31 a 40 horas semanais;01.06.2023; Gestão do SUAS; Vigilância Socioassistencial;Região Nordeste;Paraíba;completo;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior; ; ;Nível Superior;Assistente Social; ;Assistente Social; ; ; ;Outros vínculos não permanentes; ; ; ;Outros vínculos não permanentes; ;10;71;6;36; ;4;5;3; ;11;67;81; ;Gestão do SUAS; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Vigilância Socioassistencial; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ;68; ; ; ;3;3; ; ;6; ; ; ; ; ;2;10; ; ;3;13;11;6;2; ; ; ;31; ;70;10;4; ;3;16;11;6;8; ; ;2;31;81
25;Feminino; Superior Completo; Assistente Social; Servidor(a) Temporária(o); Técnica(o) de Nível Superior; De 21 a 30 horas semanais;15.07.2020; Gestão do SUAS; Proteção Social Básica;Região Nordeste;Paraíba;completo;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior; ; ;Nível Superior;Assistente Social; ;Assistente Social; ; ; ;Outros vínculos não permanentes; ; ; ;Outros vínculos não permanentes; ;10;71;6;36; ;4;5;3; ;11;67;81; ;Gestão do SUAS; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Proteção Social Básica; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ; ; ; ; ; ; ;68; ; ; ;3;3; ; ;6; ; ; ; ; ;2;10; ; ;3;13;11;6;2; ; ; ;31; ;70;10;4; ;3;16;11;6;8; ; ;2;31;81
25;Feminino; Superior Completo; Advogada(o); Servidor(a) Temporária(o); Técnica(o) de Nível Médio; De 31 a 40 horas semanais;01.06.2022; Gestão do SUAS; Outros;Região Nordeste;Paraíba;completo;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior; ; ;Nível Superior;Advogado; ; ; ;Advogado; ;Outros vínculos não permanentes; ; ; ;Outros vínculos não permanentes; ;10;71;6;36; ;4;5;3; ;11;67;81; ;Gestão do SUAS; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Outros; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ;68; ; ; ;3;3; ; ;6; ; ; ; ; ;2;10; ; ;3;13;11;6;2; ; ; ;31; ;70;10;4; ;3;16;11;6;8; ; ;2;31;81
25;Feminino; Superior Completo; Assistente Social; Servidor(a) Temporária(o); Coordenador(a)/Dirigente; De 31 a 40 horas semanais;15.05.2017; Gestão do SUAS; Proteção Social Básica;Região Nordeste;Paraíba;completo;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior; ; ;Nível Superior;Assistente Social; ;Assistente Social; ; ; ;Outros vínculos não permanentes; ; ; ;Outros vínculos não permanentes; ;10;71;6;36; ;4;5;3; ;11;67;81; ;Gestão do SUAS; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Proteção Social Básica; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ; ; ; ; ; ; ;68; ; ; ;3;3; ; ;6; ; ; ; ; ;2;10; ; ;3;13;11;6;2; ; ; ;31; ;70;10;4; ;3;16;11;6;8; ; ;2;31;81
25;Feminino; Superior Completo; Assistente Social; Servidor(a) Temporária(o); Técnica(o) de Nível Médio; De 21 a 30 horas semanais;15.03.2024; Gestão do SUAS; Proteção Social Básica;Região Nordeste;Paraíba;completo;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior; ; ;Nível Superior;Assistente Social; ;Assistente Social; ; ; ;Outros vínculos não permanentes; ; ; ;Outros vínculos não permanentes; ;10;71;6;36; ;4;5;3; ;11;67;81; ;Gestão do SUAS; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Proteção Social Básica; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ; ; ; ; ; ; ;68; ; ; ;3;3; ; ;6; ; ; ; ; ;2;10; ; ;3;13;11;6;2; ; ; ;31; ;70;10;4; ;3;16;11;6;8; ; ;2;31;81
25;Feminino; Superior Completo; Assistente Social; Servidor(a) Temporária(o); Técnica(o) de Nível Superior; De 21 a 30 horas semanais;01.06.2023; Gestão do SUAS; Outros;Região Nordeste;Paraíba;completo;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior; ; ;Nível Superior;Assistente Social; ;Assistente Social; ; ; ;Outros vínculos não permanentes; ; ; ;Outros vínculos não permanentes; ;10;71;6;36; ;4;5;3; ;11;67;81; ;Gestão do SUAS; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Outros; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ;68; ; ; ;3;3; ; ;6; ; ; ; ; ;2;10; ; ;3;13;11;6;2; ; ; ;31; ;70;10;4; ;3;16;11;6;8; ; ;2;31;81
25;Feminino; Superior Completo; Assistente Social; Outro vínculo não permanente; Técnica(o) de Nível Superior; De 31 a 40 horas semanais;15.07.2020; Proteção Social Básica; Programa Criança Feliz;Região Nordeste;Paraíba;completo;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior; ; ;Nível Superior;Assistente Social; ;Assistente Social; ; ; ;Outros vínculos não permanentes; ; ; ;Outros vínculos não permanentes; ;10;71;6;36; ;4;5;3; ;11;67;81; ; ; ; ; ; ;Proteção Social Básica; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;68; ; ; ;3;3; ; ;6; ; ; ; ; ;2;10; ; ;3;13;11;6;2; ; ; ;31; ;70;10;4; ;3;16;11;6;8; ; ;2;31;81
25;Feminino; Especialização; Assistente Social; Servidor(a) Temporária(o); Técnica(o) de Nível Superior; De 31 a 40 horas semanais;01.03.2016; Gestão do SUAS; Proteção Social Especial de Média Complexidade;Região Nordeste;Paraíba;completo;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior; ; ;Nível Superior;Assistente Social; ;Assistente Social; ; ; ;Outros vínculos não permanentes; ; ; ;Outros vínculos não permanentes; ;10;71;6;36; ;4;5;3; ;11;67;81; ;Gestão do SUAS; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;PSE Média Complexidade; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ; ; ; ; ; ;68; ; ; ;3;3; ; ;6; ; ; ; ; ;2;10; ; ;3;13;11;6;2; ; ; ;31; ;70;10;4; ;3;16;11;6;8; ; ;2;31;81
25;Feminino; Superior Completo; Fisioterapeuta; Comissionada(o); Técnica(o) de Nível Superior; De 21 a 30 horas semanais;25.03.2014; Gestão do SUAS; Proteção Social Especial de Alta Complexidade;Região Nordeste;Paraíba;completo;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior; ; ;Nível Superior;Outro profissional de nivel superior; ; ; ; ; ;Comissionado; ; ;Comissionado; ; ;10;71;6;36; ;4;5;3; ;11;67;81; ;Gestão do SUAS; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;PSE Alta Complexidade; ; ; ; ; ; ;1; ; ; ; ; ; ;1; ; ; ; ; ; ;68; ; ; ;3;3; ; ;6; ; ; ; ; ;2;10; ; ;3;13;11;6;2; ; ; ;31; ;70;10;4; ;3;16;11;6;8; ; ;2;31;81
25;Feminino; Superior Completo; Enfermeira(o); Servidor(a) Temporária(o); Apoio Administrativo; De 31 a 40 horas semanais;10.09.2016; Gestão do SUAS; Proteção Social Básica;Região Nordeste;Paraíba;completo;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior; ; ;Nível Superior;Outro profissional de nivel superior; ; ; ; ; ;Outros vínculos não permanentes; ; ; ;Outros vínculos não permanentes; ;10;71;6;36; ;4;5;3; ;11;67;81; ;Gestão do SUAS; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Proteção Social Básica; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ; ; ; ; ; ; ;68; ; ; ;3;3; ; ;6; ; ; ; ; ;2;10; ; ;3;13;11;6;2; ; ; ;31; ;70;10;4; ;3;16;11;6;8; ; ;2;31;81
25;Feminino; Superior Completo; Assistente Social; Servidor(a) Temporária(o); Técnica(o) de Nível Superior; De 21 a 30 horas semanais;27.07.2021; Gestão do SUAS; Proteção Social Básica;Região Nordeste;Paraíba;completo;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior; ; ;Nível Superior;Assistente Social; ;Assistente Social; ; ; ;Outros vínculos não permanentes; ; ; ;Outros vínculos não permanentes; ;10;71;6;36; ;4;5;3; ;11;67;81; ;Gestão do SUAS; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Proteção Social Básica; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ; ; ; ; ; ; ;68; ; ; ;3;3; ; ;6; ; ; ; ; ;2;10; ; ;3;13;11;6;2; ; ; ;31; ;70;10;4; ;3;16;11;6;8; ; ;2;31;81
25;Feminino; Médio Completo; Sem formação profissional; Servidor(a)/Estatutária(o); Apoio Administrativo; De 21 a 30 horas semanais;02.05.2023; Gestão do SUAS; Outros;Região Nordeste;Paraíba;completo;31.08.2024;8/31/2024;41 a 50 anos;Nível Médio; ;Nível Médio; ;Outro profissional de nivel superior; ; ; ; ; ;Servidor Estatutário;Servidor Estatutário; ; ; ; ;10;71;6;36; ;4;5;3; ;11;67;81; ;Gestão do SUAS; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Outros; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ;68; ; ; ;3;3; ; ;6; ; ; ; ; ;2;10; ; ;3;13;11;6;2; ; ; ;31; ;70;10;4; ;3;16;11;6;8; ; ;2;31;81
25;Feminino; Mestrado; Assistente Social; Servidor(a) Temporária(o); Coordenador(a)/Dirigente; De 21 a 30 horas semanais;01.02.2019; Gestão do SUAS; Gestão do Trabalho;Região Nordeste;Paraíba;completo;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior; ; ;Nível Superior;Assistente Social; ;Assistente Social; ; ; ;Outros vínculos não permanentes; ; ; ;Outros vínculos não permanentes; ;10;71;6;36; ;4;5;3; ;11;67;81; ;Gestão do SUAS; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1; ; ; ; ; ; ; ; ; ; ; ;68; ; ; ;3;3; ; ;6; ; ; ; ; ;2;10; ; ;3;13;11;6;2; ; ; ;31; ;70;10;4; ;3;16;11;6;8; ; ;2;31;81
25;Feminino; Superior Completo; Psicóloga(o); Servidor(a) Temporária(o); Técnica(o) de Nível Superior; De 31 a 40 horas semanais;02.05.2022; Gestão do SUAS; Outros;Região Nordeste;Paraíba;completo;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior; ; ;Nível Superior;Psicólogo; ; ; ; ;Psicólogo;Outros vínculos não permanentes; ; ; ;Outros vínculos não permanentes; ;10;71;6;36; ;4;5;3; ;11;67;81; ;Gestão do SUAS; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Outros; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ;68; ; ; ;3;3; ; ;6; ; ; ; ; ;2;10; ; ;3;13;11;6;2; ; ; ;31; ;70;10;4; ;3;16;11;6;8; ; ;2;31;81
25; Masculino; Superior Completo; Assistente Social; Servidor(a) Temporária(o); Técnica(o) de Nível Superior; De 21 a 30 horas semanais;19.07.2021; Gestão do SUAS; Outros;Região Nordeste;Paraíba;completo;31.08.2024;8/31/2024;41 a 50 anos;Nível Superior; ; ;Nível Superior;Assistente Social; ;Assistente Social; ; ; ;Outros vínculos não permanentes; ; ; ;Outros vínculos não permanentes; ;10;71;6;36; ;4;5;3; ;11;67;81; ;Gestão do SUAS; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Outros; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ;68; ; ; ;3;3; ; ;6; ; ; ; ; ;2;10; ; ;3;13;11;6;2; ; ; ;31; ;70;10;4; ;3;16;11;6;8; ; ;2;31;81
25;Feminino; Superior Completo; Outra(o) profissional de nível superior; Servidor(a) Temporária(o); Apoio Administrativo; De 31 a 40 horas semanais;31.12.2013; Gestão do SUAS; Proteção Social Básica;Região Nordeste;Paraíba;completo;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior; ; ;Nível Superior;Outro profissional de nivel superior; ; ; ; ; ;Outros vínculos não permanentes; ; ; ;Outros vínculos não permanentes; ;10;71;6;36; ;4;5;3; ;11;67;81; ;Gestão do SUAS; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Proteção Social Básica; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ; ; ; ; ; ; ;68; ; ; ;3;3; ; ;6; ; ; ; ; ;2;10; ; ;3;13;11;6;2; ; ; ;31; ;70;10;4; ;3;16;11;6;8; ; ;2;31;81
25;Feminino; Mestrado; Assistente Social; Outro vínculo não permanente; Técnica(o) de Nível Superior; De 21 a 30 horas semanais;06.06.2019; Gestão do SUAS; Outros;Região Nordeste;Paraíba;completo;31.08.2024;8/31/2024;30 a 40 anos;Nível Superior; ; ;Nível Superior;Assistente Social; ;Assistente Social; ; ; ;Outros vínculos não permanentes; ; ; ;Outros vínculos não permanentes; ;10;71;6;36; ;4;5;3; ;11;67;81; ;Gestão do SUAS; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Outros; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ;68; ; ; ;3;3; ; ;6; ; ; ; ; ;2;10; ; ;3;13;11;6;2; ; ; ;31; ;70;10;4; ;3;16;11;6;8; ; ;2;31;81
