IBGE;IBGE7;UF;Regiao;Município;Pop_total_2010;Pop_Urbana2010;Pop_Rural2010;Porte_pop2010;areaKm2;Q_Municipal;NU_IDENTIFICADOR;ident_0_1;ident_0_2;ident_0_3;ident_0_4;ident_0_5;ident_0_6;ident_0_7;ident_0_8;ident_0_9;ident_0_10;ident_0_11;ident_0_12;ident_0_13;ident_0_14;ident_0_15;Latitude;Longitude;q_1;q_2;q_3;q_4_1;q_4_2;q_4_3;q_4_0;q_4_99;q_5_1;q_5_2;q_5_99;q_5_0;q_5_99_1;q_6;q_7;q_9_1;q_9_2;q_9_3;q_9_4;q_10;q_11;q_12;q_13;q_13_99;q_14;q_14_99;q_15;q_16_1_1;q_16_1_2;q_16_1_3;q_16_1_4;q_16_1_5;q_16_1_6;q_16_1_7;q_16_2_1;q_16_2_2;q_16_2_3;q_16_2_4;q_16_2_5;q_16_2_6;q_16_2_7;q_17_1;q_17_2;q_17_3;q_17_4;q_17_5;q_17_6;q_17_7;q_17_8;q_17_9;q_18_1;q_18_1_99;q_18_2;q_18_2_99;q_19_1;q_19_1_99;q_19_2;q_19_2_99;q_19_3;q_19_3_99;q_19_4;q_19_4_99;q_20;q_21_1;q_21_1_0;q_21_2;q_21_2_0;q_22;q_23;q_24;q_25;q_26_1;q_26_2;q_26_3;q_26_4;q_26_5;q_26_6;q_26_7;q_26_8;q_26_9;q_26_10;q_26_11;q_26_12;q_26_13;q_26_14;q_26_15;q_26_16;q_26_17;q_26_18;q_26_19;q_26_20;q_26_21;q_26_22;q_26_23;q_26_24;q_26_25;q_26_0;q_27;q_28_1;q_28_2;q_28_3;q_28_98;q_28_99;q_28_0;q_28_98_1;q_29;q_30_99;q_31;q_32;d_13_faixa;d_14_faixa;d_15_faixa;q_16_1_7_recod;q_16_2_7_recod;q_17_9_recod;d_33_9bin1_sum;d_33_9bin2_sum;d_33_9bin3_sum;d_33_10bin1_sum;d_33_10bin2_sum;d_33_10bin3_sum;d_33_10bin4_sum;d_33_10bin5_sum;d_33_11bin1_sum;d_33_11bin2_sum;d_33_11bin3_sum;d_33_11bin4_sum;nu_trabalhadores
410340;4103404;41;4;Cafeara;2695;2195;500;1;185,8;1;4103403308506;Unidade de Acolhimento;3;PARANÁ;331;casa;CENTRO;FUNDOS DO CORREIO;86640-000;4103404;PR; ;(43) 3625-1479; ;(43) 4336-2514;09/11/2010;-22.789.288.101.622.100;-5.171.407.341.957.090;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;1;2010;1;954; ;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0; ;0; ;0; ;0; ;0; ;0; ;1; ;1;0;0;1;1;1;0;0;0;1;1;1;0;1;1;1;1;0;1;1;0;0;1;0;1;0;0;0;0;1;0;1;0;1;0;0;0;0; ;5;1;0;3; ;1;1;0;0;0;0;0;3;1;1;0;0;1;3;0;0;0;3
410345;4103453;41;4;Cafelândia;14662;12348;2314;1;271,724;1;4103453306169;UNIDADE DE ACOLHIMENTO CAFELANDIA;3;PRESIDENTE JUCELINO;158;SOBRADO;CENTRO; ;85415-000;4103453;PR; ;(45) 3241-3895;27;(45) 3241-1156;16/04/2014;-24.618;-53.32;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;1;2014;1;1300; ;2; ;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1; ;0; ;0; ;0; ;0; ;0; ;0;0; ;21; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;5;1;0;0;0;0;0; ;5; ;2;2; ;1;1;0;1;1;0;0;1;0;0;0;0;1;1;0;0;0;1
410460;4104600;41;4;Capitão Leônidas Marques;14970;11490;3480;1;275,748;1;4104603309308;Unidade de Acolhimento;3;AVENIDA TIBAGI;0; ;CENTRO; ;85790-000;4104600;PR; ;(45) 3286-3321; ; ;07/06/2018;-2.548.598.256.200.940;-5.360.891.461.372.370;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;1;2018;1;954; ;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0; ;0; ;0; ;0; ;0; ;0;0; ;18; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;2;1;0;0;0;0;0; ;3;1;0;3; ;1;1;0;0;0;0;0;3;1;1;0;0;1;0;0;0;3;3
410465;4104659;41;4;Carambeí;19163;13918;5245;1;649,68;1;4104653309050;Unidade de Acolhimento em Família Acolhedora;32;Ouro Branco;500; ;Vila Nova Holanda; ;84145-000;4104659;PR; ;(42) 3231-9455; ; ;24/03/2015;-24.952.128.619.335.900;-501.153.963.804.245;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;1;2015;1;954; ;1; ;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;0; ;0; ;0; ;0; ;0; ;0; ;0; ;1;18; ;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;1;1;1;0;1;1;0;1;1;0;1;1;0;0;5;1;0;1;0;0;0; ;3; ;0;3; ;1;1;0;1;1;0;1;3;1;1;0;0;1;0;0;0;4;4
410480;4104808;41;4;Cascavel;286205;270049;16156;4;2100,831;1;4104803302239;UNIDADE DE ACOLHIMENTO FAMILIAR;32;Porto Alegre;557; ;Pioneiros Catarinenses; ;85805-600;4104808;PR; ;(45) 3902-1747;1379;(45) 3902-1747;01/10/2002;-24.967.694.197.814.200;-534.779.405.585.141;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;1;2002;1;841,36; ;86; ;230;17;9;29;20;21;13;109;18;10;30;21;23;19;121;12;17;29;44;51;47;20;10;230;48; ;21; ;7; ;10; ;38; ;90; ;0; ;1;17; ;1;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;0;5;1;0;0;0;0;0; ;3; ;1;1; ;3;4;109;121;230;2;8;14;0;8;0;0;6;22;0;0;2;24
410490;4104907;41;4;Castro;67084;49266;17818;3;2531,503;1;4104903306364;UNIDADE DE ACOLHIMENTO SERVIÇO DE ACOLHIMENTO EM FAMÍLIA ACOLHEDORA;32;ALCEBIADES MARQUES DE SOUZA;1059; ;MORADA DO SOL; ;84172-430;4104907;PR; ;(42) 2122-5521; ; ;01/11/2006;-2.478.914.527.682.570;-499.902.230.501.175;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;1;2006;1;937; ;6; ;5;0;0;1;1;0;0;2;1;0;1;0;1;0;3;0;1;3;0;1;0;0;0;5;0; ;0; ;0; ;0; ;1; ;3; ;0;6; ;17; ;1;1;1;1;0;1;0;0;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;1;1;1;1;1;1;0;5;1;0;0;0;0;0; ;3; ;0;3; ;1;1;2;3;5;0;0;3;0;2;0;0;1;2;0;0;1;3
410550;4105508;41;4;Cianorte;69958;62282;7676;3;811,666;1;4105503309388;UNIDADE DE ACOLHIMENTO - SERVIÇO DE ACOLHIMENTO FAMILIAR;27;OLÍMPICA MARCOS DANILO PADILHA;236; ;ZONA 4;SECRETARIA DE ASSISTÊNCIA SOCIAL;87209-106;4105508;PR; ;(44) 3631-8072;214; ;03/04/2018;-23.661.132.742.679.400;-5.259.494.304.656.980;315;1; ; ; ; ; ; ; ;0;0;0; ;2; ; ; ; ; ;1;2018;1;954; ;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0; ;0; ;0; ;0; ;0; ;0; ;1;18; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;5;1;1;1;1;0;0;Saúde, Educação.;3;1;2;3; ;1;1;0;0;0;0;0;3;0;2;0;0;1;2;0;0;1;3
410650;4106506;41;4;Coronel Vivida;21749;15445;6304;2;684,417;1;4106503308364;Unidade de Acolhimento;32;CANDIDO INACIO DE LIMA;0; ;JARDIM PRIMAVERA II; ;85550-000;4106506;PR; ;(46) 63232-3650; ; ;08/12/2008;-25.98;-52.568;315;1; ; ; ; ; ; ; ;0;0;1; ;2; ; ; ; ; ;1;2011;1;317,97; ;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0; ;0; ;0; ;0; ;0; ;0; ;1;18; ;1;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;0;0;0;0;0; ;3;1;0;0; ;1;1;0;0;0;0;0;2;0;1;0;0;1;0;0;0;2;2
410680;4106803;41;4;Cruz Machado;18040;6057;11983;1;1478,35;1;4106803308578;Unidade de Acolhimento;3;Presidente Getúlio Vargas;787; ;centro; ;84620-000;4106803;PR; ;(42) 3554-1752; ; ;24/06/2010;-26.016.969.749.210.300;-5.134.522.676.467.890;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;1;2009;1;634; ;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0; ;0; ;0; ;0; ;0; ;0; ;1;18; ;1;0;1;1;1;0;1;1;1;1;0;1;1;1;1;1;1;1;1;0;0;0;0;1;1;1;0;1;1;0;5;1;0;0;0;0;0; ;3; ;0;0; ;1;1;0;0;0;0;0;2;0;1;0;0;1;2;0;0;0;2
410725;4107256;41;4;Douradina;7445;5236;2209;1;419,853;1;4107253307845;UNIDADE DE ACOLHIMENTO -  FAMÍLIA ACOLHEDORA;32;Maria P. Maragno;250;casa;Campo Belo;Próximo ao Bar do Bairro Campo Belo;87485-000;4107256;PR; ;(44) 99756-7233; ; ;10/03/2010;-23.383.061.126.802.100;-5.330.176.949.501.030;315;1; ; ; ; ; ; ; ;0;0;1; ;2; ; ; ; ; ;1;2009;1;1000; ;9; ;2;0;0;0;0;0;0;0;0;1;1;0;0;0;2;0;2;0;0;0;0;0;0;2;3; ;4; ;0; ;0; ;1; ;0; ;0;0; ;21; ;2;0;1;1;0;1;0;0;0;0;1;0;0;1;1;1;0;0;0;0;0;0;0;1;1;1;1;1;1;0;5;0;1;0;1;0;0;Conselho  Tutelar;3; ;0;0; ;1;1;0;2;2;0;0;1;0;0;0;0;1;1;0;0;0;1
410753;4107538;41;4;Entre Rios do Oeste;3926;2642;1284;1;122,071;1;4107533307481;UNIDADE DE ACOLHIMENTO SERVIÇO DE ACOLHIMENTO EM FAMÍLIA ACOLHEDORA;32;MAURÍCIO CARDOSO;890; ;CENTRO;Junto ao CREAS;85988-000;4107538;PR; ;(45) 3257-1683; ;(45) 3257-1268;30/07/2014;-2.470.773.396.068.160;-5.424.293.518.066.400;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;1;2014;1;954; ;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0; ;0; ;0; ;0; ;0; ;0; ;1; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;0;1;1;1;1;1;1;0;1;1;0;5;1;0;1;0;0;0; ;2; ;0;0; ;1;1;0;0;0;0;3;3;0;1;0;1;1;4;0;0;2;6
410830;4108304;41;4;Foz do Iguaçu;256088;253962;2126;4;618,353;1;4108303306029;UNIDADE DE ACOLHIMENTO FAMÍLIA ACOLHEDORA - ASSOCIAÇÃO FRATERNIDADE ALIANÇA - AFA;32;PAULINO FERREIRA;56; ;BOA ESPERANÇA;CAIC ADELE ZANOTTO SCALCO;85854-360;4108304;PR; ;(45) 3527-2856; ; ;13/09/2013;-25.574.377.250.374.100;-54.568.646.550.178.500;315;2;97.366.694/0001-17;0;1;0;0;0;1;1;1;0;Cultura;2; ; ; ; ; ;1;2013;1;954; ;21; ;28;6;2;2;0;0;1;11;2;6;5;1;2;1;17;1;5;6;2;11;2;0;1;28;12; ;12; ;0; ;0; ;0; ;5; ;0; ;1;18; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;1;1;1;1;1;1;0;5;1;0;1;0;0;0; ;2; ;1;1; ;2;2;11;17;28;1;4;6;0;4;0;0;2;0;0;0;11;11
410940;4109401;41;4;Guarapuava;167328;152993;14335;4;3178,649;1;4109403307791;UNIDADE DE ACOLHIMENTO - FAMÍLIA ACOLHEDORA;32;SENADOR PINHEIRO MACHADO;1075; ;ALTO DA XV; ;85010-100;4109401;PR; ;(42) 3623-7995; ;(42) 3623-7995;11/05/2017;-2.538.813.581.569.870;-5.145.875.930.786.130;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;1;2017;1;954; ;27; ;22;0;4;4;1;0;0;9;0;7;5;1;0;0;13;4;7;5;6;0;0;0;0;22;0; ;1; ;7; ;0; ;0; ;22; ;0; ;1; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;6;0;1;1;0;0;0; ;2; ;2;2; ;2;2;9;13;22;0;1;2;0;1;0;0;1;2;0;0;1;3
410960;4109609;41;4;Guaratuba;32095;28805;3290;2;1326,791;1;4109603308594;Unidade de Acolhimento Família Acolhedora;32;Manoel Henrique;200; ;Centro; ;83280-000;4109609;PR; ;(41) 3472-8603; ; ;07/11/2017;-25.883;-48.575;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;1;2017;1;477; ;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0; ;0; ;0; ;0; ;0; ;0; ;1; ;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;5;1;0;0;0;0;0; ;3;1;0;0; ;1;1;0;0;0;0;0;2;0;1;0;0;1;1;0;0;1;2
410965;4109658;41;4;Honório Serpa;5955;1988;3967;1;502,235;1;4109653308323;UNIDADE DE ACOLHIMENTO - FAMÍLIA ACOLHEDORA;3;SÃO FRANCISCO;386; ;CENTRO;DEPARTAMENTO MUNICIPAL DE ASSISTÊNCIA SOCIAL.;85548-000;4109658;PR; ;(46) 3245-1186; ; ;23/02/2010;-26.142.783.174.602.000;-5.238.746.881.484.980;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;1;2010;1;477; ;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0; ;0; ;0; ;0; ;0; ;0; ;1; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;5;1;1;0;0;0;0; ;3;1;0;3; ;1;1;0;0;0;0;0;3;0;1;0;1;1;1;0;0;2;3
410980;4109807;41;4;Ibiporã;48198;45895;2303;2;297,742;1;4109803307799;UNIDADE DE ACOLHIMENTO FAMÍLIA ACOLHEDORA;32;Saldanha Marinho;272; ;Jd. Semprebom; ;86200-000;4109807;PR; ;(43) 3178-0234; ; ;29/03/2016;-23.269;-51.048;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;1;2016;1;954; ;18; ;13; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ;5; ;0; ;0; ;1; ;8; ;0; ;1;18; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;6;1;1;0;0;0;0; ;3; ;0;3; ;2;2; ; ; ;0;0;5;0;2;0;0;1;3;0;0;2;5
411120;4111209;41;4;Itapejara d'Oeste;10531;6987;3544;1;254,014;1;4111203307863;UNIDADE DE ACOLHIMENTO;32;Avenida Manoel Ribas;643;casa;Centro;Em frente a Prefeitura Municipal.;85580-000;4111209;PR; ;(46) 3526-1651; ;(46) 3526-8300;22/03/2017;-25.960.176.520.642.900;-5.281.602.144.241.330;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;1;2017;1;1405,5; ;7; ;7;1;1;0;0;1;0;3;1;0;2;1;0;0;4;0;5;0;2;0;0;0;0;7;0; ;2; ;0; ;0; ;0; ;0; ;0;0; ;18; ;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;1;1;0;1;1;1;1;1;1;0;5;1;1;0;0;0;0; ;3; ;2;2; ;1;1;3;4;7;0;0;1;0;1;0;0;0;0;0;0;1;1
411240;4112405;41;4;Japurá;8549;7619;930;1;165,185;1;4112403308910;Unidade de Acolhimento;32;TIRADENTES;273;CASA;CENTRO;EM FRENTE A CASA DA CULTURA;87225-000;4112405;PR; ;(44) 3635-1041; ; ;02/03/2018;-2.347.172.962.971.030;-525.563.406.944.275;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;1;2018;1;954; ;1; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0; ;0; ;0; ;0; ;0; ;0; ;1;21; ;1;0;1;1;1;0;1;1;1;0;1;0;0;1;1;1;1;0;1;1;0;0;0;1;1;1;1;1;1;0;5;1;1;0;0;0;0; ;3;1;2;3; ;1;1;0;0;0;0;0;3;1;1;0;0;1;1;0;0;2;3
411345;4113452;41;4;Lindoeste;5361;2384;2977;1;361,367;1;4113453307855;UNIDADE DE ACOLHIMENTO FAMILIAR;3;MARECHAL RONDON;0; ;CENTRO; ;85826-000;4113452;PR; ;(45) 3237-1752; ; ;18/11/2008;-25.268.138.974.835.100;-5.357.297.658.963.940;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;1;2008;1;954; ;10; ;5;0;0;1;0;1;0;2;0;0;1;0;1;1;3;0;0;1;0;0;4;0;0;5;5; ;0; ;0; ;0; ;0; ;0; ;0; ;1;18; ;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;1;1;0;1;0;1;1;1;1;1;0;0;5;1;0;0;0;0;0; ;3; ;0;0; ;1;1;2;3;5;0;0;2;0;1;0;0;1;2;0;0;0;2
411370;4113700;41;4;Londrina;506701;493520;13181;4;1652,569;1;4113703303467;UNIDADE DE ACOLHIMENTO SERVIÇO DE ACOLHIMENTO EM FAMÍLIA ACOLHEDORA;3;RIO DE JANEIRO;1288; ;CENTRO;Ao lado do Centro Público de Economia Solidária;86000-010;4113700;PR; ;(43) 3378-0589; ; ;18/03/2008;-23.320.314.481.198.400;-5.115.897.846.248.110;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;1;2017;1;954; ;8; ;3;0;0;0;0;0;0;0;2;0;1;0;0;0;3;1;1;0;1;0;0;0;0;3;1; ;4; ;0; ;0; ;1; ;2; ;0; ;1;18; ;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;5;1;0;0;0;0;0; ;3; ;1;0; ;1;1;0;3;3;0;1;4;0;1;0;0;1;5;0;0;0;5
411380;4113809;41;4;Lupionópolis;4592;4079;513;1;121,064;1;4113803308319;UNIDADE DE ACOLHIMENTO - FAMILIA ACOLHEDORA;32;RUA MUHEDINI ISMAIL CHURK;165;CASA;CJ INDUSTRIAL;PROXIMO Á EMATER;86635-000;4113809;PR; ;(43) 3660-1360; ; ;28/10/2010;-22.753.288.928.143.900;-5.166.518.211.364.740;315;1; ; ; ; ; ; ; ;0;0;1; ;2; ; ; ; ; ;1;2010;1;954; ;1; ;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;1;0; ;0; ;0; ;0; ;0; ;1; ;0;0; ;18; ;1;0;0;1;0;0;0;0;0;1;1;0;0;1;1;1;1;0;0;0;0;0;0;1;1;1;1;1;1;0;5;0;1;0;0;0;0; ;1; ;0;2; ;1;1;0;1;1;0;0;3;0;2;0;0;1;3;0;0;0;3
411460;4114609;41;4;Marechal Cândido Rondon;46819;39147;7672;2;748,002;1;4114603309192;UNIDADE DE ACOLHIMENTO;32;Rua Edwino Ohwailer;2288; ;Sao Lucas; ;85960-000;4114609;PR; ;(45) 3254-8329;8503; ;01/08/2018;-24.556;-54.057;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;1;2018;1;954; ;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0; ;0; ;0; ;0; ;0; ;0;0; ;17; ;1;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;5;0;1;1;0;0;0; ;3;1;1;3; ;1;1;0;0;0;0;0;3;0;2;0;0;1;2;0;0;1;3
411520;4115200;41;4;Maringá;357077;350653;6424;4;487,052;1;4115203306174;UNIDADE DE ACOLHIMENTO EM FAMÍLIA ACOLHEDORA;32;HAITI;808; ;VILA MORANGUEIRA;CENTRO SOCIAL URBANO;87040-420;4115200;PR; ;(44) 3261-2415; ; ;05/10/2007;-2.341.776.971.437.090;-51.898.190.975.189.200;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;1;2007;1;954; ;56; ;30;10;4;2;1;1;0;18;4;1;5;0;2;0;12; ; ; ; ; ; ; ; ; ;14; ;10; ;2; ;0; ;7; ;22; ;0; ;1;18; ;1;1;1;1;0;1;1;1;1;1;0;1;0;1;1;1;1;0;1;1;0;1;0;1;1;1;1;1;1;0;5;1;0;0;0;0;0; ;3; ;1;0; ;3;2;18;12; ;0;3;2;0;1;0;0;1;5;0;0;0;5
411580;4115804;41;4;Medianeira;41817;37390;4427;2;328,732;1;4115803309366;UNIDADE DE ACOLHIMENTO FAMILIAR EM FAMÍLIA ACOLHEDORA;32;Mato Grosso;1910;antigo Sindicato Rural;Centro; ;85884-000;4115804;PR; ;(45) 3264-8693; ; ;01/02/2018;-25.298.930.172.677.700;-54.091.717.600.822.400;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;1;2018;1;954; ;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0; ;0; ;0; ;0; ;0; ;0; ;1;21; ;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;5;0;0;0;0;1;0; ; ; ;0;3; ;1;1;0;0;0;0;0;3;0;2;0;0;1;2;0;0;1;3
411585;4115853;41;4;Mercedes;5046;2439;2607;1;200,864;1;4115853308544;Unidade de Acolhimento Família Acolhedora Mercedes;32;Dr. Osvaldo Cruz;555; ;centro; ;85998-000;4115853;PR; ;(45) 3256-8037; ; ;11/06/2014;-24.454.650.364.990.900;-541.645.073.890.686;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;1;2014;1;954; ;2; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2; ;0; ;0; ;0; ;0; ;0; ;0; ;1; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;1;1;0;1;1;1;1;1;1;0;5;0;0;1;0;0;0; ;3; ;0;0; ;1;1;0;0;0;0;0;2;0;1;0;0;1;1;0;0;1;2
411590;4115903;41;4;Mirador;2327;1579;748;1;221,708;1;4115903308864;Unidade de Acolhimento Família Acolhedora;3;Guaíra;153; ;Centro;Prefeitura Municipal;87840-000;4115903;PR; ;(44) 3434-8013;8007; ;18/11/2014;-2.325.632.972.449.510;-5.277.559.518.814.080;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;1;2014;1;954; ;2; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2; ;0; ;0; ;0; ;0; ;0; ;0;0; ;0; ;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;1;0;0;0;5;0;0;0;1;0;0;ASSISTENTE SOCIAL DO MUNICÍPIO;5;1;0;0; ;1;1;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;1
411670;4116703;41;4;Nova Aurora;11866;9040;2826;1;474,011;1;4116703309056;UNIDADE DE ACOLHIMENTO - FAMILIA ACOLHEDORA;32;CASTELO BRANCO;0; ;CENTRO; ;85410-000;4116703;PR; ;(45) 3243-2068; ; ;28/09/2009;-2.452.768.142.156.600;-53.252.266.645.431.500;315;1; ; ; ; ; ; ; ;0;0;0; ;2; ; ; ; ; ;1;2009;1;636; ;2; ;2;0;0;0;1;0;1;2;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;2;0; ;0; ;0; ;0; ;1; ;1; ;0; ;1; ;1;1;0;1;1;0;0;1;1;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;1;0;0;0;1;0;0;Proteção Social Especial;3; ;0;0; ;1;1;2;0;2;0;0;2;0;1;0;0;1;2;0;0;0;2
411722;4117222;41;4;Nova Santa Rosa;7626;5315;2311;1;204,665;1;4117223308692;Unidade de Acolhimento;32;Guarani;630;Posto de Saúde;Centro; ;85930-000;4117222;PR; ;(45) 2032-0016; ; ;23/01/2018;-2.446.611.553.078.370;-53.952.376.842.498.700;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;1;2012;1;1431; ;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0; ;0; ;0; ;0; ;0; ;0; ;1; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;6;0;0;1;0;0;0; ;3;1;0;0; ;1;1;0;0;0;0;0;2;0;1;0;0;1;2;0;0;0;2
411760;4117602;41;4;Palmas;42888;39795;3093;2;1557,893;1;4117603309054;Unidade de Acolhimento;32;VERGILIO FERREIRA;555; ;SANTA CRUZ;centro de abrigo municipal;85000-000;4117602;PR; ;(46) 3263-1178; ; ;22/05/2018;-26.479.446.832.947.000;-5.198.614.597.320.550;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;1;2018;1;954; ;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0; ;0; ;0; ;0; ;0; ;0;0; ;18; ;1;0;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1;1;1;0;0;0; ;2;1;1;0; ;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1
411790;4117909;41;4;Palotina;28683;24646;4037;2;651,238;1;4117903309398;Unidade de Acolhimento - Família Acolhedora;32;Rua Rotary;177; ;Bela Vista; ;85950-000;4117909;PR; ;(44) 3649-6648;7256; ;18/12/2017;-24.275.623.694.571.000;-5.383.991.718.292.230;315;1; ; ; ; ; ; ; ;1;0;0; ;2; ; ; ; ; ;1;2017;1;900; ;0; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ;0; ;0; ;0; ;0; ;0; ;0; ;1;18; ;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1;0;1;0;0;0; ;3;1;0;0; ;1;1;0;0;0;0;0;2;0;1;0;0;1;2;0;0;0;2
